a	b	J9	J8	J7	pi_HAT	nbSNP	cov	deamination	kinship	degree	program	RMSE
childG	founder23	0.998	0.002	0.0	0.001	99996	8	no_deam	Unrelated	Unrelated	lcmlkin	0.5761967256646524
childG	founder24	0.998	0.002	0.0	0.001	99995	8	no_deam	Unrelated	Unrelated	lcmlkin	0.5761967256646524
childG	founder25	0.998	0.002	0.0	0.001	99996	8	no_deam	Unrelated	Unrelated	lcmlkin	0.5761967256646524
childG	founder26	0.997	0.003	0.0	0.001	99994	8	no_deam	Unrelated	Unrelated	lcmlkin	0.5756208242700513
childG	founder27	0.997	0.003	0.0	0.001	99996	8	no_deam	Unrelated	Unrelated	lcmlkin	0.5756208242700513
childG	founder28	0.998	0.002	0.0	0.001	99996	8	no_deam	Unrelated	Unrelated	lcmlkin	0.5761967256646524
childG	founder29	0.998	0.002	0.0	0.001	99996	8	no_deam	Unrelated	Unrelated	lcmlkin	0.5761967256646524
childG	founder3	0.998	0.002	0.0	0.001	99995	8	no_deam	Unrelated	Unrelated	lcmlkin	0.5761967256646524
childG	founder4	0.999	0.001	0.0	0.001	99996	8	no_deam	Unrelated	Unrelated	lcmlkin	0.5767732078844625
childG	founder6	0.997	0.003	0.0	0.001	99995	8	no_deam	Unrelated	Unrelated	lcmlkin	0.5756208242700513
childG	founder7	0.998	0.002	0.0	0.001	99996	8	no_deam	Unrelated	Unrelated	lcmlkin	0.5761967256646524
childG	founder8	0.998	0.002	0.0	0.001	99996	8	no_deam	Unrelated	Unrelated	lcmlkin	0.5761967256646524
childG	founder9	0.997	0.003	0.0	0.001	99995	8	no_deam	Unrelated	Unrelated	lcmlkin	0.5756208242700513
childH	founder10	0.999	0.001	0.0	0.001	99997	8	no_deam	Unrelated	Unrelated	lcmlkin	0.5767732078844625
childH	founder11	0.999	0.001	0.0	0.001	99997	8	no_deam	Unrelated	Unrelated	lcmlkin	0.5767732078844625
childH	founder12	0.999	0.001	0.0	0.001	99997	8	no_deam	Unrelated	Unrelated	lcmlkin	0.5767732078844625
childH	founder13	0.999	0.001	0.0	0.001	99997	8	no_deam	Unrelated	Unrelated	lcmlkin	0.5767732078844625
childH	founder14	0.999	0.001	0.0	0.001	99995	8	no_deam	Unrelated	Unrelated	lcmlkin	0.5767732078844625
childH	founder15	0.999	0.001	0.0	0.001	99997	8	no_deam	Unrelated	Unrelated	lcmlkin	0.5767732078844625
childH	founder16	0.999	0.001	0.0	0.001	99996	8	no_deam	Unrelated	Unrelated	lcmlkin	0.5767732078844625
childH	founder17	0.999	0.001	0.0	0.001	99995	8	no_deam	Unrelated	Unrelated	lcmlkin	0.5767732078844625
childH	founder18	0.999	0.001	0.0	0.001	99997	8	no_deam	Unrelated	Unrelated	lcmlkin	0.5767732078844625
childH	founder19	0.999	0.0	0.001	0.001	99996	8	no_deam	Unrelated	Unrelated	lcmlkin	0.5767732078844625
childH	founder20	0.999	0.001	0.0	0.001	99997	8	no_deam	Unrelated	Unrelated	lcmlkin	0.5767732078844625
childH	founder21	0.999	0.001	0.0	0.001	99995	8	no_deam	Unrelated	Unrelated	lcmlkin	0.5767732078844625
childH	founder22	0.999	0.001	0.0	0.001	99997	8	no_deam	Unrelated	Unrelated	lcmlkin	0.5767732078844625
childH	founder23	0.999	0.001	0.0	0.001	99997	8	no_deam	Unrelated	Unrelated	lcmlkin	0.5767732078844625
childH	founder24	0.999	0.001	0.0	0.001	99996	8	no_deam	Unrelated	Unrelated	lcmlkin	0.5767732078844625
childH	founder25	0.999	0.001	0.0	0.001	99997	8	no_deam	Unrelated	Unrelated	lcmlkin	0.5767732078844625
childH	founder26	0.999	0.001	0.0	0.001	99995	8	no_deam	Unrelated	Unrelated	lcmlkin	0.5767732078844625
childH	founder27	0.999	0.001	0.0	0.001	99997	8	no_deam	Unrelated	Unrelated	lcmlkin	0.5767732078844625
childH	founder28	0.999	0.001	0.0	0.001	99997	8	no_deam	Unrelated	Unrelated	lcmlkin	0.5767732078844625
childH	founder29	0.999	0.001	0.0	0.001	99997	8	no_deam	Unrelated	Unrelated	lcmlkin	0.5767732078844625
childH	founder2	0.999	0.001	0.0	0.001	99996	8	no_deam	Unrelated	Unrelated	lcmlkin	0.5767732078844625
childH	founder3	0.999	0.001	0.0	0.001	99996	8	no_deam	Unrelated	Unrelated	lcmlkin	0.5767732078844625
childH	founder5	0.999	0.001	0.0	0.001	99996	8	no_deam	Unrelated	Unrelated	lcmlkin	0.5767732078844625
childH	founder6	0.999	0.001	0.0	0.001	99996	8	no_deam	Unrelated	Unrelated	lcmlkin	0.5767732078844625
childH	founder7	0.999	0.001	0.0	0.001	99997	8	no_deam	Unrelated	Unrelated	lcmlkin	0.5767732078844625
childH	founder8	0.999	0.001	0.0	0.001	99997	8	no_deam	Unrelated	Unrelated	lcmlkin	0.5767732078844625
childH	founder9	0.999	0.001	0.0	0.001	99996	8	no_deam	Unrelated	Unrelated	lcmlkin	0.5767732078844625
