a	b	J9	J8	J7	pi_HAT	nbSNP	cov	deamination	kinship	degree	program	RMSE
childB	founder0	0.002	0.998	0.0	0.499	99997	10	no_deam	PO	1	lcmlkin	0.001632993161855453
childB	founder1	0.003	0.997	0.0	0.499	99997	10	no_deam	PO	1	lcmlkin	0.002449489742783179
childC	childG	0.002	0.997	0.001	0.5	99997	10	no_deam	PO	1	lcmlkin	0.002160246899469288
childC	founder1	0.002	0.998	0.001	0.499	99997	10	no_deam	PO	1	lcmlkin	0.0017320508075688783
childC	founder2	0.001	0.998	0.001	0.5	99997	10	no_deam	PO	1	lcmlkin	0.001414213562373096
childD	founder3	0.001	0.998	0.002	0.5	99997	10	no_deam	PO	1	lcmlkin	0.0017320508075688778
childE	founder4	0.001	0.998	0.001	0.5	99997	10	no_deam	PO	1	lcmlkin	0.001414213562373096
childF	founder4	0.002	0.998	0.001	0.5	99997	10	no_deam	PO	1	lcmlkin	0.0017320508075688783
childG	founder5	0.001	0.997	0.002	0.501	99997	10	no_deam	PO	1	lcmlkin	0.002160246899469288
childA	childD	0.002	0.998	0.0	0.499	99997	8	deam	PO	1	lcmlkin	0.001632993161855453
childA	childH	0.0	0.95	0.05	0.525	99995	8	deam	PO	1	lcmlkin	0.04082482904638632
childA	founder0	0.001	0.998	0.0	0.5	99998	8	deam	PO	1	lcmlkin	0.0012909944487358065
childA	founder1	0.002	0.998	0.0	0.499	99997	8	deam	PO	1	lcmlkin	0.001632993161855453
childB	childE	0.002	0.998	0.0	0.499	99998	8	deam	PO	1	lcmlkin	0.001632993161855453
childB	childF	0.002	0.998	0.0	0.499	99998	8	deam	PO	1	lcmlkin	0.001632993161855453
childB	founder0	0.001	0.998	0.0	0.5	99998	8	deam	PO	1	lcmlkin	0.0012909944487358065
childB	founder1	0.002	0.998	0.0	0.499	99997	8	deam	PO	1	lcmlkin	0.001632993161855453
childC	childG	0.001	0.998	0.001	0.5	99995	8	deam	PO	1	lcmlkin	0.001414213562373096
childC	founder1	0.001	0.998	0.001	0.5	99995	8	deam	PO	1	lcmlkin	0.001414213562373096
childC	founder2	0.0	0.998	0.001	0.501	99996	8	deam	PO	1	lcmlkin	0.0012909944487358065
childD	founder3	0.0	0.998	0.002	0.501	99997	8	deam	PO	1	lcmlkin	0.001632993161855453
childE	founder4	0.001	0.998	0.001	0.5	99998	8	deam	PO	1	lcmlkin	0.001414213562373096
childF	founder4	0.001	0.998	0.001	0.5	99998	8	deam	PO	1	lcmlkin	0.001414213562373096
childG	founder5	0.0	0.997	0.002	0.501	99996	8	deam	PO	1	lcmlkin	0.002081665999466134
childA	childD	0.005	0.995	0.0	0.497	99996	4	deam	PO	1	lcmlkin	0.004082482904638632
childA	childH	0.001	0.951	0.048	0.524	99995	4	deam	PO	1	lcmlkin	0.03960639678974431
childA	founder0	0.005	0.995	0.0	0.498	99996	4	deam	PO	1	lcmlkin	0.004082482904638632
childA	founder1	0.005	0.995	0.0	0.498	99994	4	deam	PO	1	lcmlkin	0.004082482904638632
childB	childE	0.007	0.993	0.0	0.496	99996	4	deam	PO	1	lcmlkin	0.005715476066494085
childB	childF	0.009	0.991	0.0	0.496	99996	4	deam	PO	1	lcmlkin	0.007348469228349537
childB	founder0	0.005	0.995	0.0	0.498	99998	4	deam	PO	1	lcmlkin	0.004082482904638632
childB	founder1	0.008	0.992	0.0	0.496	99996	4	deam	PO	1	lcmlkin	0.006531972647421812
childC	childG	0.003	0.996	0.001	0.499	99995	4	deam	PO	1	lcmlkin	0.0029439202887759507
childC	founder1	0.003	0.996	0.001	0.499	99995	4	deam	PO	1	lcmlkin	0.0029439202887759507
childC	founder2	0.002	0.997	0.001	0.5	99996	4	deam	PO	1	lcmlkin	0.002160246899469288
childD	founder3	0.001	0.997	0.001	0.5	99997	4	deam	PO	1	lcmlkin	0.0019148542155126777
childE	founder4	0.003	0.997	0.0	0.499	99996	4	deam	PO	1	lcmlkin	0.002449489742783179
childF	founder4	0.003	0.997	0.0	0.499	99996	4	deam	PO	1	lcmlkin	0.002449489742783179
childG	founder5	0.001	0.997	0.002	0.5	99994	4	deam	PO	1	lcmlkin	0.002160246899469288
childA	childD	0.148	0.851	0.001	0.427	90805	1	deam	PO	1	lcmlkin	0.12125180411028944
childA	childH	0.027	0.927	0.046	0.51	90642	1	deam	PO	1	lcmlkin	0.05219833969262495
childA	founder0	0.122	0.876	0.001	0.44	90738	1	deam	PO	1	lcmlkin	0.10043405796840034
childA	founder1	0.144	0.856	0.001	0.429	90633	1	deam	PO	1	lcmlkin	0.11757692517383389
childB	childE	0.183	0.816	0.001	0.409	90788	1	deam	PO	1	lcmlkin	0.14982879118068954
childB	childF	0.181	0.818	0.002	0.41	90752	1	deam	PO	1	lcmlkin	0.14819919028118883
childB	founder0	0.124	0.874	0.001	0.438	90698	1	deam	PO	1	lcmlkin	0.10206697147788146
childB	founder1	0.142	0.857	0.001	0.429	90607	1	deam	PO	1	lcmlkin	0.11635291143757427
childC	childG	0.087	0.912	0.002	0.457	90815	1	deam	PO	1	lcmlkin	0.07145394787320478
childC	founder1	0.124	0.875	0.001	0.439	90704	1	deam	PO	1	lcmlkin	0.10165628362280416
childC	founder2	0.063	0.936	0.001	0.469	90849	1	deam	PO	1	lcmlkin	0.0518523544949182
childD	founder3	0.054	0.945	0.002	0.474	90822	1	deam	PO	1	lcmlkin	0.04451591475715925
childE	founder4	0.083	0.916	0.001	0.459	90868	1	deam	PO	1	lcmlkin	0.06818113130967147
childF	founder4	0.091	0.908	0.001	0.455	90827	1	deam	PO	1	lcmlkin	0.07471278337741138
childG	founder5	0.056	0.942	0.002	0.473	90724	1	deam	PO	1	lcmlkin	0.046561786907291285
childA	childD	0.002	0.998	0.0	0.499	99996	20	deam	PO	1	lcmlkin	0.001632993161855453
childA	childH	0.0	0.95	0.05	0.525	99997	20	deam	PO	1	lcmlkin	0.04082482904638632
childA	founder0	0.001	0.998	0.0	0.5	99997	20	deam	PO	1	lcmlkin	0.0012909944487358065
childA	founder1	0.002	0.998	0.0	0.499	99997	20	deam	PO	1	lcmlkin	0.001632993161855453
childB	childE	0.002	0.998	0.0	0.499	99996	20	deam	PO	1	lcmlkin	0.001632993161855453
childB	childF	0.002	0.998	0.0	0.499	99997	20	deam	PO	1	lcmlkin	0.001632993161855453
childB	founder0	0.001	0.998	0.0	0.5	99997	20	deam	PO	1	lcmlkin	0.0012909944487358065
childB	founder1	0.002	0.998	0.0	0.499	99997	20	deam	PO	1	lcmlkin	0.001632993161855453
childC	childG	0.001	0.998	0.001	0.5	99997	20	deam	PO	1	lcmlkin	0.001414213562373096
childC	founder1	0.001	0.998	0.0	0.5	99997	20	deam	PO	1	lcmlkin	0.0012909944487358065
childC	founder2	0.0	0.998	0.001	0.501	99997	20	deam	PO	1	lcmlkin	0.0012909944487358065
childD	founder3	0.0	0.998	0.002	0.501	99996	20	deam	PO	1	lcmlkin	0.001632993161855453
childE	founder4	0.001	0.998	0.001	0.5	99996	20	deam	PO	1	lcmlkin	0.001414213562373096
childF	founder4	0.001	0.998	0.001	0.5	99997	20	deam	PO	1	lcmlkin	0.001414213562373096
childG	founder5	0.0	0.997	0.002	0.501	99997	20	deam	PO	1	lcmlkin	0.002081665999466134
childA	childD	0.054	0.946	0.0	0.473	99323	2	deam	PO	1	lcmlkin	0.04409081537009723
childA	childH	0.008	0.948	0.044	0.518	99311	2	deam	PO	1	lcmlkin	0.03959797974644668
childA	founder0	0.035	0.965	0.0	0.482	99326	2	deam	PO	1	lcmlkin	0.028577380332470426
childA	founder1	0.057	0.943	0.0	0.472	99322	2	deam	PO	1	lcmlkin	0.046540305112880404
childB	childE	0.072	0.928	0.0	0.464	99285	2	deam	PO	1	lcmlkin	0.05878775382679625
childB	childF	0.06	0.94	0.0	0.47	99290	2	deam	PO	1	lcmlkin	0.048989794855663585
childB	founder0	0.042	0.958	0.0	0.479	99297	2	deam	PO	1	lcmlkin	0.03429285639896451
childB	founder1	0.055	0.945	0.0	0.472	99293	2	deam	PO	1	lcmlkin	0.04490731195102495
childC	childG	0.026	0.974	0.0	0.487	99333	2	deam	PO	1	lcmlkin	0.021228911104120885
childC	founder1	0.035	0.965	0.0	0.483	99340	2	deam	PO	1	lcmlkin	0.028577380332470426
childC	founder2	0.014	0.986	0.0	0.493	99331	2	deam	PO	1	lcmlkin	0.01143095213298817
childD	founder3	0.006	0.993	0.001	0.497	99367	2	deam	PO	1	lcmlkin	0.005354126134736339
childE	founder4	0.023	0.977	0.0	0.489	99356	2	deam	PO	1	lcmlkin	0.018779421361337707
childF	founder4	0.03	0.97	0.0	0.485	99365	2	deam	PO	1	lcmlkin	0.024494897427831792
childG	founder5	0.01	0.989	0.001	0.495	99308	2	deam	PO	1	lcmlkin	0.008602325267042632
childA	childD	0.002	0.998	0.0	0.499	99998	10	deam	PO	1	lcmlkin	0.001632993161855453
childA	childH	0.0	0.949	0.05	0.525	99998	10	deam	PO	1	lcmlkin	0.0412350983184633
childA	founder0	0.001	0.998	0.001	0.5	99998	10	deam	PO	1	lcmlkin	0.001414213562373096
childA	founder1	0.001	0.998	0.0	0.499	99998	10	deam	PO	1	lcmlkin	0.0012909944487358065
childB	childE	0.002	0.998	0.0	0.499	99998	10	deam	PO	1	lcmlkin	0.001632993161855453
childB	childF	0.002	0.998	0.0	0.499	99997	10	deam	PO	1	lcmlkin	0.001632993161855453
childB	founder0	0.001	0.998	0.0	0.5	99998	10	deam	PO	1	lcmlkin	0.0012909944487358065
childB	founder1	0.002	0.998	0.0	0.499	99998	10	deam	PO	1	lcmlkin	0.001632993161855453
childC	childG	0.001	0.998	0.001	0.5	99998	10	deam	PO	1	lcmlkin	0.001414213562373096
childC	founder1	0.001	0.998	0.001	0.5	99998	10	deam	PO	1	lcmlkin	0.001414213562373096
childC	founder2	0.0	0.998	0.002	0.501	99998	10	deam	PO	1	lcmlkin	0.001632993161855453
childD	founder3	0.0	0.998	0.002	0.501	99997	10	deam	PO	1	lcmlkin	0.001632993161855453
childE	founder4	0.001	0.998	0.001	0.5	99998	10	deam	PO	1	lcmlkin	0.001414213562373096
childF	founder4	0.001	0.998	0.001	0.5	99997	10	deam	PO	1	lcmlkin	0.001414213562373096
childG	founder5	0.0	0.997	0.002	0.501	99998	10	deam	PO	1	lcmlkin	0.002081665999466134
