IID1	FID2	IID2	RT	EZ	Z0	Z1	Z2	PI_HAT	PHE	DST	PPC	RATIO	cov	deamination	kinship	degree	program
childB	familyX	childI	OT	0	0.4291	0.4091	0.1618	0.3663	-1	0.788505	1.0000	4.6857	8	deam	GP	2	plink_Lcmlkin
childD	familyX	founder0	OT	0	0.5050	0.4950	0.0000	0.2475	-1	0.745962	1.0000	4.3784	8	deam	GP	2	plink_Lcmlkin
childD	familyX	founder1	OT	0	0.5108	0.4892	0.0000	0.2446	-1	0.746850	0.9998	3.6279	8	deam	GP	2	plink_Lcmlkin
childE	familyX	founder0	OT	0	0.4911	0.5089	0.0000	0.2545	-1	0.747410	1.0000	4.3784	8	deam	GP	2	plink_Lcmlkin
childE	familyX	founder1	OT	0	0.4934	0.5066	0.0000	0.2533	-1	0.746562	1.0000	5.0303	8	deam	GP	2	plink_Lcmlkin
childF	familyX	founder0	OT	0	0.4943	0.5057	0.0000	0.2529	-1	0.746240	1.0000	4.8529	8	deam	GP	2	plink_Lcmlkin
childF	familyX	founder1	OT	0	0.4943	0.5057	0.0000	0.2529	-1	0.745472	1.0000	4.5278	8	deam	GP	2	plink_Lcmlkin
childG	familyX	founder1	OT	0	0.4966	0.5034	0.0000	0.2517	-1	0.746705	1.0000	5.4194	8	deam	GP	2	plink_Lcmlkin
childG	familyX	founder2	OT	0	0.5088	0.4912	0.0000	0.2456	-1	0.745417	1.0000	7.6522	8	deam	GP	2	plink_Lcmlkin
childH	familyX	founder4	OT	0	0.6699	0.2960	0.0341	0.1821	-1	0.736367	1.0000	4.5278	8	deam	GP	2	plink_Lcmlkin
childB	familyX	childI	OT	0	0.4290	0.4199	0.1511	0.3611	-1	0.785536	0.9998	3.6279	4	deam	GP	2	plink_Lcmlkin
childD	familyX	founder0	OT	0	0.5060	0.4940	0.0000	0.2470	-1	0.743725	1.0000	4.6857	4	deam	GP	2	plink_Lcmlkin
childD	familyX	founder1	OT	0	0.5135	0.4865	0.0000	0.2433	-1	0.744945	0.9954	3.0612	4	deam	GP	2	plink_Lcmlkin
childE	familyX	founder0	OT	0	0.4949	0.5051	0.0000	0.2526	-1	0.745225	1.0000	4.5278	4	deam	GP	2	plink_Lcmlkin
childE	familyX	founder1	OT	0	0.4989	0.5011	0.0000	0.2506	-1	0.744870	1.0000	4.8529	4	deam	GP	2	plink_Lcmlkin
childF	familyX	founder0	OT	0	0.5013	0.4987	0.0000	0.2493	-1	0.744420	1.0000	4.6857	4	deam	GP	2	plink_Lcmlkin
childF	familyX	founder1	OT	0	0.4966	0.5034	0.0000	0.2517	-1	0.743850	1.0000	4.8529	4	deam	GP	2	plink_Lcmlkin
childG	familyX	founder1	OT	0	0.5052	0.4948	0.0000	0.2474	-1	0.744870	1.0000	6.1071	4	deam	GP	2	plink_Lcmlkin
childG	familyX	founder2	OT	0	0.5170	0.4830	0.0000	0.2415	-1	0.743697	1.0000	8.4762	4	deam	GP	2	plink_Lcmlkin
childH	familyX	founder4	OT	0	0.6708	0.2992	0.0300	0.1796	-1	0.734342	1.0000	3.9750	4	deam	GP	2	plink_Lcmlkin
childB	familyX	childI	OT	0	1.0000	0.0000	0.0000	0.0000	-1	0.742586	0.0000	0.5714	1	deam	GP	2	plink_Lcmlkin
childD	familyX	founder0	OT	0	1.0000	0.0000	0.0000	0.0000	-1	0.699628	0.0000	0.6311	1	deam	GP	2	plink_Lcmlkin
childD	familyX	founder1	OT	0	1.0000	0.0000	0.0000	0.0000	-1	0.700712	0.0000	0.9320	1	deam	GP	2	plink_Lcmlkin
childE	familyX	founder0	OT	0	1.0000	0.0000	0.0000	0.0000	-1	0.699525	0.0000	0.7155	1	deam	GP	2	plink_Lcmlkin
childE	familyX	founder1	OT	0	1.0000	0.0000	0.0000	0.0000	-1	0.698167	0.0000	0.7768	1	deam	GP	2	plink_Lcmlkin
childF	familyX	founder0	OT	0	1.0000	0.0000	0.0000	0.0000	-1	0.699689	0.0000	0.5794	1	deam	GP	2	plink_Lcmlkin
childF	familyX	founder1	OT	0	1.0000	0.0000	0.0000	0.0000	-1	0.698497	0.0000	0.6583	1	deam	GP	2	plink_Lcmlkin
childG	familyX	founder1	OT	0	1.0000	0.0000	0.0000	0.0000	-1	0.699682	0.0000	0.8598	1	deam	GP	2	plink_Lcmlkin
childG	familyX	founder2	OT	0	1.0000	0.0000	0.0000	0.0000	-1	0.698890	0.0000	0.9320	1	deam	GP	2	plink_Lcmlkin
childH	familyX	founder4	OT	0	1.0000	0.0000	0.0000	0.0000	-1	0.694855	0.0000	0.6311	1	deam	GP	2	plink_Lcmlkin
childB	familyX	childI	OT	0	0.4328	0.4009	0.1663	0.3667	-1	0.789340	1.0000	4.3784	20	deam	GP	2	plink_Lcmlkin
childD	familyX	founder0	OT	0	0.5087	0.4913	0.0000	0.2456	-1	0.746167	1.0000	4.1026	20	deam	GP	2	plink_Lcmlkin
childD	familyX	founder1	OT	0	0.5164	0.4836	0.0000	0.2418	-1	0.747072	0.9989	3.3261	20	deam	GP	2	plink_Lcmlkin
childE	familyX	founder0	OT	0	0.4964	0.5036	0.0000	0.2518	-1	0.747692	1.0000	4.3784	20	deam	GP	2	plink_Lcmlkin
childE	familyX	founder1	OT	0	0.4987	0.5013	0.0000	0.2506	-1	0.746867	1.0000	5.0303	20	deam	GP	2	plink_Lcmlkin
childF	familyX	founder0	OT	0	0.4997	0.5003	0.0000	0.2502	-1	0.746615	1.0000	4.8529	20	deam	GP	2	plink_Lcmlkin
childF	familyX	founder1	OT	0	0.4990	0.5010	0.0000	0.2505	-1	0.745915	1.0000	4.6857	20	deam	GP	2	plink_Lcmlkin
childG	familyX	founder1	OT	0	0.5032	0.4968	0.0000	0.2484	-1	0.747140	1.0000	5.4194	20	deam	GP	2	plink_Lcmlkin
childG	familyX	founder2	OT	0	0.5142	0.4858	0.0000	0.2429	-1	0.745860	1.0000	7.6522	20	deam	GP	2	plink_Lcmlkin
childH	familyX	founder4	OT	0	0.6773	0.2846	0.0380	0.1804	-1	0.736750	1.0000	4.3784	20	deam	GP	2	plink_Lcmlkin
childB	familyX	childI	OT	0	0.6235	0.1799	0.1966	0.2866	-1	0.772368	0.9844	2.8269	2	deam	GP	2	plink_Lcmlkin
childD	familyX	founder0	OT	0	0.7497	0.1970	0.0532	0.1517	-1	0.730027	0.7887	2.2623	2	deam	GP	2	plink_Lcmlkin
childD	familyX	founder1	OT	0	0.7474	0.1992	0.0534	0.1530	-1	0.730330	0.8949	2.4310	2	deam	GP	2	plink_Lcmlkin
childE	familyX	founder0	OT	0	0.7330	0.2184	0.0486	0.1578	-1	0.731035	0.8949	2.4310	2	deam	GP	2	plink_Lcmlkin
childE	familyX	founder1	OT	0	0.7297	0.2301	0.0402	0.1553	-1	0.729779	0.9989	3.3261	2	deam	GP	2	plink_Lcmlkin
childF	familyX	founder0	OT	0	0.7395	0.2150	0.0455	0.1530	-1	0.729686	0.8649	2.3729	2	deam	GP	2	plink_Lcmlkin
childF	familyX	founder1	OT	0	0.7373	0.2219	0.0407	0.1517	-1	0.729005	0.8649	2.3729	2	deam	GP	2	plink_Lcmlkin
childG	familyX	founder1	OT	0	0.7328	0.2182	0.0490	0.1581	-1	0.731130	0.9996	3.5227	2	deam	GP	2	plink_Lcmlkin
childG	familyX	founder2	OT	0	0.7504	0.1978	0.0518	0.1507	-1	0.729684	0.9998	3.6279	2	deam	GP	2	plink_Lcmlkin
childH	familyX	founder4	OT	0	0.8893	0.0153	0.0953	0.1030	-1	0.722345	0.3442	1.8841	2	deam	GP	2	plink_Lcmlkin
childB	familyX	childI	OT	0	0.4304	0.4060	0.1636	0.3666	-1	0.788840	1.0000	4.3784	10	deam	GP	2	plink_Lcmlkin
childD	familyX	founder0	OT	0	0.5040	0.4960	0.0000	0.2480	-1	0.745995	1.0000	4.1026	10	deam	GP	2	plink_Lcmlkin
childD	familyX	founder1	OT	0	0.5131	0.4869	0.0000	0.2434	-1	0.746790	0.9894	2.9020	10	deam	GP	2	plink_Lcmlkin
childE	familyX	founder0	OT	0	0.4923	0.5077	0.0000	0.2539	-1	0.747560	1.0000	4.3784	10	deam	GP	2	plink_Lcmlkin
childE	familyX	founder1	OT	0	0.4965	0.5035	0.0000	0.2518	-1	0.746595	1.0000	5.0303	10	deam	GP	2	plink_Lcmlkin
childF	familyX	founder0	OT	0	0.4957	0.5043	0.0000	0.2521	-1	0.746412	1.0000	5.0303	10	deam	GP	2	plink_Lcmlkin
childF	familyX	founder1	OT	0	0.4948	0.5052	0.0000	0.2526	-1	0.745787	1.0000	4.5278	10	deam	GP	2	plink_Lcmlkin
childG	familyX	founder1	OT	0	0.4989	0.5011	0.0000	0.2506	-1	0.746845	1.0000	5.4194	10	deam	GP	2	plink_Lcmlkin
childG	familyX	founder2	OT	0	0.5102	0.4898	0.0000	0.2449	-1	0.745565	1.0000	7.6522	10	deam	GP	2	plink_Lcmlkin
childH	familyX	founder4	OT	0	0.6721	0.2921	0.0357	0.1818	-1	0.736595	1.0000	4.3784	10	deam	GP	2	plink_Lcmlkin
