IID1	FID2	IID2	RT	EZ	Z0	Z1	Z2	PI_HAT	PHE	DST	PPC	RATIO	cov	deamination	kinship	degree	program	RMSE
childD	familyX	founder11	OT	0	1.0	0.0	0.0	0.0	-1	0.678572	0.0039	1.369	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childD	familyX	founder12	OT	0	1.0	0.0	0.0	0.0	-1	0.679589	0.0137	1.4568	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childD	familyX	founder13	OT	0	1.0	0.0	0.0	0.0	-1	0.67905	0.0003	1.236	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childD	familyX	founder14	OT	0	1.0	0.0	0.0	0.0	-1	0.678102	0.0137	1.4568	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childD	familyX	founder15	OT	0	1.0	0.0	0.0	0.0	-1	0.677072	0.0962	1.6533	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childD	familyX	founder16	OT	0	1.0	0.0	0.0	0.0	-1	0.678856	0.0092	1.4268	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childD	familyX	founder17	OT	0	1.0	0.0	0.0	0.0	-1	0.678575	0.0039	1.369	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childD	familyX	founder18	OT	0	1.0	0.0	0.0	0.0	-1	0.67845	0.0001	1.163	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childD	familyX	founder19	OT	0	1.0	0.0	0.0	0.0	-1	0.679355	0.0284	1.519	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childD	familyX	founder20	OT	0	1.0	0.0	0.0	0.0	-1	0.678079	0.0284	1.519	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childD	familyX	founder21	OT	0	1.0	0.0	0.0	0.0	-1	0.677851	0.0284	1.519	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childD	familyX	founder22	OT	0	1.0	0.0	0.0	0.0	-1	0.678307	0.0003	1.236	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childD	familyX	founder23	OT	0	1.0	0.0	0.0	0.0	-1	0.677785	0.0092	1.4268	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childD	familyX	founder24	OT	0	1.0	0.0	0.0	0.0	-1	0.678752	0.0	1.0515	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childD	familyX	founder25	OT	0	1.0	0.0	0.0	0.0	-1	0.677674	0.0199	1.4875	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childD	familyX	founder26	OT	0	1.0	0.0	0.0	0.0	-1	0.678542	0.0137	1.4568	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childD	familyX	founder27	OT	0	1.0	0.0	0.0	0.0	-1	0.677884	0.1581	1.726	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childD	familyX	founder28	OT	0	1.0	0.0	0.0	0.0	-1	0.678623	0.0016	1.314	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childD	familyX	founder29	OT	0	1.0	0.0	0.0	0.0	-1	0.678576	0.073	1.6184	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childD	familyX	founder2	OT	0	1.0	0.0	0.0	0.0	-1	0.678182	0.0025	1.3412	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childD	familyX	founder4	OT	0	1.0	0.0	0.0	0.0	-1	0.679717	0.0016	1.314	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childD	familyX	founder5	OT	0	1.0	0.0	0.0	0.0	-1	0.680288	0.0003	1.236	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childD	familyX	founder6	OT	0	1.0	0.0	0.0	0.0	-1	0.680337	0.0001	1.1868	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childD	familyX	founder7	OT	0	1.0	0.0	0.0	0.0	-1	0.679148	0.1245	1.6892	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childD	familyX	founder8	OT	0	1.0	0.0	0.0	0.0	-1	0.679771	0.0	1.1398	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childD	familyX	founder9	OT	0	1.0	0.0	0.0	0.0	-1	0.680233	0.0003	1.236	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childE	familyX	founder10	OT	0	1.0	0.0	0.0	0.0	-1	0.677727	0.0061	1.3976	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childE	familyX	founder11	OT	0	1.0	0.0	0.0	0.0	-1	0.678384	0.0092	1.4268	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childE	familyX	founder12	OT	0	1.0	0.0	0.0	0.0	-1	0.679101	0.0284	1.519	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childE	familyX	founder13	OT	0	1.0	0.0	0.0	0.0	-1	0.678088	0.0092	1.4268	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childE	familyX	founder14	OT	0	1.0	0.0	0.0	0.0	-1	0.678611	0.0137	1.4568	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childE	familyX	founder15	OT	0	1.0	0.0	0.0	0.0	-1	0.678083	0.073	1.6184	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childE	familyX	founder16	OT	0	1.0	0.0	0.0	0.0	-1	0.677868	0.0006	1.2614	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childE	familyX	founder17	OT	0	1.0	0.0	0.0	0.0	-1	0.678984	0.0009	1.2874	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childE	familyX	founder18	OT	0	1.0	0.0	0.0	0.0	-1	0.678648	0.0962	1.6533	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childE	familyX	founder19	OT	0	1.0	0.0	0.0	0.0	-1	0.67869	0.52	2.0152	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childE	familyX	founder20	OT	0	1.0	0.0	0.0	0.0	-1	0.679731	0.4011	1.9265	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childE	familyX	founder21	OT	0	1.0	0.0	0.0	0.0	-1	0.678569	0.0199	1.4875	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childE	familyX	founder22	OT	0	1.0	0.0	0.0	0.0	-1	0.677945	0.0025	1.3412	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childE	familyX	founder23	OT	0	1.0	0.0	0.0	0.0	-1	0.677457	0.0284	1.519	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childE	familyX	founder24	OT	0	1.0	0.0	0.0	0.0	-1	0.679698	0.0137	1.4568	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childE	familyX	founder25	OT	0	1.0	0.0	0.0	0.0	-1	0.677186	0.0009	1.2874	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childE	familyX	founder26	OT	0	1.0	0.0	0.0	0.0	-1	0.678185	0.52	2.0152	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childE	familyX	founder27	OT	0	1.0	0.0	0.0	0.0	-1	0.677946	0.4601	1.9701	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childE	familyX	founder28	OT	0	1.0	0.0	0.0	0.0	-1	0.678863	0.0061	1.3976	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childE	familyX	founder29	OT	0	1.0	0.0	0.0	0.0	-1	0.679574	0.1971	1.7639	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childE	familyX	founder2	OT	0	1.0	0.0	0.0	0.0	-1	0.677376	0.073	1.6184	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childE	familyX	founder3	OT	0	1.0	0.0	0.0	0.0	-1	0.677738	0.073	1.6184	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childE	familyX	founder5	OT	0	1.0	0.0	0.0	0.0	-1	0.679978	0.0284	1.519	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childE	familyX	founder6	OT	0	1.0	0.0	0.0	0.0	-1	0.680139	0.0061	1.3976	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childE	familyX	founder7	OT	0	1.0	0.0	0.0	0.0	-1	0.678866	0.2907	1.8429	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childE	familyX	founder8	OT	0	1.0	0.0	0.0	0.0	-1	0.678633	0.0962	1.6533	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childE	familyX	founder9	OT	0	1.0	0.0	0.0	0.0	-1	0.678304	0.0092	1.4268	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childF	familyX	founder10	OT	0	1.0	0.0	0.0	0.0	-1	0.677761	0.0199	1.4875	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childF	familyX	founder11	OT	0	1.0	0.0	0.0	0.0	-1	0.678563	0.0284	1.519	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childF	familyX	founder12	OT	0	1.0	0.0	0.0	0.0	-1	0.680835	0.0137	1.4568	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childF	familyX	founder13	OT	0	1.0	0.0	0.0	0.0	-1	0.678106	0.0137	1.4568	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childF	familyX	founder14	OT	0	1.0	0.0	0.0	0.0	-1	0.679671	0.0284	1.519	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childF	familyX	founder15	OT	0	1.0	0.0	0.0	0.0	-1	0.679063	0.0009	1.2874	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childF	familyX	founder16	OT	0	1.0	0.0	0.0	0.0	-1	0.677372	0.0025	1.3412	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childF	familyX	founder17	OT	0	1.0	0.0	0.0	0.0	-1	0.679836	0.0009	1.2874	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childF	familyX	founder18	OT	0	1.0	0.0	0.0	0.0	-1	0.679025	0.4601	1.9701	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childF	familyX	founder19	OT	0	1.0	0.0	0.0	0.0	-1	0.677735	0.0025	1.3412	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childF	familyX	founder20	OT	0	1.0	0.0	0.0	0.0	-1	0.681505	0.0397	1.5513	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childF	familyX	founder21	OT	0	1.0	0.0	0.0	0.0	-1	0.680109	0.073	1.6184	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childF	familyX	founder22	OT	0	1.0	0.0	0.0	0.0	-1	0.677719	0.0137	1.4568	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childF	familyX	founder23	OT	0	1.0	0.0	0.0	0.0	-1	0.679251	0.0003	1.236	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childF	familyX	founder24	OT	0	1.0	0.0	0.0	0.0	-1	0.678977	0.0397	1.5513	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childF	familyX	founder25	OT	0	1.0	0.0	0.0	0.0	-1	0.67782	0.073	1.6184	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childF	familyX	founder26	OT	0	1.0	0.0	0.0	0.0	-1	0.678239	0.0016	1.314	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childF	familyX	founder27	OT	0	1.0	0.0	0.0	0.0	-1	0.678246	0.0039	1.369	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childF	familyX	founder28	OT	0	1.0	0.0	0.0	0.0	-1	0.678916	0.1581	1.726	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childF	familyX	founder29	OT	0	1.0	0.0	0.0	0.0	-1	0.680199	0.3442	1.8841	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childF	familyX	founder2	OT	0	1.0	0.0	0.0	0.0	-1	0.678323	0.0001	1.163	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childF	familyX	founder3	OT	0	1.0	0.0	0.0	0.0	-1	0.679285	0.0061	1.3976	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childF	familyX	founder5	OT	0	1.0	0.0	0.0	0.0	-1	0.680218	0.0397	1.5513	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childF	familyX	founder6	OT	0	1.0	0.0	0.0	0.0	-1	0.678847	0.073	1.6184	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childF	familyX	founder7	OT	0	1.0	0.0	0.0	0.0	-1	0.677822	0.0397	1.5513	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childF	familyX	founder8	OT	0	1.0	0.0	0.0	0.0	-1	0.678446	0.0039	1.369	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childF	familyX	founder9	OT	0	1.0	0.0	0.0	0.0	-1	0.679511	0.0199	1.4875	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childG	familyX	childH	OT	0	1.0	0.0	0.0	0.0	-1	0.690433	0.0544	1.5844	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childG	familyX	childI	OT	0	1.0	0.0	0.0	0.0	-1	0.673668	0.0	0.932	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childG	familyX	founder0	OT	0	1.0	0.0	0.0	0.0	-1	0.677529	0.1971	1.7639	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childG	familyX	founder10	OT	0	1.0	0.0	0.0	0.0	-1	0.675617	0.0092	1.4268	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childG	familyX	founder11	OT	0	1.0	0.0	0.0	0.0	-1	0.676597	0.2414	1.8028	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childG	familyX	founder12	OT	0	1.0	0.0	0.0	0.0	-1	0.678371	0.0962	1.6533	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childG	familyX	founder13	OT	0	1.0	0.0	0.0	0.0	-1	0.678334	0.0137	1.4568	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childG	familyX	founder14	OT	0	1.0	0.0	0.0	0.0	-1	0.678475	0.0025	1.3412	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childG	familyX	founder15	OT	0	1.0	0.0	0.0	0.0	-1	0.67751	0.0002	1.2111	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childG	familyX	founder16	OT	0	1.0	0.0	0.0	0.0	-1	0.677854	0.0061	1.3976	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childG	familyX	founder17	OT	0	1.0	0.0	0.0	0.0	-1	0.678898	0.0039	1.369	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childG	familyX	founder18	OT	0	1.0	0.0	0.0	0.0	-1	0.678581	0.0137	1.4568	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childG	familyX	founder19	OT	0	1.0	0.0	0.0	0.0	-1	0.677974	0.0544	1.5844	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childG	familyX	founder20	OT	0	1.0	0.0	0.0	0.0	-1	0.678781	0.0199	1.4875	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childG	familyX	founder21	OT	0	1.0	0.0	0.0	0.0	-1	0.678152	0.0061	1.3976	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childG	familyX	founder22	OT	0	1.0	0.0	0.0	0.0	-1	0.678985	0.0397	1.5513	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childG	familyX	founder23	OT	0	1.0	0.0	0.0	0.0	-1	0.677817	0.1245	1.6892	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childG	familyX	founder24	OT	0	1.0	0.0	0.0	0.0	-1	0.678004	0.0962	1.6533	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childG	familyX	founder25	OT	0	1.0	0.0	0.0	0.0	-1	0.676247	0.0962	1.6533	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childG	familyX	founder26	OT	0	1.0	0.0	0.0	0.0	-1	0.679238	0.0199	1.4875	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childG	familyX	founder27	OT	0	1.0	0.0	0.0	0.0	-1	0.678197	0.073	1.6184	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childG	familyX	founder28	OT	0	1.0	0.0	0.0	0.0	-1	0.677379	0.1581	1.726	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childG	familyX	founder29	OT	0	1.0	0.0	0.0	0.0	-1	0.67859	0.0006	1.2614	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childG	familyX	founder3	OT	0	1.0	0.0	0.0	0.0	-1	0.677465	0.0006	1.2614	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childG	familyX	founder4	OT	0	1.0	0.0	0.0	0.0	-1	0.678039	0.0199	1.4875	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childG	familyX	founder6	OT	0	1.0	0.0	0.0	0.0	-1	0.679129	0.2907	1.8429	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childG	familyX	founder7	OT	0	1.0	0.0	0.0	0.0	-1	0.678815	0.2414	1.8028	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childG	familyX	founder8	OT	0	1.0	0.0	0.0	0.0	-1	0.677518	0.0092	1.4268	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childG	familyX	founder9	OT	0	1.0	0.0	0.0	0.0	-1	0.679241	0.0544	1.5844	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childH	familyX	founder10	OT	0	1.0	0.0	0.0	0.0	-1	0.669083	0.0001	1.163	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childH	familyX	founder11	OT	0	1.0	0.0	0.0	0.0	-1	0.66955	0.0025	1.3412	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childH	familyX	founder12	OT	0	1.0	0.0	0.0	0.0	-1	0.671419	0.0009	1.2874	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childH	familyX	founder13	OT	0	1.0	0.0	0.0	0.0	-1	0.670111	0.0	1.117	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childH	familyX	founder14	OT	0	1.0	0.0	0.0	0.0	-1	0.669069	0.0025	1.3412	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childH	familyX	founder15	OT	0	1.0	0.0	0.0	0.0	-1	0.669481	0.0	1.0729	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childH	familyX	founder16	OT	0	1.0	0.0	0.0	0.0	-1	0.669633	0.0003	1.236	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childH	familyX	founder17	OT	0	1.0	0.0	0.0	0.0	-1	0.669933	0.0	1.1398	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childH	familyX	founder18	OT	0	1.0	0.0	0.0	0.0	-1	0.669847	0.0	1.1398	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childH	familyX	founder19	OT	0	1.0	0.0	0.0	0.0	-1	0.670198	0.0002	1.2111	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childH	familyX	founder20	OT	0	1.0	0.0	0.0	0.0	-1	0.670411	0.0	1.0101	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childH	familyX	founder21	OT	0	1.0	0.0	0.0	0.0	-1	0.670726	0.0	0.9135	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childH	familyX	founder22	OT	0	1.0	0.0	0.0	0.0	-1	0.668252	0.0	0.951	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childH	familyX	founder23	OT	0	1.0	0.0	0.0	0.0	-1	0.670421	0.0	1.0306	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childH	familyX	founder24	OT	0	1.0	0.0	0.0	0.0	-1	0.670501	0.0199	1.4875	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childH	familyX	founder25	OT	0	1.0	0.0	0.0	0.0	-1	0.669207	0.0025	1.3412	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childH	familyX	founder26	OT	0	1.0	0.0	0.0	0.0	-1	0.669758	0.0039	1.369	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childH	familyX	founder27	OT	0	1.0	0.0	0.0	0.0	-1	0.667797	0.0001	1.1868	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childH	familyX	founder28	OT	0	1.0	0.0	0.0	0.0	-1	0.669103	0.0	1.0306	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childH	familyX	founder29	OT	0	1.0	0.0	0.0	0.0	-1	0.669847	0.0	0.9703	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childH	familyX	founder2	OT	0	1.0	0.0	0.0	0.0	-1	0.670037	0.0	1.0947	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childH	familyX	founder3	OT	0	1.0	0.0	0.0	0.0	-1	0.669441	0.0002	1.2111	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childH	familyX	founder5	OT	0	1.0	0.0	0.0	0.0	-1	0.671664	0.0002	1.2111	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childH	familyX	founder6	OT	0	1.0	0.0	0.0	0.0	-1	0.670578	0.0001	1.1868	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childH	familyX	founder7	OT	0	1.0	0.0	0.0	0.0	-1	0.669645	0.0025	1.3412	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childH	familyX	founder8	OT	0	1.0	0.0	0.0	0.0	-1	0.670304	0.0	1.0515	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childH	familyX	founder9	OT	0	1.0	0.0	0.0	0.0	-1	0.669865	0.0397	1.5513	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childI	familyX	founder10	OT	0	1.0	0.0	0.0	0.0	-1	0.659967	0.0	0.8952	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childI	familyX	founder11	OT	0	1.0	0.0	0.0	0.0	-1	0.660473	0.0	0.932	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childI	familyX	founder12	OT	0	1.0	0.0	0.0	0.0	-1	0.66259	0.0	0.8257	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childI	familyX	founder13	OT	0	1.0	0.0	0.0	0.0	-1	0.660441	0.0	1.117	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childI	familyX	founder14	OT	0	1.0	0.0	0.0	0.0	-1	0.660352	0.0	0.6864	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childI	familyX	founder15	OT	0	1.0	0.0	0.0	0.0	-1	0.659956	0.0	0.7304	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childI	familyX	founder16	OT	0	1.0	0.0	0.0	0.0	-1	0.659428	0.0	0.8426	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childI	familyX	founder17	OT	0	1.0	0.0	0.0	0.0	-1	0.661066	0.0	0.6583	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childI	familyX	founder18	OT	0	1.0	0.0	0.0	0.0	-1	0.661101	0.0	1.0729	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childI	familyX	founder19	OT	0	1.0	0.0	0.0	0.0	-1	0.660279	0.0	0.7456	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childI	familyX	founder20	OT	0	1.0	0.0	0.0	0.0	-1	0.662031	0.0	0.8257	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childI	familyX	founder21	OT	0	1.0	0.0	0.0	0.0	-1	0.661704	0.0	0.8598	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childI	familyX	founder22	OT	0	1.0	0.0	0.0	0.0	-1	0.660791	0.0	0.9135	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childI	familyX	founder23	OT	0	1.0	0.0	0.0	0.0	-1	0.661021	0.0	0.8952	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childI	familyX	founder24	OT	0	1.0	0.0	0.0	0.0	-1	0.661958	0.0	0.7456	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childI	familyX	founder25	OT	0	1.0	0.0	0.0	0.0	-1	0.659729	0.0	0.932	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childI	familyX	founder26	OT	0	1.0	0.0	0.0	0.0	-1	0.66	0.0	0.9135	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childI	familyX	founder27	OT	0	1.0	0.0	0.0	0.0	-1	0.6603	0.0	1.0729	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childI	familyX	founder28	OT	0	1.0	0.0	0.0	0.0	-1	0.661026	0.0	0.8952	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childI	familyX	founder29	OT	0	1.0	0.0	0.0	0.0	-1	0.661313	0.0	0.7611	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childI	familyX	founder2	OT	0	1.0	0.0	0.0	0.0	-1	0.659946	0.0001	1.163	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childI	familyX	founder3	OT	0	1.0	0.0	0.0	0.0	-1	0.660846	0.0	0.8257	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childI	familyX	founder5	OT	0	1.0	0.0	0.0	0.0	-1	0.661682	0.0	0.8952	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childI	familyX	founder6	OT	0	1.0	0.0	0.0	0.0	-1	0.661592	0.0	0.7009	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childI	familyX	founder7	OT	0	1.0	0.0	0.0	0.0	-1	0.659675	0.0	0.932	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childI	familyX	founder8	OT	0	1.0	0.0	0.0	0.0	-1	0.661166	0.0	0.8091	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
childI	familyX	founder9	OT	0	1.0	0.0	0.0	0.0	-1	0.662064	0.0	0.9703	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
founder0	familyX	founder10	OT	0	1.0	0.0	0.0	0.0	-1	0.68006	0.1971	1.7639	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
founder0	familyX	founder11	OT	0	1.0	0.0	0.0	0.0	-1	0.677699	0.0199	1.4875	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
founder0	familyX	founder12	OT	0	1.0	0.0	0.0	0.0	-1	0.679457	0.1971	1.7639	4	no_deam	Unrelated	Unrelated	plink_Lcmlkin	0.0
