a	b	nSites	J9	J8	J7	J6	J5	J4	J3	J2	J1	rab	Fa	Fb	theta	inbred_relatedness_1_2	inbred_relatedness_2_1	fraternity	identity	zygosity	2of3_IDB	FDiff	loglh	nIter	bestoptimll	coverage	2dsfs	R0	R1	KING	2dsfs_loglike	2dsfsf_niter	cov	deamination	kinship	degree	program
childF	childG	99395	0.934734	0.064551	0.000711	0.000000	0.000000	0.000004	0.000000	0.000000	0.000000	0.032987	0.000004	0.000000	0.016494	0.000000	0.000000	0.000711	0.000000	0.000711	0.032989	0.000002	-173901.499395	78	-1	1.000000	2.981479e-01,1.937712e-01,3.963924e-02,1.885672e-01,1.672144e-01,3.927329e-02,3.339896e-02,3.265887e-02,7.328932e-03	0.436794	0.317109	0.026801	-179767.677288	5	10	no_deam	HC	4	ngsrelateWithRealFreq
childD	childG	99409	0.905207	0.094602	0.000165	0.000019	0.000000	0.000002	0.000000	0.000000	0.000004	0.047471	0.000007	0.000023	0.023738	0.000004	0.000005	0.000165	0.000004	0.000169	0.047481	-0.000008	-175691.397625	50	-1	0.999980	2.964245e-01,1.885340e-01,3.613674e-02,1.878984e-01,1.689817e-01,4.031150e-02,3.454184e-02,3.786780e-02,9.303417e-03	0.418262	0.321692	0.034854	-182472.432000	5	8	deam	HC	4	ngsrelateWithRealFreq
childE	childG	99410	0.927846	0.072051	0.000080	0.000019	0.000001	0.000000	0.000000	0.000000	0.000004	0.036110	0.000004	0.000024	0.018057	0.000004	0.000005	0.000080	0.000004	0.000084	0.036119	-0.000010	-175297.797525	70	-1	0.999990	2.968857e-01,1.952947e-01,3.938093e-02,1.897526e-01,1.694111e-01,3.996611e-02,3.221603e-02,3.068929e-02,6.403527e-03	0.422623	0.321280	0.032997	-180434.278706	6	8	deam	HC	4	ngsrelateWithRealFreq
childF	childG	99409	0.935237	0.063849	0.000911	0.000001	0.000000	0.000000	0.000000	0.000000	0.000001	0.032837	0.000001	0.000002	0.016419	0.000001	0.000001	0.000911	0.000001	0.000912	0.032838	-0.000000	-175190.167429	74	-1	0.999980	2.967281e-01,1.942681e-01,3.926679e-02,1.889065e-01,1.685165e-01,3.922147e-02,3.321275e-02,3.261713e-02,7.262656e-03	0.430104	0.319467	0.029742	-181043.179444	5	8	deam	HC	4	ngsrelateWithRealFreq
childD	childG	99397	0.907565	0.091988	0.000445	0.000001	0.000000	0.000001	0.000000	0.000000	0.000001	0.046440	0.000002	0.000001	0.023220	0.000001	0.000001	0.000445	0.000001	0.000446	0.046441	0.000000	-179083.287433	62	-1	0.999930	2.932200e-01,1.888882e-01,3.560965e-02,1.889019e-01,1.722189e-01,4.027202e-02,3.428323e-02,3.747305e-02,9.133024e-03	0.405837	0.327769	0.040543	-185741.343901	9	4	deam	HC	4	ngsrelateWithRealFreq
childE	childG	99398	0.927522	0.071797	0.000675	0.000003	0.000002	0.000000	0.000000	0.000000	0.000001	0.036575	0.000001	0.000006	0.018288	0.000001	0.000002	0.000675	0.000001	0.000676	0.036577	-0.000002	-178716.189790	78	-1	0.999940	2.938474e-01,1.953801e-01,3.887152e-02,1.906898e-01,1.722528e-01,3.979879e-02,3.184485e-02,3.096018e-02,6.354599e-03	0.410538	0.326518	0.038461	-183770.877306	7	4	deam	HC	4	ngsrelateWithRealFreq
childF	childG	99393	0.935926	0.063953	0.000118	0.000001	0.000000	0.000000	0.000000	0.000000	0.000002	0.032097	0.000002	0.000003	0.016050	0.000002	0.000002	0.000118	0.000002	0.000120	0.032097	-0.000000	-178616.907832	54	-1	0.999889	2.934925e-01,1.943150e-01,3.891818e-02,1.900105e-01,1.715822e-01,3.898282e-02,3.289173e-02,3.268447e-02,7.122683e-03	0.418516	0.325088	0.034990	-184369.210910	7	4	deam	HC	4	ngsrelateWithRealFreq
childD	childG	89690	0.913829	0.078481	0.007686	0.000000	0.000000	0.000001	0.000001	0.000000	0.000001	0.046928	0.000003	0.000002	0.023465	0.000001	0.000001	0.007687	0.000001	0.007688	0.046930	0.000000	-152613.807155	66	-1	0.905575	2.906531e-01,1.892600e-01,3.563625e-02,1.909686e-01,1.753676e-01,3.910183e-02,3.383409e-02,3.593735e-02,9.241213e-03	0.396141	0.334200	0.045194	-157323.249267	19	1	deam	HC	4	ngsrelateWithRealFreq
childE	childG	89719	0.932231	0.067610	0.000158	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.033964	0.000001	0.000001	0.016983	0.000001	0.000001	0.000158	0.000001	0.000159	0.033964	-0.000000	-152082.439215	78	-1	0.905868	2.906702e-01,1.976892e-01,3.857460e-02,1.947242e-01,1.722443e-01,3.941077e-02,3.014193e-02,3.048218e-02,6.062688e-03	0.398948	0.324363	0.043148	-155640.518928	18	1	deam	HC	4	ngsrelateWithRealFreq
childF	childG	89677	0.943982	0.055415	0.000588	0.000013	0.000000	0.000000	0.000000	0.000000	0.000001	0.028297	0.000001	0.000014	0.014149	0.000001	0.000001	0.000588	0.000001	0.000590	0.028304	-0.000006	-151803.506729	54	-1	0.905444	2.907868e-01,1.954289e-01,3.857101e-02,1.921910e-01,1.721327e-01,3.897285e-02,3.268266e-02,3.275771e-02,6.476452e-03	0.413946	0.324409	0.036865	-155913.456472	19	1	deam	HC	4	ngsrelateWithRealFreq
childD	childG	99408	0.904635	0.095309	0.000055	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.047710	0.000001	0.000001	0.023855	0.000000	0.000000	0.000055	0.000000	0.000055	0.047710	-0.000000	-174474.182310	62	-1	1.000000	2.976778e-01,1.880964e-01,3.638519e-02,1.876301e-01,1.676945e-01,4.032811e-02,3.477687e-02,3.789475e-02,9.516337e-03	0.424355	0.319350	0.032141	-181313.440117	5	20	deam	HC	4	ngsrelateWithRealFreq
childE	childG	99407	0.927247	0.072605	0.000136	0.000006	0.000001	0.000001	0.000000	0.000000	0.000003	0.036443	0.000005	0.000010	0.018223	0.000003	0.000004	0.000137	0.000003	0.000140	0.036447	-0.000003	-174004.877002	74	-1	0.999990	2.983941e-01,1.948956e-01,3.979583e-02,1.893945e-01,1.682173e-01,3.996634e-02,3.230162e-02,3.057655e-02,6.458238e-03	0.428597	0.319240	0.030359	-179127.691009	5	20	deam	HC	4	ngsrelateWithRealFreq
childF	childG	99408	0.934331	0.065507	0.000152	0.000006	0.000001	0.000003	0.000000	0.000000	0.000000	0.032906	0.000004	0.000007	0.016453	0.000001	0.000001	0.000152	0.000000	0.000152	0.032911	-0.000002	-173937.218399	46	-1	1.000000	2.982028e-01,1.937468e-01,3.950145e-02,1.884259e-01,1.672952e-01,3.951171e-02,3.345632e-02,3.264363e-02,7.216095e-03	0.436102	0.317276	0.027100	-179831.601981	5	20	deam	HC	4	ngsrelateWithRealFreq
childD	childG	98581	0.907606	0.092213	0.000172	0.000000	0.000000	0.000000	0.000002	0.000000	0.000007	0.046287	0.000009	0.000007	0.023147	0.000008	0.000007	0.000172	0.000007	0.000179	0.046288	-0.000000	-178733.619136	70	-1	0.993009	2.911066e-01,1.901336e-01,3.531365e-02,1.898022e-01,1.725423e-01,4.052049e-02,3.406409e-02,3.750206e-02,9.014973e-03	0.402091	0.327196	0.042073	-184845.235818	10	2	deam	HC	4	ngsrelateWithRealFreq
childE	childG	98581	0.930639	0.069326	0.000035	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.034698	0.000000	0.000000	0.017349	0.000000	0.000000	0.000035	0.000000	0.000035	0.034698	0.000000	-178547.397476	94	-1	0.993009	2.914367e-01,1.962564e-01,3.850314e-02,1.918299e-01,1.729549e-01,4.014074e-02,3.175945e-02,3.102585e-02,6.092861e-03	0.406248	0.326629	0.040277	-183219.832239	10	2	deam	HC	4	ngsrelateWithRealFreq
childF	childG	98589	0.938481	0.058217	0.003297	0.000004	0.000000	0.000000	0.000000	0.000000	0.000001	0.032406	0.000001	0.000005	0.016203	0.000001	0.000001	0.003297	0.000001	0.003297	0.032408	-0.000002	-178151.244464	82	-1	0.993090	2.911643e-01,1.957532e-01,3.812460e-02,1.906981e-01,1.719350e-01,3.930865e-02,3.322345e-02,3.243047e-02,7.362262e-03	0.414971	0.324688	0.036455	-183453.951300	10	2	deam	HC	4	ngsrelateWithRealFreq
childD	childG	99409	0.904913	0.095003	0.000082	0.000000	0.000000	0.000000	0.000000	0.000002	0.000000	0.047584	0.000002	0.000002	0.023792	0.000000	0.000000	0.000084	0.000000	0.000084	0.047586	0.000000	-174913.940245	82	-1	0.999970	2.970425e-01,1.883557e-01,3.621168e-02,1.876877e-01,1.684007e-01,4.034296e-02,3.465405e-02,3.793970e-02,9.365084e-03	0.420816	0.320646	0.033710	-181730.006480	5	10	deam	HC	4	ngsrelateWithRealFreq
childE	childG	99410	0.927144	0.072646	0.000210	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.036533	0.000001	0.000001	0.018267	0.000001	0.000001	0.000210	0.000001	0.000210	0.036533	-0.000000	-174548.462775	66	-1	0.999980	2.976281e-01,1.949984e-01,3.944141e-02,1.893327e-01,1.689099e-01,4.003000e-02,3.242400e-02,3.077861e-02,6.456903e-03	0.425466	0.320509	0.031753	-179713.533160	5	10	deam	HC	4	ngsrelateWithRealFreq
childF	childG	99410	0.935302	0.064162	0.000535	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.032616	0.000001	0.000001	0.016309	0.000001	0.000001	0.000535	0.000001	0.000535	0.032617	0.000000	-174454.077752	110	-1	0.999980	2.973296e-01,1.941216e-01,3.928666e-02,1.886943e-01,1.681311e-01,3.949094e-02,3.335930e-02,3.243473e-02,7.151792e-03	0.432079	0.318800	0.028874	-180309.197658	6	10	deam	HC	4	ngsrelateWithRealFreq
