a	b	nSites	J9	J8	J7	J6	J5	J4	J3	J2	J1	rab	Fa	Fb	theta	inbred_relatedness_1_2	inbred_relatedness_2_1	fraternity	identity	zygosity	2of3_IDB	FDiff	loglh	nIter	bestoptimll	coverage	2dsfs	R0	R1	KING	2dsfs_loglike	2dsfsf_niter	cov	deamination	kinship	degree	program	RMSE
childA	childF	99395	0.543662	0.456321	1.3e-05	0.0	0.0	0.0	0.0	1e-06	3e-06	0.228177	4e-06	4e-06	0.11409	3e-06	3e-06	1.4e-05	3e-06	1.8e-05	0.228178	-0.0	-170499.416474	94	-1	1.0	3.386616e-01,1.734955e-01,2.005631e-02,1.719746e-01,1.808724e-01,4.298339e-02,2.092237e-02,4.068214e-02,1.035170e-02	0.226561	0.384741	0.125069	-174365.448119	6	10	no_deam	A	2	ngsrelateWithRealFreq	0.0356568154027623
childB	childD	99395	0.542665	0.457185	0.00015	0.0	0.0	0.0	0.0	0.0	0.0	0.228743	0.0	0.0	0.114371	0.0	0.0	0.00015	0.0	0.00015	0.228743	-0.0	-171106.918205	94	-1	1.0	3.356979e-01,1.769836e-01,2.302486e-02,1.681927e-01,1.800653e-01,4.679183e-02,1.822227e-02,3.840756e-02,1.261400e-02	0.229068	0.381799	0.123429	-175378.874518	6	10	no_deam	A	2	ngsrelateWithRealFreq	0.03489722505682458
childA	childE	99409	0.530887	0.468975	0.000129	2e-06	1e-06	3e-06	0.0	3e-06	0.0	0.234617	6e-06	6e-06	0.117309	0.0	1e-06	0.000131	0.0	0.000131	0.234623	1e-06	-171670.338798	82	-1	0.99998	3.379000e-01,1.740615e-01,1.919734e-02,1.732556e-01,1.842033e-01,4.014847e-02,2.043085e-02,4.082771e-02,9.975222e-03	0.215133	0.393663	0.131727	-174927.59274	6	8	deam	A	2	ngsrelateWithRealFreq	0.02527564067766962
childA	childF	99408	0.544899	0.455072	3e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.227566	0.0	0.0	0.113783	0.0	0.0	3e-05	0.0	3e-05	0.227566	-0.0	-171714.688247	70	-1	0.99997	3.370648e-01,1.740450e-01,2.004407e-02,1.726537e-01,1.821055e-01,4.286001e-02,2.056323e-02,4.046953e-02,1.019418e-02	0.222988	0.386935	0.127028	-175544.812594	5	8	deam	A	2	ngsrelateWithRealFreq	0.0366717251889427
childB	childD	99409	0.54276	0.457136	0.000104	0.0	0.0	0.0	0.0	0.0	0.0	0.228672	0.0	0.0	0.114336	0.0	0.0	0.000104	0.0	0.000104	0.228672	-0.0	-172305.269592	102	-1	0.99998	3.343304e-01,1.773043e-01,2.267857e-02,1.685861e-01,1.815330e-01,4.663300e-02,1.817306e-02,3.835806e-02,1.240347e-02	0.225037	0.384822	0.125739	-176574.954518	6	8	deam	A	2	ngsrelateWithRealFreq	0.03495592897730895
childA	childE	99392	0.532886	0.467045	6.7e-05	0.0	0.0	0.0	0.0	0.0	2e-06	0.233591	2e-06	2e-06	0.116796	2e-06	2e-06	6.7e-05	2e-06	6.9e-05	0.233591	-0.0	-175144.797988	86	-1	0.999879	3.340903e-01,1.746538e-01,1.894245e-02,1.739400e-01,1.874008e-01,4.034916e-02,2.012807e-02,4.061230e-02,9.883110e-03	0.208486	0.399894	0.135835	-178361.281959	7	4	deam	A	2	ngsrelateWithRealFreq	0.026879518286854268
childA	childF	99387	0.545975	0.453947	7.5e-05	2e-06	0.0	1e-06	0.0	0.0	0.0	0.227048	1e-06	2e-06	0.113524	0.0	0.0	7.5e-05	0.0	7.5e-05	0.22705	-0.0	-175180.641935	110	-1	0.999829	3.331472e-01,1.749354e-01,1.958362e-02,1.732640e-01,1.855046e-01,4.294088e-02,2.039039e-02,4.004073e-02,1.019319e-02	0.215488	0.393723	0.131585	-178967.667751	10	4	deam	A	2	ngsrelateWithRealFreq	0.037570312122738606
childB	childD	99400	0.543928	0.455805	0.000262	4e-06	0.0	0.0	0.0	0.0	0.0	0.228165	0.0	4e-06	0.114082	0.0	0.0	0.000262	0.0	0.000262	0.228167	-2e-06	-175788.046887	106	-1	0.99996	3.306566e-01,1.781736e-01,2.235177e-02,1.692090e-01,1.849912e-01,4.630108e-02,1.788893e-02,3.817066e-02,1.225710e-02	0.217528	0.391852	0.130338	-179957.85866	9	4	deam	A	2	ngsrelateWithRealFreq	0.03597654723566449
childA	childE	89683	0.548477	0.451391	0.000128	1e-06	0.0	4e-06	0.0	0.0	0.0	0.225824	4e-06	1e-06	0.112912	0.0	0.0	0.000128	0.0	0.000128	0.225826	1e-06	-150101.169215	54	-1	0.905505	3.314716e-01,1.771042e-01,1.884780e-02,1.760355e-01,1.881658e-01,3.881306e-02,1.971286e-02,4.047121e-02,9.377819e-03	0.204929	0.399516	0.137303	-152277.430005	18	1	deam	A	2	ngsrelateWithRealFreq	0.03963529905694334
childA	childF	89650	0.552218	0.447622	0.000156	0.0	0.0	0.0	0.0	0.0	4e-06	0.223971	4e-06	4e-06	0.111987	4e-06	4e-06	0.000156	4e-06	0.00016	0.223971	-0.0	-149885.743246	210	-1	0.905172	3.321847e-01,1.752469e-01,2.012304e-02,1.723040e-01,1.882622e-01,4.218595e-02,2.000140e-02,3.994706e-02,9.744799e-03	0.213131	0.400721	0.133977	-152544.540135	18	1	deam	A	2	ngsrelateWithRealFreq	0.042701283134507
childB	childD	89653	0.549923	0.450036	3.6e-05	0.0	0.0	0.0	0.0	1e-06	4e-06	0.225058	5e-06	5e-06	0.112531	4e-06	4e-06	3.6e-05	4e-06	4e-05	0.225058	0.0	-150680.320141	106	-1	0.905202	3.277094e-01,1.813387e-01,2.140038e-02,1.704602e-01,1.858620e-01,4.544324e-02,1.736825e-02,3.861673e-02,1.180115e-02	0.208588	0.391595	0.134134	-153500.907556	18	1	deam	A	2	ngsrelateWithRealFreq	0.04077870572165496
childA	childE	99407	0.530481	0.469495	2.1e-05	0.0	0.0	0.0	0.0	0.0	3e-06	0.234772	3e-06	3e-06	0.117387	3e-06	3e-06	2.1e-05	3e-06	2.4e-05	0.234772	-0.0	-170476.480383	98	-1	0.99999	3.392773e-01,1.737617e-01,1.920387e-02,1.730750e-01,1.828939e-01,4.003307e-02,2.073328e-02,4.092195e-02,1.009988e-02	0.218362	0.391026	0.129816	-173723.021411	5	20	deam	A	2	ngsrelateWithRealFreq	0.024897435122250372
childA	childF	99408	0.543975	0.456012	1.1e-05	0.0	0.0	0.0	0.0	0.0	2e-06	0.228019	3e-06	3e-06	0.114011	2e-06	2e-06	1.1e-05	2e-06	1.4e-05	0.228019	-0.0	-170553.842278	82	-1	1.0	3.384223e-01,1.737662e-01,2.004859e-02,1.721789e-01,1.809925e-01,4.283679e-02,2.085317e-02,4.046973e-02,1.043178e-02	0.225986	0.384965	0.125359	-174424.705993	5	20	deam	A	2	ngsrelateWithRealFreq	0.03591074532782633
childB	childD	99408	0.542906	0.457008	8.6e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.22859	0.0	0.0	0.114295	0.0	0.0	8.6e-05	0.0	8.6e-05	0.22859	-0.0	-171140.624702	114	-1	1.0	3.357130e-01,1.770400e-01,2.292562e-02,1.681686e-01,1.802694e-01,4.676904e-02,1.827812e-02,3.834247e-02,1.249386e-02	0.228568	0.382312	0.123741	-175410.040219	5	20	deam	A	2	ngsrelateWithRealFreq	0.035067764380790886
childA	childE	98559	0.54255	0.457133	0.000313	0.0	0.0	0.0	0.0	1e-06	3e-06	0.228883	4e-06	4e-06	0.114443	3e-06	3e-06	0.000314	3e-06	0.000317	0.228884	0.0	-175733.533852	178	-1	0.992788	3.314754e-01,1.755010e-01,1.924681e-02,1.745386e-01,1.890112e-01,3.979753e-02,2.032167e-02,4.045975e-02,9.648038e-03	0.209345	0.402267	0.135929	-178601.846449	11	2	deam	A	2	ngsrelateWithRealFreq	0.03487205260185677
childA	childF	98568	0.551353	0.448538	9.7e-05	0.0	0.0	0.0	0.0	5e-06	7e-06	0.224373	1.2e-05	1.2e-05	0.11219	7e-06	7e-06	0.000102	7e-06	0.000109	0.224378	0.0	-175486.114692	106	-1	0.992878	3.313489e-01,1.753486e-01,1.959187e-02,1.729490e-01,1.868984e-01,4.344367e-02,2.065766e-02,3.978731e-02,9.974668e-03	0.215355	0.396157	0.13212	-178839.783965	10	2	deam	A	2	ngsrelateWithRealFreq	0.041974108932372425
childB	childD	98526	0.550962	0.448518	0.000519	0.0	0.0	0.0	1e-06	0.0	0.0	0.224778	1e-06	1e-06	0.112389	0.0	0.0	0.000519	0.0	0.000519	0.224779	-0.0	-176151.487815	102	-1	0.992455	3.284354e-01,1.784928e-01,2.256872e-02,1.705594e-01,1.861698e-01,4.577072e-02,1.777118e-02,3.803486e-02,1.219721e-02	0.216683	0.393429	0.131011	-179903.331661	11	2	deam	A	2	ngsrelateWithRealFreq	0.04182420004813799
childA	childE	99411	0.530611	0.469324	6.4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.234726	0.0	0.0	0.117363	0.0	0.0	6.4e-05	0.0	6.4e-05	0.234726	0.0	-171084.024536	102	-1	0.99999	3.386200e-01,1.738906e-01,1.929688e-02,1.729407e-01,1.835806e-01,4.031033e-02,2.051794e-02,4.078914e-02,1.005384e-02	0.216879	0.39248	0.130741	-174355.737571	5	10	deam	A	2	ngsrelateWithRealFreq	0.025020354334021746
childA	childF	99411	0.544717	0.45527	1e-05	0.0	0.0	0.0	0.0	0.0	2e-06	0.227647	2e-06	2e-06	0.113825	2e-06	2e-06	1.1e-05	2e-06	1.3e-05	0.227648	-0.0	-171144.7728	90	-1	0.99999	3.376137e-01,1.742293e-01,1.995291e-02,1.723685e-01,1.817820e-01,4.269534e-02,2.076425e-02,4.029476e-02,1.029922e-02	0.223989	0.386519	0.126518	-174972.793609	5	10	deam	A	2	ngsrelateWithRealFreq	0.03651658567920427
childB	childD	99409	0.542647	0.457211	0.000142	0.0	0.0	0.0	0.0	0.0	0.0	0.228747	0.0	0.0	0.114374	0.0	0.0	0.000142	0.0	0.000142	0.228747	-0.0	-171739.998496	98	-1	0.99997	3.349801e-01,1.772252e-01,2.279382e-02,1.684575e-01,1.809108e-01,4.670227e-02,1.818710e-02,3.827777e-02,1.246547e-02	0.226526	0.383575	0.124859	-176003.280702	5	10	deam	A	2	ngsrelateWithRealFreq	0.03487924547157904
