a	b	nSites	J9	J8	J7	J6	J5	J4	J3	J2	J1	rab	Fa	Fb	theta	inbred_relatedness_1_2	inbred_relatedness_2_1	fraternity	identity	zygosity	2of3_IDB	FDiff	loglh	nIter	bestoptimll	coverage	2dsfs	R0	R1	KING	2dsfs_loglike	2dsfsf_niter	cov	deamination	kinship	degree	program
childH	founder4	99407	0.441315	0.460754	0.000497	0.000000	0.000000	0.097434	0.000000	0.000000	0.000000	0.230874	0.097434	0.000000	0.115437	0.000000	0.000000	0.000497	0.000000	0.000497	0.279591	0.048717	-179454.944597	298	-1	0.999940	3.434423e-01,1.874215e-01,2.565427e-02,1.411772e-01,1.653711e-01,4.668931e-02,2.806389e-02,4.681250e-02,1.536798e-02	0.324834	0.347551	0.076955	-183971.931696	9	4	deam	GP	2	ngsrelateWithRealFreq
childB	childI	89662	0.157487	0.509195	0.109239	0.116399	0.107680	0.000000	0.000000	0.000000	0.000000	0.444596	0.000000	0.224079	0.235758	0.000000	0.053840	0.109239	0.000000	0.109239	0.529716	-0.058200	-148125.342890	114	-1	0.905037	4.072882e-01,1.024233e-01,2.269957e-02,1.632721e-01,1.719090e-01,6.611814e-02,1.073377e-02,2.916759e-02,2.638833e-02	0.194483	0.435859	0.149039	-149588.532978	18	1	deam	GP	2	ngsrelateWithRealFreq
childD	founder0	89558	0.572987	0.407860	0.019152	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.223083	0.000001	0.000001	0.111542	0.000001	0.000001	0.019152	0.000001	0.019153	0.223083	-0.000000	-150847.792909	86	-1	0.903987	3.262622e-01,1.702829e-01,2.230158e-02,1.700781e-01,1.891326e-01,4.294747e-02,2.037664e-02,4.287666e-02,1.574186e-02	0.225652	0.403385	0.129003	-154860.318823	15	1	deam	GP	2	ngsrelateWithRealFreq
childD	founder1	89528	0.548925	0.447694	0.003373	0.000000	0.000000	0.000000	0.000000	0.000001	0.000008	0.227227	0.000008	0.000008	0.113617	0.000008	0.000008	0.003373	0.000008	0.003381	0.227228	-0.000000	-150534.076181	162	-1	0.903684	3.283603e-01,1.711815e-01,1.963766e-02,1.735880e-01,1.868048e-01,4.123735e-02,2.094078e-02,4.449930e-02,1.375034e-02	0.217224	0.396542	0.131384	-154044.586798	18	1	deam	GP	2	ngsrelateWithRealFreq
childE	founder0	89497	0.539368	0.460520	0.000106	0.000000	0.000000	0.000000	0.000000	0.000000	0.000005	0.230371	0.000005	0.000005	0.115188	0.000005	0.000005	0.000106	0.000005	0.000111	0.230372	0.000000	-150145.870919	183	-1	0.903371	3.280646e-01,1.766354e-01,2.179036e-02,1.719682e-01,1.883704e-01,4.661163e-02,1.652256e-02,3.780452e-02,1.223223e-02	0.203391	0.399655	0.137997	-153179.875414	18	1	deam	GP	2	ngsrelateWithRealFreq
childE	founder1	89470	0.561310	0.426134	0.012550	0.000000	0.000000	0.000000	0.000000	0.000000	0.000005	0.225623	0.000005	0.000005	0.112814	0.000005	0.000005	0.012551	0.000005	0.012556	0.225623	0.000000	-149835.683952	102	-1	0.903099	3.305602e-01,1.745827e-01,2.127495e-02,1.745985e-01,1.898188e-01,4.241515e-02,1.861072e-02,3.674734e-02,1.139173e-02	0.210125	0.405397	0.136200	-152375.004153	18	1	deam	GP	2	ngsrelateWithRealFreq
childF	founder0	89436	0.555944	0.441010	0.003034	0.000000	0.000000	0.000000	0.000000	0.000004	0.000008	0.223547	0.000012	0.000012	0.111778	0.000008	0.000008	0.003038	0.000008	0.003046	0.223551	0.000000	-150211.369759	114	-1	0.902756	3.283870e-01,1.765955e-01,2.188682e-02,1.697065e-01,1.856444e-01,4.515269e-02,1.897854e-02,3.991157e-02,1.373705e-02	0.220127	0.393121	0.129462	-153678.868789	18	1	deam	GP	2	ngsrelateWithRealFreq
childF	founder1	89425	0.551576	0.448311	0.000103	0.000000	0.000000	0.000000	0.000000	0.000001	0.000008	0.224267	0.000009	0.000009	0.112137	0.000008	0.000008	0.000105	0.000008	0.000113	0.224268	-0.000000	-149943.613418	170	-1	0.902645	3.297801e-01,1.772695e-01,1.974473e-02,1.736647e-01,1.846692e-01,4.271764e-02,1.975867e-02,3.992344e-02,1.247209e-02	0.213914	0.390356	0.131599	-152913.230756	18	1	deam	GP	2	ngsrelateWithRealFreq
childG	founder1	89427	0.524422	0.475513	0.000059	0.000000	0.000000	0.000000	0.000000	0.000000	0.000006	0.237821	0.000006	0.000006	0.118914	0.000006	0.000006	0.000059	0.000006	0.000065	0.237821	-0.000000	-150320.468132	150	-1	0.902665	3.297225e-01,1.672201e-01,1.798807e-02,1.726503e-01,1.855008e-01,4.213403e-02,2.129643e-02,4.882664e-02,1.466125e-02	0.211775	0.394586	0.133359	-154099.531662	17	1	deam	GP	2	ngsrelateWithRealFreq
childG	founder2	89506	0.531785	0.466762	0.001440	0.000000	0.000000	0.000000	0.000000	0.000004	0.000008	0.234829	0.000012	0.000012	0.117419	0.000008	0.000008	0.001445	0.000008	0.001453	0.234834	0.000000	-151055.817491	158	-1	0.903462	3.223846e-01,1.696849e-01,2.297795e-02,1.632281e-01,1.850661e-01,5.202145e-02,1.772086e-02,4.677098e-02,2.014500e-02	0.219915	0.391754	0.129289	-156477.063165	25	1	deam	GP	2	ngsrelateWithRealFreq
childH	founder4	89562	0.460260	0.443083	0.001354	0.000000	0.000000	0.095303	0.000000	0.000000	0.000000	0.222895	0.095303	0.000000	0.111448	0.000000	0.000000	0.001354	0.000000	0.001354	0.270547	0.047652	-151562.441724	286	-1	0.904027	3.400487e-01,1.904015e-01,2.554510e-02,1.422275e-01,1.663620e-01,4.611322e-02,2.861300e-02,4.574684e-02,1.494213e-02	0.325544	0.347567	0.076657	-154763.632892	18	1	deam	GP	2	ngsrelateWithRealFreq
childB	childI	99410	0.139337	0.501017	0.120223	0.127686	0.111736	0.000000	0.000001	0.000000	0.000000	0.454534	0.000001	0.239422	0.241234	0.000000	0.055868	0.120223	0.000000	0.120223	0.546312	-0.063843	-167646.813834	94	-1	1.000000	4.151146e-01,9.744769e-02,2.307485e-02,1.608754e-01,1.686499e-01,6.566013e-02,1.194045e-02,2.968512e-02,2.755183e-02	0.207621	0.433900	0.142726	-169800.082250	5	20	deam	GP	2	ngsrelateWithRealFreq
childD	founder0	99410	0.537203	0.458512	0.004284	0.000000	0.000000	0.000000	0.000001	0.000000	0.000000	0.233541	0.000001	0.000000	0.116771	0.000000	0.000000	0.004284	0.000000	0.004284	0.233541	0.000000	-171539.878601	86	-1	1.000000	3.321334e-01,1.682911e-01,2.174799e-02,1.686132e-01,1.821552e-01,4.487550e-02,1.978663e-02,4.546718e-02,1.692988e-02	0.228018	0.388572	0.125179	-177568.975608	5	20	deam	GP	2	ngsrelateWithRealFreq
childD	founder1	99410	0.534836	0.460473	0.004691	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.234927	0.000000	0.000000	0.117464	0.000000	0.000000	0.004691	0.000000	0.004691	0.234927	0.000000	-171375.421713	122	-1	1.000000	3.355696e-01,1.665518e-01,2.005272e-02,1.704120e-01,1.827897e-01,4.244034e-02,2.179855e-02,4.570865e-02,1.467657e-02	0.228959	0.391443	0.125317	-176568.712087	5	20	deam	GP	2	ngsrelateWithRealFreq
childE	founder0	99410	0.528658	0.468807	0.002535	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.236938	0.000000	0.000000	0.118469	0.000000	0.000000	0.002535	0.000000	0.002535	0.236938	-0.000000	-170988.488286	82	-1	1.000000	3.356895e-01,1.739227e-01,2.339660e-02,1.677433e-01,1.835228e-01,4.629833e-02,1.710088e-02,3.846742e-02,1.385851e-02	0.220667	0.393042	0.129213	-175531.975423	5	20	deam	GP	2	ngsrelateWithRealFreq
childE	founder1	99410	0.534759	0.464781	0.000458	0.000000	0.000000	0.000000	0.000000	0.000002	0.000000	0.232848	0.000003	0.000003	0.116424	0.000000	0.000000	0.000460	0.000000	0.000460	0.232851	0.000000	-170945.332914	98	-1	1.000000	3.375901e-01,1.740382e-01,2.138076e-02,1.708003e-01,1.825562e-01,4.420998e-02,1.938871e-02,3.845682e-02,1.157904e-02	0.223326	0.389848	0.127448	-174648.218035	5	20	deam	GP	2	ngsrelateWithRealFreq
childF	founder0	99410	0.533630	0.466159	0.000211	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.233291	0.000000	0.000000	0.116645	0.000000	0.000000	0.000211	0.000000	0.000211	0.233291	-0.000000	-170986.008077	102	-1	1.000000	3.352010e-01,1.736403e-01,2.257303e-02,1.670043e-01,1.816656e-01,4.657653e-02,1.832796e-02,4.060718e-02,1.440418e-02	0.225144	0.387570	0.126224	-176166.245514	5	20	deam	GP	2	ngsrelateWithRealFreq
childF	founder1	99410	0.541164	0.458782	0.000054	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.229445	0.000000	0.000000	0.114723	0.000000	0.000000	0.000054	0.000000	0.000054	0.229445	0.000000	-170942.638144	78	-1	1.000000	3.366024e-01,1.740290e-01,2.078273e-02,1.710032e-01,1.806334e-01,4.361220e-02,2.017350e-02,4.038821e-02,1.277537e-02	0.226737	0.384335	0.124916	-175281.003499	5	20	deam	GP	2	ngsrelateWithRealFreq
childG	founder1	99410	0.521990	0.476859	0.001151	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.239581	0.000000	0.000000	0.119790	0.000000	0.000000	0.001151	0.000000	0.001151	0.239581	0.000000	-171552.750767	114	-1	1.000000	3.356878e-01,1.654926e-01,1.889730e-02,1.699842e-01,1.811332e-01,4.259141e-02,2.210712e-02,4.842469e-02,1.568172e-02	0.226377	0.387453	0.125671	-176994.235069	5	20	deam	GP	2	ngsrelateWithRealFreq
childG	founder2	99410	0.518828	0.480007	0.001079	0.000036	0.000028	0.000002	0.000000	0.000011	0.000010	0.241113	0.000023	0.000085	0.120565	0.000010	0.000024	0.001090	0.000010	0.001100	0.241150	-0.000017	-172380.756757	74	-1	1.000000	3.296722e-01,1.667698e-01,2.363693e-02,1.601903e-01,1.802923e-01,5.322456e-02,1.827484e-02,4.685471e-02,2.108434e-02	0.232466	0.384459	0.122481	-179893.570948	5	20	deam	GP	2	ngsrelateWithRealFreq
childH	founder4	99410	0.423900	0.467468	0.000184	0.000000	0.000000	0.108448	0.000000	0.000000	0.000000	0.233918	0.108448	0.000000	0.116959	0.000000	0.000000	0.000184	0.000000	0.000184	0.288142	0.054224	-174231.046025	114	-1	1.000000	3.489801e-01,1.863500e-01,2.616204e-02,1.396144e-01,1.608318e-01,4.691763e-02,2.863879e-02,4.686392e-02,1.564124e-02	0.340734	0.338917	0.069098	-178788.731534	5	20	deam	GP	2	ngsrelateWithRealFreq
childB	childI	98540	0.156001	0.501760	0.116404	0.118622	0.107213	0.000000	0.000000	0.000000	0.000000	0.447694	0.000000	0.225835	0.237248	0.000000	0.053607	0.116404	0.000000	0.116404	0.533808	-0.059311	-173233.363383	106	-1	0.992636	4.067583e-01,1.005996e-01,2.253778e-02,1.635031e-01,1.732985e-01,6.601225e-02,1.124626e-02,2.904902e-02,2.699515e-02	0.194947	0.441021	0.149811	-175190.815402	10	2	deam	GP	2	ngsrelateWithRealFreq
childD	founder0	98531	0.544063	0.449990	0.005947	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.230942	0.000000	0.000000	0.115471	0.000000	0.000000	0.005947	0.000000	0.005947	0.230942	-0.000000	-176517.601022	102	-1	0.992546	3.241401e-01,1.703797e-01,2.108689e-02,1.705857e-01,1.886766e-01,4.448150e-02,1.915178e-02,4.502652e-02,1.647126e-02	0.213268	0.400832	0.133939	-181918.557903	11	2	deam	GP	2	ngsrelateWithRealFreq
childD	founder1	98556	0.545470	0.448292	0.006235	0.000000	0.000000	0.000000	0.000000	0.000001	0.000004	0.230384	0.000004	0.000004	0.115194	0.000004	0.000004	0.006235	0.000004	0.006239	0.230385	-0.000000	-176041.336676	106	-1	0.992797	3.281281e-01,1.675832e-01,1.995654e-02,1.729198e-01,1.885252e-01,4.214898e-02,2.125118e-02,4.540561e-02,1.408135e-02	0.218579	0.401745	0.131796	-180750.908410	10	2	deam	GP	2	ngsrelateWithRealFreq
childE	founder0	98542	0.539779	0.455678	0.004541	0.000001	0.000000	0.000000	0.000000	0.000000	0.000001	0.232381	0.000002	0.000002	0.116191	0.000001	0.000001	0.004541	0.000001	0.004543	0.232382	-0.000000	-175985.641828	54	-1	0.992656	3.278459e-01,1.769760e-01,2.259224e-02,1.695529e-01,1.885057e-01,4.575134e-02,1.692737e-02,3.800409e-02,1.384447e-02	0.209647	0.401243	0.135597	-180034.591740	11	2	deam	GP	2	ngsrelateWithRealFreq
childE	founder1	98571	0.546268	0.448798	0.004932	0.000000	0.000000	0.000000	0.000000	0.000000	0.000003	0.229333	0.000003	0.000003	0.114668	0.000003	0.000003	0.004932	0.000003	0.004935	0.229333	0.000000	-175591.429920	126	-1	0.992949	3.311931e-01,1.749161e-01,2.131341e-02,1.719637e-01,1.883903e-01,4.341036e-02,1.903267e-02,3.838462e-02,1.139575e-02	0.214162	0.401667	0.133711	-178932.589050	10	2	deam	GP	2	ngsrelateWithRealFreq
childF	founder0	98531	0.538925	0.460907	0.000163	0.000000	0.000000	0.000000	0.000000	0.000001	0.000004	0.230621	0.000004	0.000004	0.115312	0.000004	0.000004	0.000164	0.000004	0.000168	0.230621	0.000000	-176325.544609	194	-1	0.992546	3.277393e-01,1.762164e-01,2.164646e-02,1.684489e-01,1.872651e-01,4.642672e-02,1.805090e-02,4.021841e-02,1.398782e-02	0.211985	0.397584	0.133861	-180872.196080	11	2	deam	GP	2	ngsrelateWithRealFreq
childF	founder1	98560	0.547632	0.452181	0.000187	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.226278	0.000000	0.000000	0.113139	0.000000	0.000000	0.000187	0.000000	0.000187	0.226278	0.000000	-175930.320279	162	-1	0.992838	3.294881e-01,1.756555e-01,2.045091e-02,1.729952e-01,1.857510e-01,4.329278e-02,1.960104e-02,4.027093e-02,1.249465e-02	0.215622	0.393318	0.131448	-179816.217918	11	2	deam	GP	2	ngsrelateWithRealFreq
childG	founder1	98590	0.529329	0.468889	0.001775	0.000000	0.000000	0.000000	0.000000	0.000001	0.000005	0.236225	0.000007	0.000007	0.118115	0.000005	0.000005	0.001776	0.000005	0.001782	0.236226	-0.000000	-176014.030916	142	-1	0.993140	3.291878e-01,1.672548e-01,1.858642e-02,1.714896e-01,1.863561e-01,4.246902e-02,2.152950e-02,4.806517e-02,1.506158e-02	0.215265	0.397014	0.132326	-180968.097274	10	2	deam	GP	2	ngsrelateWithRealFreq
childG	founder2	98619	0.523003	0.476759	0.000228	0.000000	0.000000	0.000000	0.000000	0.000004	0.000006	0.238613	0.000010	0.000010	0.119309	0.000006	0.000006	0.000232	0.000006	0.000238	0.238617	0.000000	-177028.746237	118	-1	0.993432	3.230084e-01,1.693718e-01,2.256490e-02,1.623632e-01,1.851876e-01,5.304780e-02,1.785683e-02,4.646663e-02,2.013295e-02	0.218275	0.392620	0.130166	-183823.147083	10	2	deam	GP	2	ngsrelateWithRealFreq
childH	founder4	98581	0.446590	0.457726	0.001535	0.000000	0.000000	0.094146	0.000003	0.000000	0.000000	0.230401	0.094148	0.000000	0.115201	0.000001	0.000000	0.001535	0.000000	0.001535	0.277474	0.047073	-178782.592576	98	-1	0.993049	3.412699e-01,1.875197e-01,2.557145e-02,1.419836e-01,1.666910e-01,4.638550e-02,2.782470e-02,4.723644e-02,1.551772e-02	0.320330	0.349808	0.079178	-182941.437000	13	2	deam	GP	2	ngsrelateWithRealFreq
childB	childI	99409	0.140100	0.502113	0.119862	0.126828	0.111097	0.000000	0.000000	0.000000	0.000000	0.454241	0.000000	0.237924	0.241008	0.000000	0.055548	0.119862	0.000000	0.119862	0.545429	-0.063414	-168535.120038	118	-1	0.999990	4.142055e-01,9.777426e-02,2.300417e-02,1.608272e-01,1.691877e-01,6.596013e-02,1.186336e-02,2.964105e-02,2.753667e-02	0.206088	0.434851	0.143598	-170705.365897	5	10	deam	GP	2	ngsrelateWithRealFreq
childD	founder0	99409	0.537097	0.458368	0.004532	0.000000	0.000000	0.000000	0.000000	0.000001	0.000001	0.233718	0.000003	0.000002	0.116859	0.000001	0.000001	0.004534	0.000001	0.004535	0.233719	0.000000	-172096.724771	78	-1	0.999990	3.313420e-01,1.684879e-01,2.172001e-02,1.686575e-01,1.829687e-01,4.494217e-02,1.964375e-02,4.537001e-02,1.686799e-02	0.226070	0.390274	0.126345	-178105.508588	5	10	deam	GP	2	ngsrelateWithRealFreq
childD	founder1	99407	0.535568	0.459006	0.005413	0.000001	0.000000	0.000003	0.000000	0.000001	0.000007	0.234923	0.000011	0.000009	0.117465	0.000007	0.000007	0.005414	0.000007	0.005421	0.234927	0.000001	-171929.615227	50	-1	0.999970	3.348025e-01,1.668168e-01,1.995427e-02,1.705918e-01,1.835904e-01,4.236239e-02,2.175291e-02,4.552345e-02,1.460551e-02	0.227175	0.393126	0.126409	-177085.338960	5	10	deam	GP	2	ngsrelateWithRealFreq
childE	founder0	99410	0.528632	0.468076	0.003292	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.237330	0.000000	0.000000	0.118665	0.000000	0.000000	0.003292	0.000000	0.003292	0.237330	-0.000000	-171613.951044	110	-1	1.000000	3.347901e-01,1.738236e-01,2.320227e-02,1.677144e-01,1.842727e-01,4.638457e-02,1.714337e-02,3.872945e-02,1.393952e-02	0.218945	0.394590	0.130259	-176210.125625	5	10	deam	GP	2	ngsrelateWithRealFreq
childE	founder1	99408	0.534606	0.465181	0.000206	0.000000	0.000000	0.000000	0.000000	0.000001	0.000005	0.232802	0.000007	0.000007	0.116404	0.000005	0.000005	0.000207	0.000005	0.000212	0.232803	0.000000	-171570.129941	130	-1	0.999980	3.365792e-01,1.740579e-01,2.118166e-02,1.711514e-01,1.831518e-01,4.406126e-02,1.943000e-02,3.870643e-02,1.168043e-02	0.221738	0.390858	0.128328	-175313.551858	6	10	deam	GP	2	ngsrelateWithRealFreq
childF	founder0	99410	0.533816	0.465966	0.000219	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.233201	0.000000	0.000000	0.116601	0.000000	0.000000	0.000219	0.000000	0.000219	0.233201	-0.000000	-171655.174684	118	-1	1.000000	3.343761e-01,1.739591e-01,2.253178e-02,1.670687e-01,1.823099e-01,4.664387e-02,1.821057e-02,4.054699e-02,1.435308e-02	0.223479	0.388753	0.127170	-176824.493633	5	10	deam	GP	2	ngsrelateWithRealFreq
childF	founder1	99408	0.541060	0.458873	0.000060	0.000000	0.000000	0.000000	0.000000	0.000002	0.000004	0.229501	0.000006	0.000006	0.114753	0.000004	0.000004	0.000062	0.000004	0.000067	0.229503	0.000000	-171600.750225	106	-1	0.999980	3.358661e-01,1.744405e-01,2.056853e-02,1.711127e-01,1.812092e-01,4.368740e-02,2.016543e-02,4.028918e-02,1.266097e-02	0.224790	0.385335	0.125944	-175908.458743	5	10	deam	GP	2	ngsrelateWithRealFreq
childG	founder1	99407	0.523105	0.475674	0.001211	0.000000	0.000000	0.000000	0.000000	0.000000	0.000010	0.239058	0.000010	0.000010	0.119534	0.000010	0.000010	0.001211	0.000010	0.001221	0.239058	-0.000000	-172181.311653	142	-1	0.999970	3.347934e-01,1.658175e-01,1.879089e-02,1.702464e-01,1.818720e-01,4.253132e-02,2.209459e-02,4.825275e-02,1.560115e-02	0.224804	0.388837	0.126615	-177596.503285	5	10	deam	GP	2	ngsrelateWithRealFreq
childG	founder2	99408	0.519321	0.479659	0.001010	0.000002	0.000000	0.000000	0.000000	0.000007	0.000000	0.240840	0.000008	0.000009	0.120420	0.000000	0.000000	0.001018	0.000000	0.001018	0.240849	-0.000001	-172919.196876	110	-1	0.999980	3.288181e-01,1.670403e-01,2.353292e-02,1.605347e-01,1.809952e-01,5.314222e-02,1.816407e-02,4.682378e-02,2.094872e-02	0.230376	0.385722	0.123619	-180412.120499	5	10	deam	GP	2	ngsrelateWithRealFreq
childH	founder4	99409	0.425477	0.467630	0.000297	0.000000	0.000000	0.106595	0.000001	0.000000	0.000000	0.234113	0.106596	0.000000	0.117056	0.000000	0.000000	0.000297	0.000000	0.000297	0.287410	0.053298	-174846.304333	106	-1	0.999990	3.482420e-01,1.862409e-01,2.597272e-02,1.399060e-01,1.614995e-01,4.684497e-02,2.852438e-02,4.708285e-02,1.568672e-02	0.337444	0.340306	0.070660	-179438.506868	5	10	deam	GP	2	ngsrelateWithRealFreq
childB	childI	99377	0.143770	0.495233	0.120939	0.126394	0.113664	0.000000	0.000000	0.000000	0.000000	0.453804	0.000000	0.240058	0.241110	0.000000	0.056832	0.120939	0.000000	0.120939	0.545417	-0.063197	-167589.580188	134	-1	0.999960	4.150081e-01,9.762900e-02,2.309938e-02,1.606217e-01,1.683798e-01,6.585378e-02,1.205976e-02,2.955503e-02,2.779341e-02	0.208808	0.433055	0.142032	-169759.280382	6	8	no_deam	GP	2	ngsrelateWithRealFreq
childD	founder0	99378	0.538166	0.457000	0.004819	0.000000	0.000000	0.000000	0.000000	0.000007	0.000007	0.233327	0.000014	0.000014	0.116667	0.000007	0.000007	0.004826	0.000007	0.004834	0.233334	-0.000000	-171479.837211	74	-1	0.999970	3.322504e-01,1.682239e-01,2.199566e-02,1.684587e-01,1.820017e-01,4.505273e-02,1.968537e-02,4.537312e-02,1.695840e-02	0.229014	0.388238	0.124685	-177477.843039	7	8	no_deam	GP	2	ngsrelateWithRealFreq
childD	founder1	99379	0.536335	0.458836	0.004822	0.000002	0.000000	0.000004	0.000000	0.000000	0.000000	0.234240	0.000004	0.000003	0.117120	0.000000	0.000000	0.004822	0.000000	0.004822	0.234244	0.000001	-171227.571183	90	-1	0.999980	3.357834e-01,1.666885e-01,1.997600e-02,1.704967e-01,1.826240e-01,4.239513e-02,2.202043e-02,4.551827e-02,1.449763e-02	0.229961	0.390978	0.124795	-176347.368236	6	8	no_deam	GP	2	ngsrelateWithRealFreq
childE	founder0	99379	0.527470	0.470253	0.002270	0.000000	0.000000	0.000000	0.000000	0.000000	0.000007	0.237403	0.000007	0.000007	0.118705	0.000007	0.000007	0.002270	0.000007	0.002276	0.237403	0.000000	-170951.533364	135	-1	0.999980	3.355168e-01,1.736033e-01,2.338849e-02,1.677246e-01,1.831813e-01,4.650426e-02,1.714824e-02,3.882649e-02,1.410661e-02	0.221293	0.392087	0.128758	-175545.847881	6	8	no_deam	GP	2	ngsrelateWithRealFreq
childE	founder1	99380	0.534990	0.464793	0.000210	0.000000	0.000000	0.000000	0.000000	0.000000	0.000006	0.232613	0.000006	0.000006	0.116309	0.000006	0.000006	0.000210	0.000006	0.000216	0.232613	0.000000	-170823.792531	166	-1	0.999990	3.377263e-01,1.735877e-01,2.121929e-02,1.709051e-01,1.824280e-01,4.406819e-02,1.967325e-02,3.881759e-02,1.157450e-02	0.224157	0.389578	0.127037	-174525.222078	7	8	no_deam	GP	2	ngsrelateWithRealFreq
childF	founder0	99380	0.534988	0.464529	0.000467	0.000003	0.000004	0.000001	0.000003	0.000005	0.000000	0.232737	0.000009	0.000012	0.116369	0.000001	0.000002	0.000472	0.000000	0.000473	0.232745	-0.000001	-170953.171545	82	-1	0.999990	3.352199e-01,1.735932e-01,2.281572e-02,1.668089e-01,1.815804e-01,4.671147e-02,1.835905e-02,4.042705e-02,1.448427e-02	0.226758	0.387400	0.125497	-176096.023222	6	8	no_deam	GP	2	ngsrelateWithRealFreq
childF	founder1	99381	0.542107	0.457699	0.000194	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.229044	0.000000	0.000000	0.114522	0.000000	0.000000	0.000194	0.000000	0.000194	0.229044	-0.000000	-170806.487667	98	-1	1.000000	3.367659e-01,1.740972e-01,2.077489e-02,1.712630e-01,1.804521e-01,4.336364e-02,2.027397e-02,4.029290e-02,1.271646e-02	0.227478	0.383887	0.124512	-175063.434623	7	8	no_deam	GP	2	ngsrelateWithRealFreq
childG	founder1	99380	0.522230	0.477116	0.000643	0.000000	0.000000	0.000000	0.000000	0.000000	0.000011	0.239212	0.000011	0.000011	0.119611	0.000011	0.000011	0.000643	0.000011	0.000654	0.239212	0.000000	-171380.758385	166	-1	0.999990	3.359519e-01,1.654052e-01,1.882213e-02,1.701372e-01,1.808443e-01,4.249167e-02,2.222246e-02,4.857375e-02,1.555138e-02	0.226961	0.386707	0.125277	-176770.615300	6	8	no_deam	GP	2	ngsrelateWithRealFreq
childG	founder2	99379	0.517480	0.481039	0.001177	0.000174	0.000129	0.000000	0.000000	0.000000	0.000000	0.241794	0.000000	0.000304	0.120913	0.000000	0.000065	0.001177	0.000000	0.001177	0.241913	-0.000087	-172217.458754	142	-1	0.999980	3.301069e-01,1.663160e-01,2.376763e-02,1.601035e-01,1.800782e-01,5.326102e-02,1.814495e-02,4.709528e-02,2.112647e-02	0.232747	0.384217	0.122314	-179700.778120	6	8	no_deam	GP	2	ngsrelateWithRealFreq
childH	founder4	99378	0.423145	0.467779	0.000160	0.000000	0.000002	0.108912	0.000002	0.000000	0.000000	0.234053	0.108913	0.000002	0.117027	0.000001	0.000001	0.000160	0.000000	0.000160	0.288509	0.054456	-174076.196690	126	-1	0.999970	3.490090e-01,1.861795e-01,2.611703e-02,1.397301e-01,1.604013e-01,4.704107e-02,2.874453e-02,4.702499e-02,1.575241e-02	0.342027	0.337803	0.068412	-178640.998930	6	8	no_deam	GP	2	ngsrelateWithRealFreq
childB	childI	98870	0.134623	0.502627	0.121790	0.131414	0.109545	0.000000	0.000000	0.000000	0.000000	0.455262	0.000000	0.240959	0.241324	0.000000	0.054772	0.121790	0.000000	0.121790	0.548356	-0.065707	-164677.829566	102	-1	0.996211	4.147330e-01,9.689710e-02,2.334215e-02,1.608104e-01,1.693110e-01,6.595177e-02,1.188497e-02,2.938116e-02,2.768851e-02	0.208062	0.436068	0.142926	-166684.259807	10	4	no_deam	GP	2	ngsrelateWithRealFreq
childD	founder0	98854	0.537326	0.457231	0.005428	0.000000	0.000000	0.000000	0.000002	0.000010	0.000002	0.234047	0.000014	0.000013	0.117025	0.000003	0.000002	0.005438	0.000002	0.005440	0.234058	0.000000	-168542.192480	75	-1	0.996050	3.321713e-01,1.687053e-01,2.197067e-02,1.683756e-01,1.825841e-01,4.453249e-02,1.937180e-02,4.540229e-02,1.688646e-02	0.226430	0.389839	0.126106	-174166.423368	10	4	no_deam	GP	2	ngsrelateWithRealFreq
childD	founder1	98841	0.536071	0.459730	0.004199	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.234064	0.000000	0.000000	0.117032	0.000000	0.000000	0.004199	0.000000	0.004199	0.234064	0.000000	-168442.279019	94	-1	0.995919	3.355089e-01,1.670759e-01,2.031032e-02,1.704251e-01,1.824369e-01,4.245423e-02,2.179478e-02,4.544726e-02,1.454661e-02	0.230793	0.390233	0.124294	-173276.293326	10	4	no_deam	GP	2	ngsrelateWithRealFreq
childE	founder0	98879	0.527569	0.471481	0.000943	0.000000	0.000000	0.000000	0.000000	0.000001	0.000006	0.236690	0.000007	0.000007	0.118348	0.000006	0.000006	0.000944	0.000006	0.000950	0.236691	0.000000	-168021.075553	170	-1	0.996302	3.350653e-01,1.744005e-01,2.324231e-02,1.679176e-01,1.833424e-01,4.635412e-02,1.709718e-02,3.869826e-02,1.388241e-02	0.220023	0.392000	0.129290	-172354.555130	10	4	no_deam	GP	2	ngsrelateWithRealFreq
