a	b	nSites	J9	J8	J7	J6	J5	J4	J3	J2	J1	rab	Fa	Fb	theta	inbred_relatedness_1_2	inbred_relatedness_2_1	fraternity	identity	zygosity	2of3_IDB	FDiff	loglh	nIter	bestoptimll	coverage	2dsfs	R0	R1	KING	2dsfs_loglike	2dsfsf_niter	cov	deamination	kinship	degree	program	RMSE
childC	childG	89556	0.001815	0.998183	0.0	0.0	0.0	0.0	0.0	2e-06	0.0	0.499092	2e-06	2e-06	0.249546	0.0	0.0	2e-06	0.0	2e-06	0.499094	0.0	-144918.288782	150	-1.0	0.903967	3.774882e-01,1.440987e-01,6.045725e-06,1.382605e-01,2.007381e-01,5.986224e-02,7.306733e-06,5.424855e-02,2.529036e-02	6.7e-05	0.506296	0.251535	-148649.441257	37	1	deam	PO	1	ngsrelateWithRealFreq	0.0014827580157710436
childC	founder1	89599	0.01653	0.983455	8e-06	0.0	0.0	0.0	0.0	7e-06	0.0	0.491735	7e-06	7e-06	0.245868	0.0	0.0	1.5e-05	0.0	1.5e-05	0.491742	0.0	-144892.725869	90	-1.0	0.904401	3.784344e-01,1.430283e-01,9.149206e-05,1.453321e-01,2.000424e-01,5.339131e-02,1.548031e-06,5.807147e-02,2.160691e-02	0.000465	0.500211	0.249849	-148115.363218	54	1	deam	PO	1	ngsrelateWithRealFreq	0.013502814385650631
childC	founder2	89678	0.019675	0.980313	6e-06	0.0	0.0	0.0	0.0	6e-06	0.0	0.490162	6e-06	6e-06	0.245081	0.0	0.0	1.2e-05	0.0	1.2e-05	0.490169	-0.0	-145611.580008	86	-1.0	0.905198	3.721160e-01,1.503774e-01,1.980533e-06,1.316200e-01,1.985708e-01,6.840656e-02,1.216074e-04,5.212205e-02,2.666366e-02	0.000622	0.49316	0.248008	-150024.267497	43	1	deam	PO	1	ngsrelateWithRealFreq	0.016069470329375102
childD	founder3	89577	0.012197	0.987784	1.2e-05	0.0	0.0	0.0	0.0	7e-06	0.0	0.493904	7e-06	7e-06	0.246952	0.0	0.0	1.9e-05	0.0	1.9e-05	0.493911	-0.0	-145693.051746	94	-1.0	0.904179	3.709419e-01,1.485163e-01,4.421137e-05,1.286871e-01,2.022662e-01,7.015864e-02,4.216050e-08,5.260765e-02,2.677793e-02	0.000219	0.505648	0.251308	-150109.427808	46	1	deam	PO	1	ngsrelateWithRealFreq	0.00996657094156929
childE	founder4	89442	0.012726	0.987244	2.4e-05	0.0	0.0	0.0	0.0	6e-06	0.0	0.493646	6e-06	6e-06	0.246823	0.0	0.0	3e-05	0.0	3e-05	0.493652	-0.0	-144513.241873	102	-1.0	0.902816	3.765537e-01,1.504808e-01,1.474767e-05,1.341896e-01,2.057487e-01,6.591525e-02,2.182734e-06,4.627718e-02,2.081782e-02	8.2e-05	0.518416	0.254484	-147485.776237	39	1	deam	PO	1	ngsrelateWithRealFreq	0.010402999375180213
childF	founder4	89392	0.008671	0.991321	4e-06	0.0	0.0	0.0	0.0	4e-06	0.0	0.495664	4e-06	4e-06	0.247832	0.0	0.0	8e-06	0.0	8e-06	0.495668	0.0	-144450.850917	118	-1.0	0.902311	3.781562e-01,1.493371e-01,4.727693e-07,1.323285e-01,2.029422e-01,6.476393e-02,6.233971e-05,5.051078e-02,2.189845e-02	0.00031	0.511186	0.252629	-147800.522128	39	1	deam	PO	1	ngsrelateWithRealFreq	0.00708310896899565
childG	founder5	89519	0.013972	0.985898	0.000123	0.0	0.0	0.0	0.0	7e-06	0.0	0.493072	7e-06	7e-06	0.246536	0.0	0.0	0.00013	0.0	0.00013	0.493079	0.0	-145432.638731	110	-1.0	0.903593	3.686060e-01,1.463268e-01,3.149768e-05,1.309172e-01,2.028529e-01,6.569744e-02,2.144192e-04,5.467277e-02,3.068105e-02	0.001212	0.50986	0.251906	-150251.397193	38	1	deam	PO	1	ngsrelateWithRealFreq	0.011461505383965327
childA	childD	99410	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50001	0.0	3.9e-05	0.25001	0.0	1.9e-05	1e-06	0.0	1e-06	0.50002	0.0	-159654.059552	130	-159654.108581	1.0	3.831721e-01,1.490974e-01,2.007662e-10,1.390031e-01,1.962689e-01,6.073336e-02,4.139376e-10,5.027400e-02,2.145106e-02	0.0	0.491769	0.247925	-163851.394406	5	20	deam	PO	1	ngsrelateWithRealFreq	0.0
childA	childH	99410	0.0	0.778118	0.113557	0.0	0.108277	0.0	1.7e-05	0.0	3e-05	0.583867	4.7e-05	0.108307	0.305485	3.9e-05	0.054168	0.113558	3e-05	0.113587	0.610941	-0.0	-156944.759631	54	-1.0	1.0	4.261045e-01,1.061647e-01,4.741670e-09,1.353920e-01,1.987214e-01,6.189060e-02,9.012226e-09,4.247119e-02,2.925561e-02	0.0	0.574475	0.267328	-159384.995096	5	20	deam	PO	1	ngsrelateWithRealFreq	0.14390600424466893
childA	founder0	99410	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50004	0.0	3e-06	0.25002	0.0	1e-06	7.9e-05	0.0	7.9e-05	0.500041	0.0	-159220.331686	150	-159220.405311	1.0	3.863434e-01,1.459298e-01,1.350165e-09,1.341928e-01,1.990806e-01,6.272916e-02,8.316728e-10,5.089891e-02,2.082536e-02	0.0	0.505601	0.251392	-163540.972106	5	20	deam	PO	1	ngsrelateWithRealFreq	0.0
childA	founder1	99410	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.500006	0.0	1e-06	0.250003	0.0	0.0	1.1e-05	0.0	1.1e-05	0.500006	0.0	-159308.07886	110	-159308.091599	1.0	3.865823e-01,1.456868e-01,6.727399e-09,1.412025e-01,1.976696e-01,5.713434e-02,3.864697e-09,5.168639e-02,2.003804e-02	0.0	0.499531	0.249883	-163033.429479	5	20	deam	PO	1	ngsrelateWithRealFreq	0.0
childB	childE	99410	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.25	0.0	0.0	1e-06	0.0	1e-06	0.500001	-0.0	-159085.907617	82	-159085.914292	1.0	3.889309e-01,1.467112e-01,5.040943e-11,1.440776e-01,1.988163e-01,5.228646e-02,8.697185e-11,5.203663e-02,1.714089e-02	0.0	0.50319	0.250795	-161749.294342	5	20	deam	PO	1	ngsrelateWithRealFreq	0.0
childB	childF	99410	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.500024	0.0	1e-06	0.250012	0.0	0.0	4.8e-05	0.0	4.8e-05	0.500025	0.0	-159113.251288	102	-159113.306116	1.0	3.889080e-01,1.467309e-01,5.063208e-11,1.425107e-01,1.975401e-01,5.513291e-02,9.953691e-12,5.097037e-02,1.820708e-02	0.0	0.499665	0.249916	-162179.460096	5	20	deam	PO	1	ngsrelateWithRealFreq	0.0
childB	founder0	99410	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.500021	0.0	3e-06	0.250011	0.0	1e-06	4.2e-05	0.0	4.2e-05	0.500022	0.0	-159275.950474	130	-159275.997395	1.0	3.867888e-01,1.488497e-01,3.688856e-12,1.337465e-01,1.981952e-01,6.324241e-02,5.477327e-11,4.886525e-02,2.031215e-02	0.0	0.502137	0.250533	-163238.129644	5	20	deam	PO	1	ngsrelateWithRealFreq	0.0
childB	founder1	99410	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.500004	0.0	3e-06	0.250003	0.0	2e-06	7e-06	0.0	7e-06	0.500005	-0.0	-159427.571456	94	-159427.584524	1.0	3.866968e-01,1.489420e-01,1.070386e-09,1.410863e-01,1.966716e-01,5.742595e-02,1.585161e-09,4.943091e-02,1.974645e-02	0.0	0.495538	0.248879	-162774.542276	5	20	deam	PO	1	ngsrelateWithRealFreq	0.0
childC	childG	99410	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.500055	6e-06	1.4e-05	0.25003	3e-06	7e-06	0.000102	0.0	0.000102	0.500061	0.0	-159851.283052	166	-159851.361944	1.0	3.832699e-01,1.415358e-01,2.099953e-12,1.368113e-01,1.968916e-01,6.010059e-02,3.019916e-11,5.527697e-02,2.611385e-02	0.0	0.500074	0.250019	-165102.112076	5	20	deam	PO	1	ngsrelateWithRealFreq	0.0
childC	founder1	99410	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.500031	2e-05	1e-06	0.250018	1e-05	0.0	5.2e-05	0.0	5.2e-05	0.500036	-0.0	-159498.320951	214	-159498.376755	1.0	3.852089e-01,1.395993e-01,5.071433e-10,1.425745e-01,1.973717e-01,5.385380e-02,2.252381e-10,5.807315e-02,2.331865e-02	0.0	0.500815	0.250204	-164093.018727	5	20	deam	PO	1	ngsrelateWithRealFreq	0.0
childC	founder2	99410	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.500103	0.0	0.000412	0.250103	0.0	0.000206	0.0	0.0	0.0	0.500206	-0.0	-160251.899507	166	-160251.960732	1.0	3.797699e-01,1.450341e-01,1.659153e-11,1.283728e-01,1.957517e-01,6.968058e-02,2.138123e-11,5.312396e-02,2.826701e-02	0.0	0.494059	0.248506	-166316.718671	5	20	deam	PO	1	ngsrelateWithRealFreq	0.0
childD	founder3	99410	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.500032	1e-06	3.3e-05	0.25002	1e-06	1.7e-05	4.6e-05	0.0	4.6e-05	0.50004	-0.0	-160485.520304	190	-160485.572799	1.0	3.766613e-01,1.455123e-01,1.369721e-09,1.256318e-01,1.989447e-01,7.106527e-02,7.757859e-09,5.385555e-02,2.832903e-02	0.0	0.502303	0.250574	-166663.8434	5	20	deam	PO	1	ngsrelateWithRealFreq	0.0
childE	founder4	99410	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.500067	0.0	1.1e-05	0.250035	0.0	5e-06	0.000129	0.0	0.000129	0.50007	-0.0	-159551.172031	190	-159551.238959	1.0	3.862058e-01,1.468052e-01,1.025204e-09,1.310286e-01,1.995251e-01,6.700786e-02,3.528262e-10,4.771315e-02,2.171431e-02	0.0	0.508273	0.252051	-163687.399313	5	20	deam	PO	1	ngsrelateWithRealFreq	0.0
childF	founder4	99410	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.500014	0.0	2.2e-05	0.25001	0.0	1.1e-05	1.6e-05	0.0	1.6e-05	0.500019	0.0	-159494.114115	170	-159494.141192	1.0	3.862933e-01,1.451317e-01,1.899796e-09,1.309430e-01,1.977302e-01,6.656193e-02,2.040644e-09,5.117974e-02,2.216021e-02	0.0	0.502087	0.250521	-164151.499604	5	20	deam	PO	1	ngsrelateWithRealFreq	0.0
childG	founder5	99410	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.500108	3e-06	1e-06	0.250054	1e-06	0.0	0.000214	0.0	0.000214	0.500109	0.0	-160488.533022	178	-160488.598169	1.0	3.762259e-01,1.438535e-01,2.749065e-11,1.275898e-01,1.985020e-01,6.761357e-02,4.524041e-12,5.553002e-02,3.068523e-02	0.0	0.503063	0.250763	-167033.026173	5	20	deam	PO	1	ngsrelateWithRealFreq	0.0
childA	childD	98584	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.499852	1e-06	1e-06	0.249926	0.0	0.0	1e-06	0.0	1e-06	0.499853	0.0	-167580.023134	114	-167580.070314	0.99308	3.749245e-01,1.518177e-01,4.641912e-06,1.409481e-01,2.015773e-01,6.043444e-02,6.564812e-07,4.971559e-02,2.057707e-02	2.6e-05	0.50029	0.250061	-171345.485251	23	2	deam	PO	1	ngsrelateWithRealFreq	0.0
childA	childH	98592	0.000208	0.796009	0.109013	0.0	0.09477	0.0	0.0	0.0	0.0	0.578095	0.0	0.09477	0.300894	0.0	0.047385	0.109013	0.0	0.109013	0.601788	-0.0	-165092.593105	82	-1.0	0.99316	4.174497e-01,1.094549e-01,4.081701e-05,1.373015e-01,2.039379e-01,6.145987e-02,1.258321e-10,4.124357e-02,2.911180e-02	0.0002	0.583512	0.269176	-167305.573602	23	2	deam	PO	1	ngsrelateWithRealFreq	0.1335367683623753
childA	founder0	98540	0.000843	0.999149	4e-06	0.0	0.0	0.0	0.0	4e-06	0.0	0.499578	4e-06	4e-06	0.249789	0.0	0.0	7e-06	0.0	7e-06	0.499582	0.0	-167154.33875	106	-1.0	0.992636	3.785960e-01,1.485914e-01,7.192302e-07,1.356301e-01,2.046064e-01,6.223907e-02,4.128515e-05,5.040378e-02,1.989125e-02	0.000205	0.515503	0.253726	-170964.009212	22	2	deam	PO	1	ngsrelateWithRealFreq	0.0006915841717872763
childA	founder1	98570	0.002567	0.99743	0.0	0.0	0.0	0.0	0.0	0.0	3e-06	0.498718	3e-06	3e-06	0.249361	3e-06	3e-06	0.0	3e-06	3e-06	0.498718	-0.0	-166929.074531	158	-1.0	0.992939	3.788198e-01,1.482967e-01,1.598801e-06,1.435832e-01,2.023004e-01,5.663759e-02,7.016768e-05,5.061662e-02,1.967387e-02	0.000355	0.506757	0.251522	-170260.066796	22	2	deam	PO	1	ngsrelateWithRealFreq	0.0020971718257373666
childB	childE	98591	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.499687	1e-06	1e-06	0.249843	0.0	0.0	1e-06	0.0	1e-06	0.499688	0.0	-166526.337911	114	-166526.344061	0.99315	3.805787e-01,1.492986e-01,3.697071e-07,1.467700e-01,2.039030e-01,5.195474e-02,8.665564e-06,5.061397e-02,1.687192e-02	4.4e-05	0.511489	0.25282	-168875.036585	23	2	deam	PO	1	ngsrelateWithRealFreq	0.0
childB	childF	98584	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.499863	2e-06	2e-06	0.249931	0.0	0.0	1e-06	0.0	2e-06	0.499864	0.0	-166751.424251	146	-166751.472678	0.99308	3.813040e-01,1.487424e-01,2.200024e-06,1.443599e-01,2.035488e-01,5.473044e-02,3.632389e-06,4.956868e-02,1.773990e-02	2.9e-05	0.512192	0.252999	-169457.794289	22	2	deam	PO	1	ngsrelateWithRealFreq	0.0
childB	founder0	98534	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.499846	1e-06	1e-06	0.249923	0.0	0.0	4e-06	0.0	4e-06	0.499847	0.0	-166674.965787	106	-166675.019188	0.992576	3.784383e-01,1.513989e-01,8.871492e-09,1.358306e-01,2.039482e-01,6.280898e-02,1.135369e-05,4.799728e-02,1.956651e-02	5.6e-05	0.512372	0.253031	-170166.020456	26	2	deam	PO	1	ngsrelateWithRealFreq	0.0
childB	founder1	98568	0.00342	0.996575	3e-06	0.0	0.0	0.0	0.0	2e-06	0.0	0.49829	2e-06	2e-06	0.249145	0.0	0.0	5e-06	0.0	5e-06	0.498292	-0.0	-166534.520658	94	-1.0	0.992918	3.789566e-01,1.508785e-01,1.066902e-05,1.432930e-01,2.025976e-01,5.705230e-02,3.995788e-06,4.803790e-02,1.916948e-02	7.2e-05	0.507412	0.251808	-169486.155751	27	2	deam	PO	1	ngsrelateWithRealFreq	0.0027944608305240847
childC	childG	98642	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.499793	6e-06	6e-06	0.249897	0.0	0.0	3.5e-05	0.0	3.5e-05	0.4998	-0.0	-167239.932671	103	-167239.951803	0.993664	3.758243e-01,1.433152e-01,2.103900e-06,1.392676e-01,2.026959e-01,5.979356e-02,7.166724e-06,5.425010e-02,2.484400e-02	4.6e-05	0.511038	0.252709	-171996.138098	22	2	deam	PO	1	ngsrelateWithRealFreq	0.0
childC	founder1	98591	0.002812	0.997103	8.2e-05	0.0	0.0	0.0	0.0	4e-06	0.0	0.498633	4e-06	4e-06	0.249317	0.0	0.0	8.6e-05	0.0	8.6e-05	0.498637	0.0	-166777.519845	70	-1.0	0.99315	3.775334e-01,1.415784e-01,1.494709e-05,1.448620e-01,2.028641e-01,5.392007e-02,3.748912e-05,5.692818e-02,2.226142e-02	0.000258	0.510554	0.252497	-170879.190307	26	2	deam	PO	1	ngsrelateWithRealFreq	0.002331428532037831
childC	founder2	98620	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.499814	5e-06	5e-06	0.249907	0.0	0.0	2.8e-05	0.0	2.8e-05	0.499819	0.0	-167607.752935	102	-167607.788999	0.993442	3.719555e-01,1.469645e-01,5.523098e-07,1.311502e-01,2.020719e-01,6.858835e-02,3.253649e-05,5.192944e-02,2.730714e-02	0.000164	0.506871	0.251634	-173072.93526	22	2	deam	PO	1	ngsrelateWithRealFreq	0.0
childD	founder3	98545	0.001113	0.998853	3e-05	0.0	0.0	0.0	0.0	4e-06	0.0	0.499457	4e-06	4e-06	0.249728	0.0	0.0	3.4e-05	0.0	3.4e-05	0.499461	-0.0	-168216.507777	90	-1.0	0.992687	3.689095e-01,1.471086e-01,3.321510e-05,1.284065e-01,2.039166e-01,7.058296e-02,6.208960e-07,5.297741e-02,2.806455e-02	0.000166	0.510929	0.252629	-173993.13293	26	2	deam	PO	1	ngsrelateWithRealFreq	0.0009229080849864412
childE	founder4	98584	0.002064	0.997888	4.4e-05	0.0	0.0	0.0	0.0	3e-06	0.0	0.498988	3e-06	3e-06	0.249494	0.0	0.0	4.7e-05	0.0	4.7e-05	0.498992	-0.0	-167057.658188	98	-1.0	0.99308	3.787110e-01,1.488372e-01,7.351502e-05,1.328092e-01,2.043322e-01,6.608109e-02,3.443880e-06,4.778319e-02,2.136917e-02	0.000377	0.516528	0.253898	-170901.560134	27	2	deam	PO	1	ngsrelateWithRealFreq	0.0017051467190049472
childF	founder4	98572	0.003009	0.996978	1e-05	0.0	0.0	0.0	0.0	3e-06	0.0	0.498499	3e-06	3e-06	0.249249	0.0	0.0	1.3e-05	0.0	1.3e-05	0.498502	-0.0	-167534.509605	90	-1.0	0.992959	3.781836e-01,1.473325e-01,2.353935e-05,1.329843e-01,2.026588e-01,6.622361e-02,3.914328e-05,5.099569e-02,2.155892e-02	0.000309	0.509707	0.252267	-171771.58211	27	2	deam	PO	1	ngsrelateWithRealFreq	0.0024621579288637446
childG	founder5	98608	0.002129	0.997789	7.9e-05	0.0	0.0	0.0	0.0	3e-06	0.0	0.498973	3e-06	3e-06	0.249487	0.0	0.0	8.2e-05	0.0	8.2e-05	0.498977	-0.0	-168312.113567	114	-1.0	0.993321	3.690078e-01,1.456472e-01,1.411601e-04,1.298335e-01,2.035659e-01,6.686161e-02,4.320429e-08,5.525104e-02,2.969176e-02	0.000694	0.511813	0.252612	-174360.304233	23	2	deam	PO	1	ngsrelateWithRealFreq	0.0017727006703520513
childA	childD	99409	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.500002	1e-06	4.8e-05	0.250005	0.0	1.6e-05	6e-06	0.0	6e-06	0.500018	-8e-06	-160208.999731	126	-160209.019375	0.99999	3.825210e-01,1.493060e-01,6.664926e-06,1.390915e-01,1.969474e-01,6.068007e-02,5.628619e-08,5.023469e-02,2.121259e-02	3.4e-05	0.493208	0.248276	-164362.154123	6	10	deam	PO	1	ngsrelateWithRealFreq	0.0
childA	childH	99410	0.0	0.779887	0.113369	0.0	0.106738	0.0	6e-06	0.0	0.0	0.58337	6e-06	0.106739	0.305028	3e-06	0.053369	0.113369	0.0	0.113369	0.610056	0.0	-157620.047047	86	-1.0	1.0	4.252130e-01,1.066801e-01,2.968107e-08,1.353053e-01,1.993001e-01,6.205830e-02,2.176198e-08,4.217755e-02,2.926560e-02	0.0	0.575644	0.267581	-160074.700069	5	10	deam	PO	1	ngsrelateWithRealFreq	0.14294784938337943
childA	founder0	99410	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.500029	0.0	0.0	0.250015	0.0	0.0	5.8e-05	0.0	5.8e-05	0.500029	-0.0	-159888.989678	146	-159889.039755	1.0	3.855064e-01,1.463498e-01,1.413502e-07,1.341901e-01,1.997222e-01,6.278694e-02,6.220692e-08,5.068460e-02,2.075979e-02	1e-06	0.506894	0.251711	-164185.141433	5	10	deam	PO	1	ngsrelateWithRealFreq	0.0
childA	founder1	99408	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.500017	0.0	2e-06	0.250008	0.0	1e-06	3.3e-05	0.0	3.3e-05	0.500017	0.0	-159973.71649	126	-159973.768869	0.99998	3.857583e-01,1.461211e-01,7.198243e-07,1.414351e-01,1.982388e-01,5.699641e-02,6.649245e-08,5.150219e-02,1.994727e-02	4e-06	0.500533	0.250131	-163668.118404	6	10	deam	PO	1	ngsrelateWithRealFreq	0.0
childB	childE	99409	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.500003	0.0	0.0	0.250001	0.0	0.0	5e-06	0.0	5e-06	0.500003	0.0	-159814.169385	110	-159814.17638	0.99999	3.880700e-01,1.469374e-01,1.134312e-08,1.438105e-01,1.994454e-01,5.268396e-02,6.779121e-08,5.190837e-02,1.714434e-02	0.0	0.50449	0.251117	-162504.583191	5	10	deam	PO	1	ngsrelateWithRealFreq	0.0
childB	childF	99409	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.500025	1e-06	1e-06	0.250013	0.0	0.0	5.1e-05	0.0	5.1e-05	0.500026	-0.0	-159886.801812	166	-159886.881081	0.99999	3.881468e-01,1.468576e-01,1.178577e-08,1.427479e-01,1.981668e-01,5.502919e-02,1.086517e-07,5.094228e-02,1.810921e-02	1e-06	0.500956	0.250239	-162934.503824	5	10	deam	PO	1	ngsrelateWithRealFreq	0.0
childB	founder0	99409	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.500018	0.0	1e-06	0.250009	0.0	0.0	3.6e-05	0.0	3.6e-05	0.500018	0.0	-160067.803101	106	-160067.84052	0.99999	3.858157e-01,1.491801e-01,1.841719e-07,1.338739e-01,1.988447e-01,6.323263e-02,4.537261e-07,4.873477e-02,2.031763e-02	3e-06	0.503376	0.25084	-164023.008366	5	10	deam	PO	1	ngsrelateWithRealFreq	0.0
childB	founder1	99407	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.500022	1e-06	1.2e-05	0.250013	0.0	6e-06	3.9e-05	0.0	3.9e-05	0.500026	0.0	-160210.895052	119	-160210.984488	0.99997	3.857525e-01,1.492385e-01,8.650039e-08,1.414284e-01,1.973306e-01,5.719636e-02,4.236408e-08,4.930645e-02,1.974706e-02	1e-06	0.496842	0.249208	-163544.123974	5	10	deam	PO	1	ngsrelateWithRealFreq	0.0
childC	childG	99409	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.500063	2e-06	5e-06	0.250032	1e-06	3e-06	0.000123	0.0	0.000123	0.500065	0.0	-160470.174369	194	-160470.242299	0.99999	3.825295e-01,1.418404e-01,6.663145e-08,1.368997e-01,1.975864e-01,6.008088e-02,8.348878e-08,5.517629e-02,2.588672e-02	1e-06	0.501492	0.250372	-165697.377079	5	10	deam	PO	1	ngsrelateWithRealFreq	0.0
childC	founder1	99408	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.500012	1e-06	0.0	0.250006	1e-06	0.0	2.3e-05	0.0	2.3e-05	0.500012	-0.0	-160165.884072	154	-160165.907531	0.99998	3.843817e-01,1.399738e-01,2.057348e-08,1.428295e-01,1.980149e-01,5.373324e-02,9.875232e-09,5.785947e-02,2.320741e-02	0.0	0.502071	0.250517	-164735.381498	5	10	deam	PO	1	ngsrelateWithRealFreq	0.0
childC	founder2	99409	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.500052	0.0	0.000206	0.250052	0.0	0.000103	2e-06	0.0	2e-06	0.500104	0.0	-160840.939522	174	-160841.004342	0.99999	3.789811e-01,1.453799e-01,1.284234e-08,1.285898e-01,1.964349e-01,6.955300e-02,4.192391e-10,5.297201e-02,2.808937e-02	0.0	0.495429	0.248852	-166881.938193	5	10	deam	PO	1	ngsrelateWithRealFreq	0.0
childD	founder3	99409	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.500024	1e-06	2.1e-05	0.250015	0.0	1.1e-05	3.7e-05	0.0	3.7e-05	0.500029	-0.0	-161151.011398	166	-161151.055876	0.99999	3.758387e-01,1.458115e-01,5.717011e-08,1.258736e-01,1.993975e-01,7.118515e-02,1.082747e-08,5.379003e-02,2.810341e-02	0.0	0.502691	0.250671	-167302.326364	5	10	deam	PO	1	ngsrelateWithRealFreq	0.0
childE	founder4	99409	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.500069	1e-06	2e-06	0.250035	0.0	1e-06	0.000138	0.0	0.000138	0.50007	0.0	-160179.83557	155	-160179.916581	0.99999	3.852549e-01,1.466051e-01,1.200457e-07,1.314517e-01,2.001659e-01,6.669619e-02,1.048904e-07,4.799986e-02,2.182607e-02	1e-06	0.509648	0.252389	-164358.201145	5	10	deam	PO	1	ngsrelateWithRealFreq	0.0
childF	founder4	99409	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.500008	0.0	4e-06	0.250004	0.0	2e-06	1.4e-05	0.0	1.4e-05	0.500009	-0.0	-160155.145566	162	-160155.158473	0.99999	3.855927e-01,1.453123e-01,2.064341e-07,1.311314e-01,1.984301e-01,6.640057e-02,4.361002e-07,5.100854e-02,2.212360e-02	3e-06	0.503817	0.250949	-164794.269956	6	10	deam	PO	1	ngsrelateWithRealFreq	0.0
childG	founder5	99408	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.500076	1e-06	1e-06	0.250038	0.0	0.0	0.000153	0.0	0.000153	0.500076	-0.0	-161056.34014	198	-161056.400939	0.99998	3.756309e-01,1.438097e-01,8.233837e-08,1.278095e-01,1.992912e-01,6.749427e-02,1.057610e-07,5.558224e-02,3.038207e-02	1e-06	0.504923	0.251224	-167574.848103	5	10	deam	PO	1	ngsrelateWithRealFreq	0.0
childA	childD	99377	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.500011	0.0	3.9e-05	0.25001	0.0	2e-05	2e-06	0.0	2e-06	0.500021	0.0	-159726.983493	130	-159727.030947	0.99996	3.835078e-01,1.492563e-01,4.495647e-07,1.389778e-01,1.961777e-01,6.062050e-02,5.579385e-08,5.009019e-02,2.136925e-02	3e-06	0.491741	0.247917	-163864.435506	13	8	no_deam	PO	1	ngsrelateWithRealFreq	0.0
childA	childH	99377	0.0	0.777073	0.114144	0.0	0.108767	0.0	1e-05	0.0	6e-06	0.584269	1.6e-05	0.108773	0.305735	1.1e-05	0.054389	0.114145	6e-06	0.11415	0.611464	0.0	-157009.301663	82	-1.0	0.99996	4.262380e-01,1.064925e-01,6.264132e-06,1.351018e-01,1.986824e-01,6.207567e-02,2.610644e-07,4.197356e-02,2.942955e-02	3.3e-05	0.574808	0.267385	-159446.149149	13	8	no_deam	PO	1	ngsrelateWithRealFreq	0.14459748737443537
childA	founder0	99378	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.500019	0.0	2e-06	0.25001	0.0	1e-06	3.8e-05	0.0	3.8e-05	0.50002	-0.0	-159438.929496	126	-159438.967197	0.99997	3.865555e-01,1.461118e-01,1.200186e-06,1.338428e-01,1.988658e-01,6.323935e-02,2.289339e-07,5.066289e-02,2.072052e-02	7e-06	0.504917	0.25122	-163704.773828	13	8	no_deam	PO	1	ngsrelateWithRealFreq	0.0
