IID1	FID2	IID2	RT	EZ	Z0	Z1	Z2	PI_HAT	PHE	DST	PPC	RATIO	cov	deamination	kinship	degree	program
childH	familyX	founder4	OT	0	0.6770	0.2842	0.0388	0.1809	-1	0.736429	1.0000	4.1026	4	deam	GP	2	plink
childB	familyX	childI	OT	0	0.7807	0.0000	0.2193	0.2193	-1	0.772907	0.3255	1.8696	1	deam	GP	2	plink
childD	familyX	founder0	OT	0	0.9108	0.0074	0.0817	0.0854	-1	0.735086	0.0013	1.3023	1	deam	GP	2	plink
childD	familyX	founder1	OT	0	0.8989	0.0189	0.0822	0.0917	-1	0.736487	0.4011	1.9265	1	deam	GP	2	plink
childE	familyX	founder0	OT	0	0.8898	0.0361	0.0741	0.0922	-1	0.736016	0.4011	1.9265	1	deam	GP	2	plink
childE	familyX	founder1	OT	0	0.9146	0.0000	0.0854	0.0854	-1	0.734578	0.9126	2.4737	1	deam	GP	2	plink
childF	familyX	founder0	OT	0	0.8978	0.0230	0.0792	0.0907	-1	0.736058	0.5599	2.0462	1	deam	GP	2	plink
childF	familyX	founder1	OT	0	0.9165	0.0000	0.0835	0.0835	-1	0.734331	0.5599	2.0462	1	deam	GP	2	plink
childG	familyX	founder1	OT	0	0.9087	0.0000	0.0913	0.0913	-1	0.736330	0.6372	2.1094	1	deam	GP	2	plink
childG	familyX	founder2	OT	0	0.9070	0.0061	0.0869	0.0900	-1	0.736447	0.2733	1.8286	1	deam	GP	2	plink
childH	familyX	founder4	OT	0	1.0000	0.0000	0.0000	0.0000	-1	0.731221	0.1829	1.7500	1	deam	GP	2	plink
childB	familyX	childI	OT	0	0.4326	0.3994	0.1680	0.3677	-1	0.789723	1.0000	4.3784	20	deam	GP	2	plink
childD	familyX	founder0	OT	0	0.5094	0.4906	0.0000	0.2453	-1	0.746615	1.0000	4.1026	20	deam	GP	2	plink
childD	familyX	founder1	OT	0	0.5166	0.4834	0.0000	0.2417	-1	0.747424	0.9989	3.3261	20	deam	GP	2	plink
childE	familyX	founder0	OT	0	0.4966	0.5034	0.0000	0.2517	-1	0.748093	1.0000	4.3784	20	deam	GP	2	plink
childE	familyX	founder1	OT	0	0.4992	0.5008	0.0000	0.2504	-1	0.747304	1.0000	5.0303	20	deam	GP	2	plink
childF	familyX	founder0	OT	0	0.5001	0.4999	0.0000	0.2499	-1	0.747000	1.0000	4.8529	20	deam	GP	2	plink
childF	familyX	founder1	OT	0	0.4998	0.5002	0.0000	0.2501	-1	0.746381	1.0000	4.6857	20	deam	GP	2	plink
childG	familyX	founder1	OT	0	0.5036	0.4964	0.0000	0.2482	-1	0.747544	1.0000	5.4194	20	deam	GP	2	plink
childG	familyX	founder2	OT	0	0.5145	0.4855	0.0000	0.2427	-1	0.746261	1.0000	7.6522	20	deam	GP	2	plink
childH	familyX	founder4	OT	0	0.6768	0.2833	0.0399	0.1816	-1	0.737220	1.0000	4.3784	20	deam	GP	2	plink
childB	familyX	childI	OT	0	0.5751	0.2401	0.1848	0.3049	-1	0.778767	0.9682	2.6852	2	deam	GP	2	plink
childD	familyX	founder0	OT	0	0.6848	0.2813	0.0339	0.1745	-1	0.737433	0.9682	2.6852	2	deam	GP	2	plink
childD	familyX	founder1	OT	0	0.6779	0.2898	0.0322	0.1771	-1	0.737888	0.9954	3.0612	2	deam	GP	2	plink
childE	familyX	founder0	OT	0	0.6692	0.3030	0.0278	0.1793	-1	0.738031	0.9775	2.7547	2	deam	GP	2	plink
childE	familyX	founder1	OT	0	0.6654	0.3148	0.0199	0.1772	-1	0.736934	1.0000	4.2368	2	deam	GP	2	plink
childF	familyX	founder0	OT	0	0.6772	0.2978	0.0250	0.1739	-1	0.736600	0.9982	3.2340	2	deam	GP	2	plink
childF	familyX	founder1	OT	0	0.6745	0.3045	0.0210	0.1732	-1	0.736119	0.9844	2.8269	2	deam	GP	2	plink
childG	familyX	founder1	OT	0	0.6664	0.3043	0.0293	0.1815	-1	0.738637	0.9930	2.9800	2	deam	GP	2	plink
childG	familyX	founder2	OT	0	0.6806	0.2893	0.0301	0.1747	-1	0.737183	0.9998	3.6279	2	deam	GP	2	plink
childH	familyX	founder4	OT	0	0.8222	0.1004	0.0774	0.1276	-1	0.730285	0.4011	1.9265	2	deam	GP	2	plink
childB	familyX	childI	OT	0	0.4316	0.4014	0.1671	0.3678	-1	0.789606	1.0000	4.3784	10	deam	GP	2	plink
childD	familyX	founder0	OT	0	0.5074	0.4926	0.0000	0.2463	-1	0.746573	1.0000	4.1026	10	deam	GP	2	plink
childD	familyX	founder1	OT	0	0.5159	0.4841	0.0000	0.2420	-1	0.747404	0.9989	3.3261	10	deam	GP	2	plink
childE	familyX	founder0	OT	0	0.4951	0.5049	0.0000	0.2525	-1	0.748038	1.0000	4.3784	10	deam	GP	2	plink
childE	familyX	founder1	OT	0	0.4985	0.5015	0.0000	0.2507	-1	0.747197	1.0000	5.0303	10	deam	GP	2	plink
childF	familyX	founder0	OT	0	0.4989	0.5011	0.0000	0.2506	-1	0.746955	1.0000	4.8529	10	deam	GP	2	plink
childF	familyX	founder1	OT	0	0.4986	0.5014	0.0000	0.2507	-1	0.746343	1.0000	4.5278	10	deam	GP	2	plink
childG	familyX	founder1	OT	0	0.5024	0.4976	0.0000	0.2488	-1	0.747469	1.0000	5.4194	10	deam	GP	2	plink
childG	familyX	founder2	OT	0	0.5124	0.4876	0.0000	0.2438	-1	0.746206	1.0000	7.6522	10	deam	GP	2	plink
childH	familyX	founder4	OT	0	0.6744	0.2868	0.0387	0.1822	-1	0.737184	1.0000	4.3784	10	deam	GP	2	plink
