a	b	nSites	J9	J8	J7	J6	J5	J4	J3	J2	J1	rab	Fa	Fb	theta	inbred_relatedness_1_2	inbred_relatedness_2_1	fraternity	identity	zygosity	2of3_IDB	FDiff	loglh	nIter	bestoptimll	coverage	2dsfs	R0	R1	KING	2dsfs_loglike	2dsfsf_niter	cov	deamination	kinship	degree	program	RMSE
childA	founder0	99408	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.500001	0.0	1e-06	0.250001	0.0	1e-06	1e-06	0.0	1e-06	0.500001	0.0	-150776.088041	198	-150776.102266	0.99996	3.856656e-01,1.462057e-01,1.226544e-07,1.340852e-01,1.999366e-01,6.272179e-02,1.673851e-07,5.064289e-02,2.074190e-02	1e-06	0.507897	0.251958	-164112.029417	5	10	deam	PO	1	ngsrelate	0.0
childA	founder1	99408	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.499997	1e-06	0.0	0.249999	0.0	0.0	0.0	0.0	0.0	0.499997	-0.0	-150015.374709	138	-150015.414071	0.99996	3.858894e-01,1.459758e-01,4.741759e-07,1.414619e-01,1.982666e-01,5.701789e-02,1.439705e-07,5.148671e-02,1.990094e-02	3e-06	0.500745	0.250185	-163634.290299	5	10	deam	PO	1	ngsrelate	0.0
childB	childE	99410	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.499998	0.0	0.0	0.249999	0.0	0.0	0.0	0.0	0.0	0.499998	0.0	-148354.535618	70	-148354.552792	0.99998	3.881082e-01,1.469264e-01,4.074281e-09,1.440167e-01,1.994689e-01,5.251827e-02,2.401972e-09,5.180528e-02,1.715623e-02	0.0	0.504644	0.251156	-162498.104331	5	10	deam	PO	1	ngsrelate	0.0
childB	childF	99410	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.499992	1e-06	0.0	0.249996	0.0	0.0	0.0	0.0	0.0	0.499992	0.0	-148691.880875	106	-148691.953143	0.99998	3.879739e-01,1.470625e-01,1.942463e-07,1.428138e-01,1.983156e-01,5.487400e-02,6.707564e-07,5.086464e-02,1.809476e-02	4e-06	0.501283	0.250319	-162887.630393	6	10	deam	PO	1	ngsrelate	0.0
childB	founder0	99407	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	1e-06	0.25	0.0	0.0	0.0	0.0	0.0	0.5	-0.0	-150506.892508	194	-150506.900547	0.99995	3.860074e-01,1.490159e-01,1.127645e-06,1.337509e-01,1.990052e-01,6.326081e-02,3.120419e-09,4.875441e-02,2.020430e-02	6e-06	0.504087	0.251015	-163919.687694	6	10	deam	PO	1	ngsrelate	0.0
childB	founder1	99407	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.499998	3e-06	1e-06	0.25	1e-06	0.0	0.0	0.0	0.0	0.499999	-0.0	-149738.756505	118	-149738.821377	0.99995	3.858532e-01,1.491797e-01,5.716612e-08,1.414920e-01,1.973544e-01,5.715744e-02,8.669127e-09,4.919396e-02,1.976927e-02	0.0	0.497085	0.249269	-163475.084115	5	10	deam	PO	1	ngsrelate	0.0
childC	childG	99407	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.500002	8e-06	0.0	0.250002	4e-06	0.0	5e-06	0.0	5e-06	0.500004	-0.0	-153591.538491	139	-153591.627513	0.99995	3.824955e-01,1.417997e-01,1.475841e-07,1.369379e-01,1.976505e-01,6.001114e-02,1.536730e-07,5.515560e-02,2.594941e-02	2e-06	0.501773	0.250442	-165623.141675	5	10	deam	PO	1	ngsrelate	0.0
childC	founder1	99406	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.500005	0.0	4e-06	0.250003	0.0	2e-06	1.1e-05	0.0	1.1e-05	0.500006	-0.0	-151862.072387	143	-151862.155706	0.99994	3.846012e-01,1.397062e-01,3.854297e-06,1.427573e-01,1.979926e-01,5.383377e-02,1.329565e-06,5.799628e-02,2.310749e-02	2.6e-05	0.502139	0.250522	-164658.999507	6	10	deam	PO	1	ngsrelate	0.0
childC	founder2	99409	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.500007	0.0	2.6e-05	0.250007	0.0	1.3e-05	0.0	0.0	0.0	0.500013	-0.0	-155700.389168	126	-155700.443072	0.99997	3.789451e-01,1.453621e-01,1.893830e-09,1.286042e-01,1.963830e-01,6.960400e-02,3.857376e-07,5.302816e-02,2.807312e-02	2e-06	0.495168	0.248785	-166945.100423	5	10	deam	PO	1	ngsrelate	0.0
childD	founder3	99411	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.500004	0.0	1.8e-05	0.250004	0.0	9e-06	0.0	0.0	0.0	0.500009	-0.0	-156144.154101	126	-156144.193376	0.99999	3.757559e-01,1.459402e-01,2.009457e-08,1.257279e-01,1.994805e-01,7.111840e-02,2.354604e-08,5.370169e-02,2.827541e-02	0.0	0.503118	0.250777	-167264.307451	5	10	deam	PO	1	ngsrelate	0.0
childE	founder4	99411	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.500001	2e-06	0.0	0.250001	1e-06	0.0	1e-06	0.0	1e-06	0.500001	-0.0	-151592.637401	166	-151592.660743	0.99999	3.853886e-01,1.467241e-01,7.271857e-08,1.313046e-01,2.001761e-01,6.674172e-02,1.664215e-07,4.785465e-02,2.181006e-02	1e-06	0.50984	0.252436	-164360.941345	5	10	deam	PO	1	ngsrelate	0.0
childF	founder4	99411	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.500001	3e-06	0.0	0.250001	1e-06	0.0	0.0	0.0	0.0	0.500001	0.0	-151927.636823	154	-151927.660956	0.99999	3.854199e-01,1.453880e-01,6.862913e-09,1.312814e-01,1.984381e-01,6.651638e-02,5.480431e-08,5.091908e-02,2.203717e-02	0.0	0.503516	0.250876	-164777.059572	5	10	deam	PO	1	ngsrelate	0.0
childG	founder5	99408	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.500001	1e-06	4e-06	0.250001	0.0	2e-06	3e-06	0.0	3e-06	0.500003	0.0	-156853.827228	150	-156853.886943	0.99996	3.755687e-01,1.438881e-01,7.707107e-07,1.277784e-01,1.992104e-01,6.760404e-02,3.524812e-07,5.555413e-02,3.039511e-02	6e-06	0.504553	0.251131	-167527.700022	6	10	deam	PO	1	ngsrelate	0.0
