a	b	nSites	J9	J8	J7	J6	J5	J4	J3	J2	J1	rab	Fa	Fb	theta	inbred_relatedness_1_2	inbred_relatedness_2_1	fraternity	identity	zygosity	2of3_IDB	FDiff	loglh	nIter	bestoptimll	coverage	2dsfs	R0	R1	KING	2dsfs_loglike	2dsfsf_niter	cov	deamination	kinship	degree	program
childF	founder0	99398	0.735518	0.264458	0.000017	0.000000	0.000000	0.000000	0.000000	0.000005	0.000000	0.132247	0.000006	0.000005	0.066124	0.000000	0.000000	0.000023	0.000000	0.000023	0.132252	0.000000	-160000.873752	63	-1	1.000000	3.354124e-01,1.737777e-01,2.256952e-02,1.668487e-01,1.815852e-01,4.669210e-02,1.834542e-02,4.045004e-02,1.431888e-02	0.225321	0.387437	0.126123	-176043.067301	6	10	no_deam	GP	2	ngsrelate
childF	founder1	99398	0.779181	0.220806	0.000013	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.110416	0.000000	0.000000	0.055208	0.000000	0.000000	0.000013	0.000000	0.000013	0.110416	0.000000	-158553.316873	74	-1	1.000000	3.369170e-01,1.740221e-01,2.082251e-02,1.710160e-01,1.804926e-01,4.361949e-02,2.022693e-02,4.021365e-02,1.266981e-02	0.227430	0.384092	0.124572	-175156.483121	6	10	no_deam	GP	2	ngsrelate
childG	founder1	99398	0.688586	0.311356	0.000057	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.155735	0.000001	0.000001	0.077868	0.000000	0.000000	0.000058	0.000000	0.000058	0.155736	0.000000	-162197.497758	62	-1	1.000000	3.357888e-01,1.654819e-01,1.891297e-02,1.701655e-01,1.808775e-01,4.256678e-02,2.218657e-02,4.839367e-02,1.562631e-02	0.227223	0.386732	0.125169	-176919.695779	6	10	no_deam	GP	2	ngsrelate
childG	founder2	99398	0.603319	0.396662	0.000017	0.000002	0.000000	0.000000	0.000000	0.000000	0.000000	0.198348	0.000000	0.000002	0.099174	0.000000	0.000000	0.000017	0.000000	0.000017	0.198349	-0.000001	-167324.339006	98	-1	1.000000	3.298717e-01,1.666356e-01,2.368311e-02,1.605024e-01,1.800701e-01,5.303789e-02,1.826066e-02,4.697324e-02,2.096539e-02	0.232930	0.383869	0.122169	-179787.395839	6	10	no_deam	GP	2	ngsrelate
childH	founder4	99398	0.720679	0.254251	0.000000	0.000000	0.000000	0.025066	0.000003	0.000000	0.000001	0.127129	0.025070	0.000001	0.063565	0.000002	0.000001	0.000000	0.000001	0.000001	0.139663	0.012533	-163455.109349	66	-1	1.000000	3.491436e-01,1.859828e-01,2.619727e-02,1.395094e-01,1.607282e-01,4.698335e-02,2.861923e-02,4.711467e-02,1.572151e-02	0.341051	0.338798	0.068950	-178772.408123	6	10	no_deam	GP	2	ngsrelate
childB	childI	99416	0.188186	0.558957	0.080825	0.152398	0.019635	0.000000	0.000000	0.000000	0.000000	0.375029	0.000000	0.172033	0.189969	0.000000	0.009817	0.080825	0.000000	0.080825	0.456137	-0.076199	-157168.956083	146	-1	0.999970	4.136003e-01,9.801533e-02,2.295377e-02,1.609761e-01,1.697093e-01,6.583170e-02,1.180064e-02,2.957509e-02,2.753775e-02	0.204788	0.436100	0.144419	-171180.177182	6	8	deam	GP	2	ngsrelate
childD	founder0	99413	0.695580	0.304345	0.000068	0.000002	0.000002	0.000000	0.000002	0.000000	0.000000	0.152244	0.000003	0.000004	0.076122	0.000001	0.000001	0.000068	0.000000	0.000068	0.152246	-0.000001	-163763.334417	86	-1	0.999940	3.307159e-01,1.687418e-01,2.156585e-02,1.689786e-01,1.833938e-01,4.478470e-02,1.964229e-02,4.538484e-02,1.679230e-02	0.224698	0.390950	0.127067	-178678.315034	6	8	deam	GP	2	ngsrelate
childD	founder1	99414	0.719110	0.280743	0.000147	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.140518	0.000000	0.000000	0.070259	0.000000	0.000000	0.000147	0.000000	0.000147	0.140518	0.000000	-162286.587170	114	-1	0.999950	3.343502e-01,1.668971e-01,1.978997e-02,1.706520e-01,1.842006e-01,4.229286e-02,2.172876e-02,4.558165e-02,1.450682e-02	0.225399	0.394483	0.127438	-177655.054759	5	8	deam	GP	2	ngsrelate
childE	founder0	99416	0.740339	0.259602	0.000059	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.129860	0.000000	0.000000	0.064930	0.000000	0.000000	0.000060	0.000000	0.000060	0.129860	0.000000	-160919.223497	110	-1	0.999970	3.341333e-01,1.739543e-01,2.314751e-02,1.682342e-01,1.848332e-01,4.616537e-02,1.696379e-02,3.873435e-02,1.383399e-02	0.217014	0.395619	0.131296	-176858.696017	5	8	deam	GP	2	ngsrelate
childE	founder1	99417	0.783488	0.216460	0.000052	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.108282	0.000000	0.000000	0.054141	0.000000	0.000000	0.000052	0.000000	0.000052	0.108282	-0.000000	-159475.829468	98	-1	0.999980	3.360105e-01,1.741095e-01,2.112787e-02,1.713975e-01,1.839504e-01,4.386534e-02,1.930748e-02,3.863505e-02,1.159631e-02	0.219817	0.392685	0.129512	-175970.634025	6	8	deam	GP	2	ngsrelate
childF	founder0	99414	0.736392	0.263564	0.000043	0.000000	0.000000	0.000001	0.000000	0.000001	0.000000	0.131825	0.000001	0.000001	0.065912	0.000000	0.000000	0.000043	0.000000	0.000043	0.131826	0.000000	-161374.826679	86	-1	0.999950	3.339113e-01,1.738620e-01,2.247960e-02,1.672584e-01,1.829809e-01,4.648362e-02,1.817050e-02,4.066502e-02,1.418867e-02	0.222155	0.390218	0.128024	-177379.001811	5	8	deam	GP	2	ngsrelate
childF	founder1	99415	0.779423	0.220559	0.000018	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.110298	0.000000	0.000000	0.055149	0.000000	0.000000	0.000018	0.000000	0.000018	0.110298	-0.000000	-159942.275690	82	-1	0.999960	3.352170e-01,1.744829e-01,2.057660e-02,1.714195e-01,1.819143e-01,4.336104e-02,2.008648e-02,4.029767e-02,1.264449e-02	0.223529	0.386867	0.126783	-176487.161656	6	8	deam	GP	2	ngsrelate
childG	founder1	99415	0.686962	0.313010	0.000024	0.000000	0.000002	0.000002	0.000000	0.000000	0.000001	0.156531	0.000003	0.000003	0.078266	0.000001	0.000002	0.000024	0.000001	0.000025	0.156532	0.000001	-163395.533022	70	-1	0.999960	3.343640e-01,1.659374e-01,1.874912e-02,1.704346e-01,1.825461e-01,4.240364e-02,2.191906e-02,4.820320e-02,1.544277e-02	0.222783	0.390350	0.127779	-178012.282483	5	8	deam	GP	2	ngsrelate
childG	founder2	99415	0.603536	0.396421	0.000042	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.198253	0.000000	0.000000	0.099126	0.000000	0.000000	0.000042	0.000000	0.000042	0.198253	-0.000000	-168470.249360	70	-1	0.999960	3.281770e-01,1.673252e-01,2.353595e-02,1.606942e-01,1.814222e-01,5.328411e-02,1.804029e-02,4.663410e-02,2.088705e-02	0.229168	0.386404	0.124269	-180903.623512	5	8	deam	GP	2	ngsrelate
childH	founder4	99416	0.725120	0.253033	0.000003	0.000000	0.000002	0.021843	0.000000	0.000000	0.000000	0.126521	0.021843	0.000002	0.063261	0.000000	0.000001	0.000003	0.000000	0.000003	0.137443	0.010921	-164785.918137	54	-1	0.999970	3.476121e-01,1.865052e-01,2.589868e-02,1.399568e-01,1.618766e-01,4.698916e-02,2.851386e-02,4.703420e-02,1.561337e-02	0.336136	0.340866	0.071283	-180083.085357	6	8	deam	GP	2	ngsrelate
childB	childI	99410	0.198721	0.559228	0.078309	0.146580	0.017162	0.000000	0.000000	0.000000	0.000000	0.370795	0.000000	0.163741	0.187543	0.000000	0.008581	0.078309	0.000000	0.078309	0.448375	-0.073290	-161560.494308	174	-1	0.999970	4.093006e-01,9.955651e-02,2.257943e-02,1.624240e-01,1.720560e-01,6.564578e-02,1.162509e-02,2.975398e-02,2.705866e-02	0.198799	0.439384	0.147752	-175364.514487	7	4	deam	GP	2	ngsrelate
childD	founder0	99402	0.697282	0.302572	0.000141	0.000002	0.000000	0.000001	0.000000	0.000001	0.000000	0.151427	0.000002	0.000003	0.075714	0.000000	0.000000	0.000142	0.000000	0.000142	0.151430	-0.000001	-167343.103678	106	-1	0.999889	3.270096e-01,1.696937e-01,2.115530e-02,1.698121e-01,1.864906e-01,4.480320e-02,1.937762e-02,4.509472e-02,1.656319e-02	0.217346	0.396842	0.131389	-181985.125806	9	4	deam	GP	2	ngsrelate
childD	founder1	99403	0.724772	0.275009	0.000218	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.137723	0.000000	0.000000	0.068862	0.000000	0.000000	0.000218	0.000000	0.000218	0.137723	-0.000000	-166093.832500	90	-1	0.999899	3.300881e-01,1.682327e-01,1.955453e-02,1.722251e-01,1.868057e-01,4.207681e-02,2.135490e-02,4.530414e-02,1.435809e-02	0.218995	0.398520	0.130996	-181216.716347	7	4	deam	GP	2	ngsrelate
childE	founder0	99402	0.743991	0.255825	0.000184	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.128097	0.000001	0.000001	0.064048	0.000000	0.000000	0.000184	0.000000	0.000184	0.128097	-0.000000	-164476.417144	74	-1	0.999889	3.303652e-01,1.751726e-01,2.270216e-02,1.691205e-01,1.875068e-01,4.608415e-02,1.677154e-02,3.853625e-02,1.374073e-02	0.210519	0.400324	0.135036	-180168.802698	7	4	deam	GP	2	ngsrelate
childE	founder1	99403	0.783993	0.215989	0.000018	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.108012	0.000001	0.000001	0.054006	0.000000	0.000000	0.000018	0.000000	0.000018	0.108013	0.000000	-163227.089877	86	-1	0.999899	3.328158e-01,1.747847e-01,2.064544e-02,1.717858e-01,1.869120e-01,4.401974e-02,1.904599e-02,3.865362e-02,1.133694e-02	0.212354	0.398588	0.133898	-179442.713017	7	4	deam	GP	2	ngsrelate
childF	founder0	99403	0.737105	0.262882	0.000013	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.131454	0.000000	0.000000	0.065727	0.000000	0.000000	0.000013	0.000000	0.000013	0.131454	-0.000000	-165030.820018	78	-1	0.999899	3.302654e-01,1.746746e-01,2.192900e-02,1.678332e-01,1.862089e-01,4.649700e-02,1.807064e-02,4.044284e-02,1.407836e-02	0.214811	0.396656	0.132453	-180772.011931	7	4	deam	GP	2	ngsrelate
childF	founder1	99404	0.780506	0.219484	0.000004	0.000001	0.000004	0.000000	0.000000	0.000000	0.000000	0.109749	0.000000	0.000005	0.054875	0.000000	0.000002	0.000004	0.000000	0.000004	0.109751	-0.000000	-163804.151626	70	-1	0.999909	3.314798e-01,1.750952e-01,2.023404e-02,1.724672e-01,1.849409e-01,4.320473e-02,1.971297e-02,4.030874e-02,1.255638e-02	0.215999	0.392637	0.131152	-180086.939643	9	4	deam	GP	2	ngsrelate
childG	founder1	99406	0.686441	0.313521	0.000038	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.156798	0.000000	0.000000	0.078399	0.000000	0.000000	0.000038	0.000000	0.000038	0.156798	0.000000	-167307.141704	90	-1	0.999930	3.310432e-01,1.668580e-01,1.832653e-02,1.712145e-01,1.853843e-01,4.233519e-02,2.143777e-02,4.810741e-02,1.529316e-02	0.214497	0.395884	0.132438	-181695.861719	9	4	deam	GP	2	ngsrelate
childG	founder2	99407	0.606698	0.393263	0.000037	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.196670	0.000002	0.000001	0.098336	0.000001	0.000001	0.000037	0.000001	0.000039	0.196670	0.000000	-172177.743532	114	-1	0.999940	3.249119e-01,1.681057e-01,2.323031e-02,1.613559e-01,1.847057e-01,5.285277e-02,1.785054e-02,4.649371e-02,2.049352e-02	0.222412	0.393084	0.128466	-184447.373069	7	4	deam	GP	2	ngsrelate
childH	founder4	99407	0.740062	0.246731	0.000007	0.000000	0.000000	0.013200	0.000000	0.000000	0.000000	0.123372	0.013201	0.000000	0.061686	0.000000	0.000000	0.000007	0.000000	0.000007	0.129972	0.006600	-168867.067404	50	-1	0.999940	3.434423e-01,1.874215e-01,2.565427e-02,1.411772e-01,1.653711e-01,4.668931e-02,2.806389e-02,4.681250e-02,1.536798e-02	0.324834	0.347551	0.076955	-183971.931696	9	4	deam	GP	2	ngsrelate
childB	childI	89662	0.236996	0.532798	0.070534	0.140101	0.019572	0.000000	0.000000	0.000000	0.000000	0.351611	0.000000	0.159672	0.178252	0.000000	0.009786	0.070534	0.000000	0.070534	0.426555	-0.070050	-138613.615648	146	-1	0.905037	4.072884e-01,1.024221e-01,2.269935e-02,1.632721e-01,1.719093e-01,6.611818e-02,1.073428e-02,2.916742e-02,2.638891e-02	0.194484	0.435861	0.149038	-149588.532979	18	1	deam	GP	2	ngsrelate
childD	founder0	89558	0.756450	0.228981	0.014567	0.000000	0.000000	0.000001	0.000000	0.000001	0.000000	0.129058	0.000002	0.000001	0.064529	0.000000	0.000000	0.014568	0.000000	0.014568	0.129059	0.000000	-143846.080870	170	-1	0.903987	3.262618e-01,1.702844e-01,2.230201e-02,1.700790e-01,1.891328e-01,4.294650e-02,2.037651e-02,4.287586e-02,1.574116e-02	0.225654	0.403385	0.129002	-154860.318820	18	1	deam	GP	2	ngsrelate
childD	founder1	89528	0.761481	0.238190	0.000328	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.119423	0.000000	0.000002	0.059712	0.000000	0.000000	0.000328	0.000000	0.000328	0.119424	-0.000000	-142550.002288	126	-1	0.903684	3.283598e-01,1.711807e-01,1.963817e-02,1.735871e-01,1.868066e-01,4.123666e-02,2.094165e-02,4.449843e-02,1.375088e-02	0.217229	0.396547	0.131383	-154044.586796	22	1	deam	GP	2	ngsrelate
childE	founder0	89497	0.781106	0.218800	0.000089	0.000001	0.000000	0.000000	0.000000	0.000002	0.000002	0.109491	0.000003	0.000005	0.054746	0.000002	0.000002	0.000090	0.000002	0.000092	0.109494	-0.000001	-141355.837882	94	-1	0.903371	3.280648e-01,1.766352e-01,2.179041e-02,1.719673e-01,1.883717e-01,4.661118e-02,1.652315e-02,3.780380e-02,1.223250e-02	0.203393	0.399659	0.137997	-153179.875414	18	1	deam	GP	2	ngsrelate
childE	founder1	89470	0.832662	0.160173	0.007163	0.000000	0.000000	0.000000	0.000000	0.000002	0.000000	0.087250	0.000002	0.000002	0.043625	0.000000	0.000000	0.007165	0.000000	0.007165	0.087252	0.000000	-139987.905718	106	-1	0.903099	3.305600e-01,1.745831e-01,2.127458e-02,1.745987e-01,1.898185e-01,4.241553e-02,1.861050e-02,3.674755e-02,1.139156e-02	0.210122	0.405396	0.136201	-152375.004153	18	1	deam	GP	2	ngsrelate
childF	founder0	89436	0.779903	0.220068	0.000028	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.110062	0.000001	0.000001	0.055031	0.000000	0.000000	0.000029	0.000000	0.000029	0.110063	-0.000000	-141750.659827	86	-1	0.902756	3.283871e-01,1.765949e-01,2.188718e-02,1.697054e-01,1.856457e-01,4.515227e-02,1.897886e-02,3.991104e-02,1.373750e-02	0.220129	0.393126	0.129462	-153678.868790	18	1	deam	GP	2	ngsrelate
childF	founder1	89425	0.814349	0.185621	0.000028	0.000000	0.000000	0.000000	0.000000	0.000002	0.000000	0.092839	0.000003	0.000003	0.046420	0.000000	0.000000	0.000030	0.000000	0.000031	0.092841	-0.000000	-140451.735922	74	-1	0.902645	3.297799e-01,1.772700e-01,1.974433e-02,1.736652e-01,1.846683e-01,4.271813e-02,1.975838e-02,3.992390e-02,1.247185e-02	0.213912	0.390353	0.131599	-152913.230755	18	1	deam	GP	2	ngsrelate
childG	founder1	89427	0.715855	0.284063	0.000080	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.142112	0.000001	0.000001	0.071056	0.000000	0.000000	0.000082	0.000000	0.000082	0.142114	-0.000000	-143052.120609	130	-1	0.902665	3.297217e-01,1.672210e-01,1.798787e-02,1.726508e-01,1.854997e-01,4.213467e-02,2.129580e-02,4.882762e-02,1.466091e-02	0.211772	0.394581	0.133360	-154099.531664	18	1	deam	GP	2	ngsrelate
childG	founder2	89506	0.637869	0.361784	0.000345	0.000002	0.000000	0.000000	0.000000	0.000000	0.000000	0.181237	0.000001	0.000002	0.090619	0.000000	0.000000	0.000345	0.000000	0.000345	0.181238	-0.000001	-146936.043229	102	-1	0.903462	3.223838e-01,1.696839e-01,2.297708e-02,1.632287e-01,1.850641e-01,5.202332e-02,1.772000e-02,4.677340e-02,2.014569e-02	0.219908	0.391748	0.129290	-156477.063173	15	1	deam	GP	2	ngsrelate
childH	founder4	89562	0.768101	0.215628	0.000039	0.000000	0.000000	0.016229	0.000000	0.000000	0.000002	0.107856	0.016232	0.000002	0.053929	0.000003	0.000002	0.000039	0.000002	0.000042	0.115970	0.008115	-143109.636839	54	-1	0.904027	3.400485e-01,1.904021e-01,2.554508e-02,1.422277e-01,1.663617e-01,4.611320e-02,2.861296e-02,4.574680e-02,1.494195e-02	0.325544	0.347566	0.076657	-154763.632892	22	1	deam	GP	2	ngsrelate
childB	childI	99410	0.185134	0.558646	0.080919	0.154696	0.020605	0.000000	0.000000	0.000000	0.000000	0.375695	0.000000	0.175301	0.190423	0.000000	0.010302	0.080919	0.000000	0.080919	0.458195	-0.077348	-155789.026098	134	-1	1.000000	4.151146e-01,9.744769e-02,2.307485e-02,1.608754e-01,1.686499e-01,6.566013e-02,1.194045e-02,2.968512e-02,2.755183e-02	0.207621	0.433900	0.142726	-169800.082250	5	20	deam	GP	2	ngsrelate
childD	founder0	99410	0.695175	0.304695	0.000127	0.000000	0.000000	0.000000	0.000000	0.000002	0.000000	0.152475	0.000002	0.000002	0.076237	0.000000	0.000000	0.000130	0.000000	0.000130	0.152477	-0.000000	-162573.834625	102	-1	1.000000	3.321334e-01,1.682911e-01,2.174799e-02,1.686132e-01,1.821552e-01,4.487550e-02,1.978663e-02,4.546718e-02,1.692989e-02	0.228018	0.388572	0.125179	-177568.975608	5	20	deam	GP	2	ngsrelate
childD	founder1	99410	0.720202	0.279689	0.000106	0.000000	0.000001	0.000001	0.000000	0.000000	0.000000	0.139951	0.000001	0.000001	0.069976	0.000000	0.000000	0.000106	0.000000	0.000106	0.139952	0.000000	-161068.966305	98	-1	1.000000	3.355696e-01,1.665518e-01,2.005272e-02,1.704120e-01,1.827897e-01,4.244034e-02,2.179855e-02,4.570865e-02,1.467657e-02	0.228959	0.391443	0.125317	-176568.712087	5	20	deam	GP	2	ngsrelate
childE	founder0	99410	0.739729	0.260215	0.000056	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.130164	0.000000	0.000000	0.065082	0.000000	0.000000	0.000056	0.000000	0.000056	0.130164	-0.000000	-159588.881086	78	-1	1.000000	3.356895e-01,1.739227e-01,2.339661e-02,1.677433e-01,1.835228e-01,4.629833e-02,1.710088e-02,3.846742e-02,1.385851e-02	0.220667	0.393042	0.129213	-175531.975423	5	20	deam	GP	2	ngsrelate
childE	founder1	99410	0.782922	0.217071	0.000007	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.108542	0.000000	0.000000	0.054271	0.000000	0.000000	0.000007	0.000000	0.000007	0.108542	0.000000	-158109.671493	82	-1	1.000000	3.375901e-01,1.740382e-01,2.138076e-02,1.708003e-01,1.825562e-01,4.420998e-02,1.938871e-02,3.845682e-02,1.157904e-02	0.223326	0.389848	0.127448	-174648.218035	5	20	deam	GP	2	ngsrelate
childF	founder0	99410	0.735535	0.264414	0.000051	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.132258	0.000000	0.000000	0.066129	0.000000	0.000000	0.000051	0.000000	0.000051	0.132258	-0.000000	-160074.816930	58	-1	1.000000	3.352010e-01,1.736403e-01,2.257303e-02,1.670043e-01,1.816656e-01,4.657653e-02,1.832796e-02,4.060718e-02,1.440419e-02	0.225144	0.387570	0.126224	-176166.245514	5	20	deam	GP	2	ngsrelate
childF	founder1	99410	0.778972	0.221028	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.110514	0.000000	0.000000	0.055257	0.000000	0.000000	0.000000	0.000000	0.000000	0.110514	-0.000000	-158604.666830	90	-1	1.000000	3.366024e-01,1.740290e-01,2.078273e-02,1.710032e-01,1.806334e-01,4.361220e-02,2.017350e-02,4.038821e-02,1.277538e-02	0.226737	0.384335	0.124916	-175281.003499	5	20	deam	GP	2	ngsrelate
childG	founder1	99410	0.687199	0.312784	0.000017	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.156409	0.000001	0.000001	0.078204	0.000000	0.000000	0.000017	0.000000	0.000017	0.156409	-0.000000	-162227.981268	66	-1	1.000000	3.356878e-01,1.654926e-01,1.889730e-02,1.699841e-01,1.811332e-01,4.259141e-02,2.210712e-02,4.842469e-02,1.568172e-02	0.226377	0.387453	0.125671	-176994.235069	5	20	deam	GP	2	ngsrelate
childG	founder2	99410	0.602967	0.397021	0.000011	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.198522	0.000001	0.000001	0.099261	0.000000	0.000000	0.000012	0.000000	0.000012	0.198523	-0.000000	-167370.087421	74	-1	1.000000	3.296722e-01,1.667698e-01,2.363693e-02,1.601903e-01,1.802923e-01,5.322456e-02,1.827484e-02,4.685471e-02,2.108434e-02	0.232466	0.384459	0.122481	-179893.570948	5	20	deam	GP	2	ngsrelate
childH	founder4	99410	0.721660	0.253579	0.000012	0.000000	0.000000	0.024741	0.000007	0.000000	0.000001	0.126808	0.024749	0.000001	0.063405	0.000004	0.000001	0.000012	0.000001	0.000013	0.139180	0.012370	-163505.703557	42	-1	1.000000	3.489801e-01,1.863500e-01,2.616204e-02,1.396144e-01,1.608318e-01,4.691763e-02,2.863879e-02,4.686392e-02,1.564124e-02	0.340734	0.338917	0.069098	-178788.731534	5	20	deam	GP	2	ngsrelate
childB	childI	98540	0.217916	0.542180	0.077918	0.142207	0.019779	0.000000	0.000000	0.000000	0.000000	0.363842	0.000000	0.161986	0.184394	0.000000	0.009890	0.077918	0.000000	0.077918	0.439890	-0.071103	-162024.863644	122	-1	0.992636	4.067587e-01,1.005993e-01,2.253788e-02,1.635014e-01,1.732997e-01,6.601193e-02,1.124773e-02,2.904791e-02,2.699539e-02	0.194955	0.441027	0.149808	-175190.815404	11	2	deam	GP	2	ngsrelate
childD	founder0	98531	0.710335	0.288858	0.000807	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.145236	0.000000	0.000000	0.072618	0.000000	0.000000	0.000807	0.000000	0.000807	0.145236	0.000000	-168146.353716	130	-1	0.992546	3.241409e-01,1.703782e-01,2.108652e-02,1.705848e-01,1.886788e-01,4.448173e-02,1.915211e-02,4.502596e-02,1.647104e-02	0.213265	0.400839	0.133941	-181918.557907	11	2	deam	GP	2	ngsrelate
childD	founder1	98556	0.739893	0.259795	0.000311	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.130209	0.000000	0.000000	0.065105	0.000000	0.000000	0.000311	0.000000	0.000311	0.130209	0.000000	-166480.138925	238	-1	0.992797	3.281282e-01,1.675834e-01,1.995630e-02,1.729193e-01,1.885259e-01,4.214892e-02,2.125159e-02,4.540511e-02,1.408140e-02	0.218580	0.401747	0.131796	-180750.908411	10	2	deam	GP	2	ngsrelate
childE	founder0	98542	0.761204	0.238523	0.000268	0.000004	0.000001	0.000000	0.000000	0.000000	0.000000	0.119530	0.000000	0.000005	0.059765	0.000000	0.000000	0.000268	0.000000	0.000268	0.119532	-0.000002	-165271.212858	74	-1	0.992656	3.278455e-01,1.769764e-01,2.259255e-02,1.695537e-01,1.885049e-01,4.575150e-02,1.692634e-02,3.800484e-02,1.384431e-02	0.209644	0.401240	0.135597	-180034.591735	10	2	deam	GP	2	ngsrelate
childE	founder1	98571	0.800501	0.199344	0.000153	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.099825	0.000001	0.000001	0.049913	0.000000	0.000000	0.000155	0.000000	0.000155	0.099827	0.000000	-163628.906152	154	-1	0.992949	3.311932e-01,1.749151e-01,2.131440e-02,1.719638e-01,1.883913e-01,4.340940e-02,1.903242e-02,3.838436e-02,1.139609e-02	0.214165	0.401670	0.133710	-178932.589052	11	2	deam	GP	2	ngsrelate
childF	founder0	98531	0.752488	0.247484	0.000028	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.123770	0.000000	0.000000	0.061885	0.000000	0.000000	0.000028	0.000000	0.000028	0.123770	-0.000000	-166072.805985	98	-1	0.992546	3.277393e-01,1.762163e-01,2.164667e-02,1.684479e-01,1.872663e-01,4.642605e-02,1.805218e-02,4.021715e-02,1.398819e-02	0.211991	0.397588	0.133859	-180872.196091	11	2	deam	GP	2	ngsrelate
childF	founder1	98560	0.795078	0.204799	0.000123	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.102523	0.000000	0.000000	0.051261	0.000000	0.000000	0.000123	0.000000	0.000123	0.102523	0.000000	-164427.235222	90	-1	0.992838	3.294879e-01,1.756558e-01,2.045102e-02,1.729941e-01,1.857525e-01,4.329077e-02,1.960192e-02,4.027112e-02,1.249479e-02	0.215625	0.393323	0.131448	-179816.217920	11	2	deam	GP	2	ngsrelate
childG	founder1	98590	0.701849	0.298013	0.000138	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.149145	0.000000	0.000000	0.074572	0.000000	0.000000	0.000138	0.000000	0.000138	0.149145	0.000000	-167345.704905	86	-1	0.993140	3.291882e-01,1.672549e-01,1.858635e-02,1.714888e-01,1.863565e-01,4.246840e-02,2.152961e-02,4.806556e-02,1.506173e-02	0.215265	0.397016	0.132326	-180968.097274	11	2	deam	GP	2	ngsrelate
childG	founder2	98619	0.613928	0.386001	0.000069	0.000000	0.000000	0.000000	0.000000	0.000002	0.000000	0.193069	0.000002	0.000002	0.096535	0.000000	0.000000	0.000071	0.000000	0.000071	0.193071	-0.000000	-172341.055580	86	-1	0.993432	3.230088e-01,1.693696e-01,2.256669e-02,1.623635e-01,1.851888e-01,5.304669e-02,1.785628e-02,4.646678e-02,2.013281e-02	0.218280	0.392624	0.130164	-183823.147091	11	2	deam	GP	2	ngsrelate
childH	founder4	98581	0.744739	0.242864	0.000007	0.000000	0.000003	0.012386	0.000000	0.000000	0.000000	0.121441	0.012387	0.000003	0.060721	0.000000	0.000001	0.000007	0.000000	0.000007	0.127635	0.006193	-168641.439284	74	-1	0.993049	3.412700e-01,1.875195e-01,2.557158e-02,1.419835e-01,1.666909e-01,4.638551e-02,2.782480e-02,4.723629e-02,1.551787e-02	0.320332	0.349808	0.079177	-182941.437000	10	2	deam	GP	2	ngsrelate
childB	childI	99409	0.186031	0.559859	0.080552	0.153758	0.019799	0.000000	0.000000	0.000001	0.000000	0.375331	0.000001	0.173558	0.190141	0.000000	0.009900	0.080553	0.000000	0.080553	0.457161	-0.076879	-156690.287023	158	-1	0.999990	4.142062e-01,9.777348e-02,2.300441e-02,1.608259e-01,1.691875e-01,6.596063e-02,1.186383e-02,2.964115e-02,2.753689e-02	0.206092	0.434852	0.143596	-170705.365899	6	10	deam	GP	2	ngsrelate
childD	founder0	99409	0.694609	0.305366	0.000026	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.152708	0.000000	0.000000	0.076354	0.000000	0.000000	0.000026	0.000000	0.000026	0.152708	0.000000	-163151.291898	110	-1	0.999990	3.313416e-01,1.684881e-01,2.171987e-02,1.686579e-01,1.829688e-01,4.494220e-02,1.964360e-02,4.536996e-02,1.686799e-02	0.226068	0.390274	0.126345	-178105.508587	5	10	deam	GP	2	ngsrelate
