a	b	nSites	J9	J8	J7	J6	J5	J4	J3	J2	J1	rab	Fa	Fb	theta	inbred_relatedness_1_2	inbred_relatedness_2_1	fraternity	identity	zygosity	2of3_IDB	FDiff	loglh	nIter	bestoptimll	coverage	2dsfs	R0	R1	KING	2dsfs_loglike	2dsfsf_niter	cov	deamination	kinship	degree	program
childD	founder1	99407	0.720109	0.279791	0.000100	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.139996	0.000000	0.000000	0.069998	0.000000	0.000000	0.000100	0.000000	0.000100	0.139996	0.000000	-161665.865032	98	-1	0.999970	3.348049e-01,1.668148e-01,1.995440e-02,1.705899e-01,1.835891e-01,4.236265e-02,2.175374e-02,4.552423e-02,1.460625e-02	0.227182	0.393125	0.126406	-177085.338968	6	10	deam	GP	2	ngsrelate
childE	founder0	99410	0.739532	0.260380	0.000088	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.130278	0.000000	0.000000	0.065139	0.000000	0.000000	0.000089	0.000000	0.000089	0.130279	-0.000000	-160222.996595	82	-1	1.000000	3.347899e-01,1.738238e-01,2.320215e-02,1.677148e-01,1.842724e-01,4.638466e-02,1.714330e-02,3.872956e-02,1.393948e-02	0.218945	0.394589	0.130259	-176210.125625	5	10	deam	GP	2	ngsrelate
childE	founder1	99408	0.783295	0.216650	0.000052	0.000000	0.000000	0.000000	0.000000	0.000002	0.000001	0.108378	0.000002	0.000002	0.054189	0.000001	0.000001	0.000054	0.000001	0.000055	0.108380	-0.000000	-158763.893542	58	-1	0.999980	3.365771e-01,1.740599e-01,2.118171e-02,1.711530e-01,1.831520e-01,4.406101e-02,1.942926e-02,3.870654e-02,1.167944e-02	0.221734	0.390857	0.128329	-175313.551850	5	10	deam	GP	2	ngsrelate
childF	founder0	99410	0.736145	0.263852	0.000003	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.131929	0.000001	0.000001	0.065965	0.000000	0.000000	0.000003	0.000000	0.000003	0.131929	0.000000	-160759.608836	78	-1	1.000000	3.343763e-01,1.739589e-01,2.253180e-02,1.670687e-01,1.823097e-01,4.664388e-02,1.821066e-02,4.054685e-02,1.435319e-02	0.223479	0.388753	0.127170	-176824.493633	5	10	deam	GP	2	ngsrelate
childF	founder1	99408	0.779196	0.220798	0.000006	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.110405	0.000000	0.000000	0.055202	0.000000	0.000000	0.000006	0.000000	0.000006	0.110405	0.000000	-159304.366768	78	-1	0.999980	3.358659e-01,1.744408e-01,2.056840e-02,1.711129e-01,1.812089e-01,4.368746e-02,2.016540e-02,4.028921e-02,1.266100e-02	0.224789	0.385334	0.125944	-175908.458743	5	10	deam	GP	2	ngsrelate
childG	founder1	99407	0.688263	0.311679	0.000058	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.155897	0.000000	0.000000	0.077948	0.000000	0.000000	0.000058	0.000000	0.000058	0.155897	0.000000	-162894.780042	70	-1	0.999970	3.347936e-01,1.658174e-01,1.879104e-02,1.702462e-01,1.818718e-01,4.253133e-02,2.209458e-02,4.825291e-02,1.560121e-02	0.224805	0.388836	0.126615	-177596.503285	5	10	deam	GP	2	ngsrelate
childG	founder2	99408	0.603280	0.396672	0.000048	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.198384	0.000001	0.000001	0.099192	0.000000	0.000000	0.000049	0.000000	0.000049	0.198385	-0.000000	-167942.856486	94	-1	0.999980	3.288186e-01,1.670400e-01,2.353309e-02,1.605343e-01,1.809951e-01,5.314226e-02,1.816415e-02,4.682379e-02,2.094870e-02	0.230378	0.385722	0.123619	-180412.120499	5	10	deam	GP	2	ngsrelate
childH	founder4	99409	0.722919	0.254223	0.000020	0.000000	0.000000	0.022838	0.000000	0.000000	0.000000	0.127132	0.022839	0.000000	0.063566	0.000000	0.000000	0.000020	0.000000	0.000020	0.138551	0.011419	-164139.921646	54	-1	0.999990	3.482420e-01,1.862409e-01,2.597276e-02,1.399061e-01,1.614993e-01,4.684499e-02,2.852432e-02,4.708294e-02,1.568669e-02	0.337445	0.340305	0.070659	-179438.506868	5	10	deam	GP	2	ngsrelate
childB	childI	99377	0.189611	0.552956	0.081461	0.153978	0.021994	0.000000	0.000000	0.000000	0.000000	0.374435	0.000000	0.175972	0.189967	0.000000	0.010998	0.081461	0.000000	0.081462	0.456923	-0.076989	-155724.102758	102	-1	0.999960	4.150144e-01,9.762682e-02,2.309444e-02,1.606107e-01,1.683834e-01,6.586008e-02,1.206960e-02,2.954910e-02,2.779155e-02	0.208833	0.433073	0.142024	-169759.280144	7	8	no_deam	GP	2	ngsrelate
childD	founder0	99378	0.696178	0.303759	0.000059	0.000000	0.000000	0.000000	0.000000	0.000002	0.000001	0.151940	0.000004	0.000004	0.075971	0.000001	0.000001	0.000062	0.000001	0.000063	0.151942	-0.000000	-162527.178423	70	-1	0.999970	3.322466e-01,1.682242e-01,2.199961e-02,1.684624e-01,1.819973e-01,4.504995e-02,1.968608e-02,4.537615e-02,1.695776e-02	0.229046	0.388221	0.124668	-177477.843124	6	8	no_deam	GP	2	ngsrelate
childD	founder1	99379	0.721762	0.278228	0.000006	0.000000	0.000000	0.000000	0.000000	0.000004	0.000000	0.139120	0.000004	0.000004	0.069560	0.000000	0.000000	0.000010	0.000000	0.000010	0.139124	0.000000	-160972.005787	98	-1	0.999980	3.357969e-01,1.666885e-01,1.995840e-02,1.704839e-01,1.826233e-01,4.240112e-02,2.204202e-02,4.550315e-02,1.450271e-02	0.229984	0.390992	0.124787	-176347.368846	6	8	no_deam	GP	2	ngsrelate
childE	founder0	99379	0.740084	0.259904	0.000009	0.000001	0.000000	0.000000	0.000001	0.000000	0.000000	0.129962	0.000001	0.000002	0.064981	0.000000	0.000000	0.000009	0.000000	0.000009	0.129963	-0.000001	-159536.793768	106	-1	0.999980	3.355132e-01,1.736006e-01,2.339714e-02,1.677247e-01,1.831923e-01,4.649654e-02,1.714193e-02,3.881993e-02,1.411379e-02	0.221292	0.392123	0.128765	-175545.848136	6	8	no_deam	GP	2	ngsrelate
childE	founder1	99380	0.784191	0.215808	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.107905	0.000000	0.000000	0.053953	0.000000	0.000000	0.000002	0.000000	0.000002	0.107905	0.000000	-158007.361439	74	-1	0.999990	3.377263e-01,1.735841e-01,2.122330e-02,1.708942e-01,1.824330e-01,4.406571e-02,1.968437e-02,3.881000e-02,1.157906e-02	0.224234	0.389596	0.127007	-174525.222654	6	8	no_deam	GP	2	ngsrelate
childF	founder0	99380	0.737795	0.262198	0.000004	0.000002	0.000001	0.000000	0.000000	0.000000	0.000000	0.131104	0.000000	0.000002	0.065552	0.000000	0.000000	0.000004	0.000000	0.000004	0.131105	-0.000001	-160034.580131	70	-1	0.999990	3.352476e-01,1.735528e-01,2.281216e-02,1.668273e-01,1.815548e-01,4.671826e-02,1.838141e-02,4.041857e-02,1.448714e-02	0.226893	0.387350	0.125429	-176096.025576	6	8	no_deam	GP	2	ngsrelate
childF	founder1	99381	0.780259	0.219655	0.000086	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.109914	0.000001	0.000000	0.054957	0.000000	0.000000	0.000086	0.000000	0.000086	0.109914	-0.000000	-158505.409145	78	-1	1.000000	3.367696e-01,1.740908e-01,2.077865e-02,1.712584e-01,1.804455e-01,4.336338e-02,2.027605e-02,4.029593e-02,1.272182e-02	0.227519	0.383875	0.124492	-175063.434837	6	8	no_deam	GP	2	ngsrelate
childG	founder1	99380	0.688721	0.311244	0.000035	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.155657	0.000000	0.000000	0.077829	0.000000	0.000000	0.000035	0.000000	0.000035	0.155657	0.000000	-162081.287765	66	-1	0.999990	3.359571e-01,1.654003e-01,1.882939e-02,1.701355e-01,1.808539e-01,4.248387e-02,2.222014e-02,4.856282e-02,1.555701e-02	0.226976	0.386744	0.125277	-176770.614992	6	8	no_deam	GP	2	ngsrelate
childG	founder2	99379	0.602418	0.397552	0.000027	0.000000	0.000000	0.000000	0.000000	0.000000	0.000002	0.198805	0.000003	0.000002	0.099404	0.000002	0.000002	0.000027	0.000002	0.000029	0.198806	0.000000	-167206.933004	86	-1	0.999980	3.301345e-01,1.663077e-01,2.376654e-02,1.600910e-01,1.800716e-01,5.325463e-02,1.814613e-02,4.710126e-02,2.112656e-02	0.232756	0.384221	0.122311	-179700.778624	6	8	no_deam	GP	2	ngsrelate
childH	founder4	99378	0.721162	0.253508	0.000019	0.000000	0.000000	0.025301	0.000000	0.000005	0.000005	0.126778	0.025311	0.000010	0.063392	0.000005	0.000005	0.000024	0.000005	0.000029	0.139434	0.012651	-163371.765364	62	-1	0.999970	3.490125e-01,1.861744e-01,2.612152e-02,1.397272e-01,1.604114e-01,4.703556e-02,2.874620e-02,4.701797e-02,1.575329e-02	0.342044	0.337834	0.068409	-178640.998950	6	8	no_deam	GP	2	ngsrelate
childB	childI	98870	0.180660	0.560651	0.081626	0.162234	0.014828	0.000000	0.000000	0.000000	0.000000	0.373073	0.000000	0.177062	0.188390	0.000000	0.007414	0.081627	0.000000	0.081627	0.457897	-0.081117	-153141.377481	158	-1	0.996211	4.147330e-01,9.689698e-02,2.334212e-02,1.608103e-01,1.693112e-01,6.595186e-02,1.188507e-02,2.938106e-02,2.768844e-02	0.208062	0.436069	0.142926	-166684.259807	10	4	no_deam	GP	2	ngsrelate
childD	founder0	98854	0.702314	0.297481	0.000205	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.148946	0.000000	0.000000	0.074473	0.000000	0.000000	0.000205	0.000000	0.000205	0.148946	-0.000000	-159868.272007	106	-1	0.996050	3.321714e-01,1.687053e-01,2.197068e-02,1.683755e-01,1.825841e-01,4.453248e-02,1.937188e-02,4.540224e-02,1.688648e-02	0.226430	0.389839	0.126106	-174166.423368	10	4	no_deam	GP	2	ngsrelate
childD	founder1	98841	0.728909	0.270939	0.000152	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.135622	0.000000	0.000000	0.067811	0.000000	0.000000	0.000152	0.000000	0.000152	0.135622	0.000000	-158518.785809	70	-1	0.995919	3.355090e-01,1.670758e-01,2.031032e-02,1.704249e-01,1.824371e-01,4.245419e-02,2.179488e-02,4.544718e-02,1.454659e-02	0.230793	0.390234	0.124294	-173276.293327	10	4	no_deam	GP	2	ngsrelate
childE	founder0	98879	0.748601	0.251281	0.000118	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.125759	0.000000	0.000000	0.062879	0.000000	0.000000	0.000118	0.000000	0.000118	0.125759	-0.000000	-157008.087895	82	-1	0.996302	3.350654e-01,1.744006e-01,2.324217e-02,1.679168e-01,1.833431e-01,4.635393e-02,1.709792e-02,3.869741e-02,1.388265e-02	0.220025	0.392003	0.129289	-172354.555132	11	4	no_deam	GP	2	ngsrelate
childE	founder1	98865	0.793953	0.206046	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.103024	0.000000	0.000000	0.051512	0.000000	0.000000	0.000001	0.000000	0.000001	0.103024	-0.000000	-155668.851154	102	-1	0.996161	3.373330e-01,1.737794e-01,2.154599e-02,1.708229e-01,1.825092e-01,4.428937e-02,1.956420e-02,3.859048e-02,1.156549e-02	0.225250	0.389484	0.126547	-171534.179866	10	4	no_deam	GP	2	ngsrelate
childF	founder0	98884	0.741265	0.258693	0.000042	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.129389	0.000000	0.000000	0.064694	0.000000	0.000000	0.000042	0.000000	0.000042	0.129389	0.000000	-157520.882741	78	-1	0.996352	3.347161e-01,1.742458e-01,2.213686e-02,1.668991e-01,1.818021e-01,4.676705e-02,1.850336e-02,4.040887e-02,1.452071e-02	0.223541	0.387670	0.126933	-172916.459731	13	4	no_deam	GP	2	ngsrelate
childF	founder1	98870	0.791371	0.208614	0.000015	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.104322	0.000000	0.000000	0.052161	0.000000	0.000000	0.000015	0.000000	0.000015	0.104322	0.000000	-156234.057117	86	-1	0.996211	3.355955e-01,1.747636e-01,2.071421e-02,1.715392e-01,1.803369e-01,4.351679e-02,2.058453e-02,3.988368e-02,1.306563e-02	0.229009	0.382879	0.123662	-172174.396409	10	4	no_deam	GP	2	ngsrelate
childG	founder1	98846	0.697058	0.302870	0.000070	0.000000	0.000000	0.000002	0.000000	0.000001	0.000000	0.151505	0.000003	0.000001	0.075752	0.000000	0.000000	0.000070	0.000000	0.000070	0.151506	0.000001	-159608.448031	78	-1	0.995970	3.358765e-01,1.659909e-01,1.922894e-02,1.697884e-01,1.805085e-01,4.235198e-02,2.218204e-02,4.830016e-02,1.577261e-02	0.229413	0.385832	0.124055	-173674.840405	10	4	no_deam	GP	2	ngsrelate
childG	founder2	98851	0.611498	0.388296	0.000205	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.194353	0.000000	0.000000	0.097177	0.000000	0.000000	0.000205	0.000000	0.000205	0.194353	-0.000000	-164506.084971	114	-1	0.996020	3.300456e-01,1.667479e-01,2.433988e-02,1.596550e-01,1.801095e-01,5.294443e-02,1.847234e-02,4.649920e-02,2.118624e-02	0.237701	0.384308	0.120200	-176430.025808	13	4	no_deam	GP	2	ngsrelate
childH	founder4	98843	0.725300	0.247456	0.000008	0.000000	0.000000	0.027236	0.000000	0.000000	0.000000	0.123736	0.027236	0.000001	0.061868	0.000000	0.000000	0.000008	0.000000	0.000008	0.137354	0.013618	-160374.690616	66	-1	0.995939	3.489237e-01,1.861461e-01,2.671498e-02,1.398176e-01,1.605381e-01,4.662096e-02,2.871015e-02,4.672794e-02,1.580039e-02	0.345246	0.338162	0.067110	-175030.481705	10	4	no_deam	GP	2	ngsrelate
childB	childI	68467	0.222756	0.528029	0.076486	0.172199	0.000531	0.000000	0.000000	0.000000	0.000000	0.340899	0.000000	0.172730	0.170516	0.000000	0.000266	0.076486	0.000000	0.076486	0.427131	-0.086099	-91615.183107	198	-1	0.695909	4.084057e-01,9.880742e-02,2.434534e-02,1.649401e-01,1.706947e-01,6.529115e-02,1.189719e-02,2.862189e-02,2.699654e-02	0.212324	0.433342	0.140490	-99386.386600	26	1	no_deam	GP	2	ngsrelate
childD	founder0	68248	0.766284	0.232700	0.001013	0.000001	0.000000	0.000001	0.000000	0.000000	0.000001	0.117364	0.000002	0.000002	0.058682	0.000001	0.000001	0.001013	0.000001	0.001014	0.117365	0.000000	-95228.470542	82	-1	0.693683	3.288940e-01,1.717360e-01,2.187128e-02,1.704713e-01,1.830645e-01,4.454737e-02,2.078764e-02,4.375402e-02,1.487393e-02	0.233027	0.386891	0.122699	-102976.855888	26	1	no_deam	GP	2	ngsrelate
childD	founder1	66414	0.801392	0.189983	0.008625	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.103616	0.000000	0.000000	0.051808	0.000000	0.000000	0.008625	0.000000	0.008625	0.103616	0.000000	-91779.899308	102	-1	0.675042	3.252718e-01,1.813700e-01,1.511316e-02,1.669067e-01,1.962374e-01,3.568332e-02,2.168364e-02,4.649333e-02,1.124058e-02	0.187512	0.419984	0.149033	-99453.682357	30	1	no_deam	GP	2	ngsrelate
childE	founder0	68324	0.817380	0.182090	0.000529	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.091574	0.000001	0.000001	0.045787	0.000000	0.000000	0.000529	0.000000	0.000529	0.091574	-0.000000	-93911.137643	94	-1	0.694455	3.330285e-01,1.763220e-01,2.371995e-02,1.699037e-01,1.830072e-01,4.576803e-02,1.833220e-02,3.703909e-02,1.287933e-02	0.229784	0.388480	0.124399	-102258.623994	30	1	no_deam	GP	2	ngsrelate
childE	founder1	66361	0.862606	0.135226	0.002167	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.069781	0.000001	0.000001	0.034891	0.000001	0.000001	0.002167	0.000001	0.002168	0.069781	0.000000	-90185.402599	70	-1	0.674503	3.260567e-01,1.899027e-01,1.625531e-02,1.686684e-01,1.955015e-01,3.529122e-02,1.851252e-02,3.970793e-02,1.010367e-02	0.177839	0.417437	0.152765	-98546.896317	26	1	no_deam	GP	2	ngsrelate
childF	founder0	68456	0.819613	0.179648	0.000736	0.000003	0.000000	0.000000	0.000000	0.000000	0.000000	0.090561	0.000000	0.000003	0.045280	0.000000	0.000000	0.000736	0.000000	0.000736	0.090562	-0.000001	-94246.890524	78	-1	0.695797	3.302703e-01,1.791240e-01,2.404071e-02,1.711244e-01,1.810488e-01,4.403183e-02,1.771649e-02,3.954788e-02,1.309558e-02	0.230641	0.380686	0.122542	-102523.032102	27	1	no_deam	GP	2	ngsrelate
childF	founder1	66455	0.831672	0.168294	0.000033	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.084181	0.000001	0.000001	0.042091	0.000001	0.000001	0.000033	0.000001	0.000034	0.084181	0.000000	-90401.385769	86	-1	0.675459	3.265655e-01,1.908486e-01,1.432035e-02,1.691839e-01,1.919214e-01,3.697651e-02,1.805076e-02,4.065581e-02,1.147722e-02	0.168669	0.408312	0.154812	-98729.998639	30	1	no_deam	GP	2	ngsrelate
childG	founder1	66296	0.749088	0.246713	0.004199	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.127555	0.000001	0.000000	0.063778	0.000000	0.000000	0.004199	0.000000	0.004199	0.127556	0.000000	-91827.293475	126	-1	0.673843	3.282587e-01,1.786556e-01,1.369665e-02,1.658717e-01,1.955982e-01,3.509586e-02,1.995749e-02,5.018860e-02,1.267730e-02	0.172058	0.422034	0.156259	-99273.390852	30	1	no_deam	GP	2	ngsrelate
childG	founder2	65590	0.640943	0.344245	0.014810	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	0.186934	0.000000	0.000001	0.093467	0.000000	0.000000	0.014810	0.000000	0.014810	0.186934	-0.000000	-93460.329952	110	-1	0.666667	3.187128e-01,1.825246e-01,1.773434e-02,1.512882e-01,2.044389e-01,4.138182e-02,1.563000e-02,4.900654e-02,1.928286e-02	0.163200	0.446797	0.165303	-99794.126351	26	1	no_deam	GP	2	ngsrelate
childH	founder4	65942	0.780972	0.199208	0.000068	0.000000	0.000000	0.019730	0.000021	0.000000	0.000001	0.099688	0.019752	0.000001	0.049847	0.000011	0.000001	0.000068	0.000001	0.000069	0.109559	0.009865	-91333.318462	86	-1	0.670244	3.341080e-01,2.050289e-01,2.039335e-02,1.366422e-01,1.753804e-01,4.060954e-02,2.620805e-02,4.853457e-02,1.309509e-02	0.265716	0.367353	0.105143	-99119.385075	30	1	no_deam	GP	2	ngsrelate
childB	childI	99408	0.184952	0.558731	0.080901	0.154756	0.020659	0.000000	0.000000	0.000000	0.000000	0.375761	0.000000	0.175415	0.190463	0.000000	0.010329	0.080901	0.000000	0.080901	0.458304	-0.077378	-155777.802942	146	-1	1.000000	4.151270e-01,9.739666e-02,2.309655e-02,1.608022e-01,1.686184e-01,6.572942e-02,1.192051e-02,2.972597e-02,2.758327e-02	0.207671	0.433833	0.142691	-169803.413059	5	20	no_deam	GP	2	ngsrelate
childD	founder0	99408	0.695090	0.304787	0.000121	0.000000	0.000000	0.000000	0.000001	0.000001	0.000000	0.152515	0.000002	0.000001	0.076258	0.000000	0.000000	0.000122	0.000000	0.000122	0.152516	0.000000	-162556.749229	82	-1	1.000000	3.321360e-01,1.683669e-01,2.177888e-02,1.684768e-01,1.821045e-01,4.500637e-02,1.975751e-02,4.541268e-02,1.696038e-02	0.228091	0.388449	0.125123	-177567.453423	5	20	no_deam	GP	2	ngsrelate
childD	founder1	99408	0.720094	0.279855	0.000050	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.139978	0.000000	0.000000	0.069989	0.000000	0.000000	0.000051	0.000000	0.000051	0.139978	0.000000	-161052.845649	102	-1	1.000000	3.355565e-01,1.666566e-01,2.006876e-02,1.703987e-01,1.827371e-01,4.245130e-02,2.178882e-02,4.561511e-02,1.472717e-02	0.229059	0.391317	0.125250	-176554.595698	5	20	no_deam	GP	2	ngsrelate
childE	founder0	99408	0.739635	0.260336	0.000028	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.130196	0.000000	0.000000	0.065098	0.000000	0.000000	0.000028	0.000000	0.000028	0.130196	0.000000	-159572.124247	98	-1	1.000000	3.356569e-01,1.739273e-01,2.338842e-02,1.676021e-01,1.834915e-01,4.644493e-02,1.711127e-02,3.846536e-02,1.391231e-02	0.220717	0.392967	0.129177	-175547.968158	5	20	no_deam	GP	2	ngsrelate
childE	founder1	99408	0.782952	0.216989	0.000059	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.108554	0.000000	0.000000	0.054277	0.000000	0.000000	0.000059	0.000000	0.000059	0.108554	-0.000000	-158093.757596	74	-1	1.000000	3.375469e-01,1.740503e-01,2.137650e-02,1.707954e-01,1.825314e-01,4.421172e-02,1.940169e-02,3.842705e-02,1.165901e-02	0.223404	0.389806	0.127406	-174651.754339	5	20	no_deam	GP	2	ngsrelate
childF	founder0	99408	0.735374	0.264564	0.000061	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.132343	0.000001	0.000001	0.066172	0.000000	0.000000	0.000062	0.000000	0.000062	0.132344	-0.000000	-160055.615322	62	-1	1.000000	3.352105e-01,1.737084e-01,2.257359e-02,1.668314e-01,1.816356e-01,4.671653e-02,1.832814e-02,4.054034e-02,1.445552e-02	0.225186	0.387532	0.126199	-176171.702256	5	20	no_deam	GP	2	ngsrelate
childF	founder1	99408	0.778862	0.221126	0.000012	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.110575	0.000000	0.000000	0.055287	0.000000	0.000000	0.000012	0.000000	0.000012	0.110575	-0.000000	-158586.408629	62	-1	1.000000	3.366729e-01,1.740851e-01,2.073269e-02,1.708313e-01,1.806151e-01,4.373892e-02,2.023978e-02,4.030861e-02,1.277561e-02	0.226850	0.384339	0.124868	-175270.727612	5	20	no_deam	GP	2	ngsrelate
childG	founder1	99408	0.687274	0.312675	0.000048	0.000000	0.000000	0.000000	0.000001	0.000002	0.000000	0.156387	0.000003	0.000002	0.078194	0.000001	0.000000	0.000050	0.000000	0.000051	0.156389	0.000000	-162206.446901	74	-1	1.000000	3.357379e-01,1.654293e-01,1.895215e-02,1.699370e-01,1.811025e-01,4.261225e-02,2.206908e-02,4.847695e-02,1.568283e-02	0.226508	0.387404	0.125605	-176984.735853	5	20	no_deam	GP	2	ngsrelate
childG	founder2	99408	0.603136	0.396857	0.000006	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.198435	0.000000	0.000000	0.099217	0.000000	0.000000	0.000006	0.000000	0.000006	0.198435	-0.000000	-167339.945485	66	-1	1.000000	3.297324e-01,1.667512e-01,2.363542e-02,1.602059e-01,1.802393e-01,5.320585e-02,1.829829e-02,4.687760e-02,2.105403e-02	0.232656	0.384327	0.122374	-179857.762063	5	20	no_deam	GP	2	ngsrelate
childH	founder4	99408	0.721266	0.253836	0.000004	0.000000	0.000001	0.024892	0.000002	0.000000	0.000000	0.126924	0.024894	0.000001	0.063462	0.000001	0.000000	0.000004	0.000000	0.000004	0.139370	0.012446	-163484.940009	54	-1	1.000000	3.490260e-01,1.862426e-01,2.610450e-02,1.397365e-01,1.607729e-01,4.678518e-02,2.869983e-02,4.697814e-02,1.565440e-02	0.340880	0.338793	0.069021	-178769.063211	5	20	no_deam	GP	2	ngsrelate
childB	childI	92076	0.213599	0.531787	0.075517	0.157621	0.021468	0.000000	0.000000	0.000007	0.000000	0.357512	0.000008	0.179096	0.181440	0.000000	0.010734	0.075524	0.000000	0.075525	0.441697	-0.078810	-134770.051846	143	-1	0.930841	4.127706e-01,9.916738e-02,2.297065e-02,1.617028e-01,1.682218e-01,6.726490e-02,1.249058e-02,2.839369e-02,2.701762e-02	0.210800	0.429148	0.140409	-146308.038465	18	2	no_deam	GP	2	ngsrelate
childD	founder0	91984	0.734527	0.265304	0.000167	0.000000	0.000000	0.000000	0.000002	0.000000	0.000000	0.132820	0.000002	0.000000	0.066410	0.000001	0.000000	0.000167	0.000000	0.000167	0.132821	-0.000000	-140752.833001	106	-1	0.929911	3.284675e-01,1.694486e-01,2.278047e-02,1.710810e-01,1.829999e-01,4.400626e-02,1.937949e-02,4.578749e-02,1.604924e-02	0.230382	0.387315	0.123920	-152694.094168	18	2	no_deam	GP	2	ngsrelate
childD	founder1	91898	0.744663	0.255223	0.000115	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.127726	0.000000	0.000000	0.063863	0.000000	0.000000	0.000115	0.000000	0.000115	0.127726	0.000000	-139336.374748	70	-1	0.929042	3.342436e-01,1.669488e-01,1.986881e-02,1.718836e-01,1.818673e-01,4.356595e-02,2.143564e-02,4.590240e-02,1.428395e-02	0.227113	0.387277	0.125321	-151697.318461	17	2	no_deam	GP	2	ngsrelate
childE	founder0	91933	0.762778	0.237107	0.000114	0.000000	0.000000	0.000000	0.000000	0.000001	0.000001	0.118668	0.000002	0.000002	0.059335	0.000001	0.000001	0.000114	0.000001	0.000115	0.118669	-0.000000	-138303.884104	94	-1	0.929395	3.325835e-01,1.748262e-01,2.323423e-02,1.699034e-01,1.843590e-01,4.647069e-02,1.584768e-02,3.933996e-02,1.343537e-02	0.211988	0.392569	0.132867	-151005.802631	15	2	no_deam	GP	2	ngsrelate
childE	founder1	91874	0.819598	0.180257	0.000144	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.090273	0.000000	0.000000	0.045137	0.000000	0.000000	0.000144	0.000000	0.000144	0.090273	-0.000000	-136874.733747	74	-1	0.928799	3.353667e-01,1.736808e-01,2.159844e-02,1.724147e-01,1.836552e-01,4.485518e-02,1.938892e-02,3.790927e-02,1.113077e-02	0.223176	0.390883	0.127712	-150216.756819	18	2	no_deam	GP	2	ngsrelate
childF	founder0	92082	0.765539	0.234420	0.000039	0.000000	0.000000	0.000000	0.000000	0.000002	0.000000	0.117248	0.000003	0.000003	0.058624	0.000000	0.000000	0.000041	0.000000	0.000041	0.117251	0.000000	-139041.602437	70	-1	0.930902	3.323093e-01,1.766620e-01,2.227990e-02,1.680429e-01,1.802367e-01,4.599438e-02,1.857629e-02,4.134464e-02,1.455389e-02	0.226681	0.381131	0.124318	-151839.411189	18	2	no_deam	GP	2	ngsrelate
childF	founder1	92014	0.811076	0.188779	0.000145	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.094534	0.000000	0.000000	0.047267	0.000000	0.000000	0.000145	0.000000	0.000145	0.094535	0.000000	-137619.748412	94	-1	0.930214	3.355828e-01,1.753854e-01,2.110033e-02,1.708051e-01,1.794669e-01,4.336603e-02,2.079797e-02,4.052875e-02,1.296673e-02	0.233460	0.380240	0.121252	-151005.611581	14	2	no_deam	GP	2	ngsrelate
childG	founder1	91973	0.719401	0.280486	0.000112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.140356	0.000000	0.000001	0.070178	0.000000	0.000000	0.000112	0.000000	0.000113	0.140356	-0.000000	-140365.875821	142	-1	0.929800	3.338575e-01,1.659949e-01,1.899801e-02,1.706732e-01,1.806480e-01,4.310766e-02,2.259830e-02,4.851723e-02,1.560517e-02	0.230262	0.384448	0.123426	-152303.350664	18	2	no_deam	GP	2	ngsrelate
childG	founder2	92076	0.629493	0.370398	0.000105	0.000000	0.000000	0.000000	0.000000	0.000000	0.000004	0.185308	0.000004	0.000004	0.092656	0.000004	0.000004	0.000105	0.000004	0.000109	0.185308	0.000000	-144736.501277	138	-1	0.930841	3.276234e-01,1.679429e-01,2.389350e-02,1.598457e-01,1.808115e-01,5.293837e-02,1.909752e-02,4.712385e-02,2.072331e-02	0.237767	0.384018	0.120117	-154813.406032	18	2	no_deam	GP	2	ngsrelate
