a	b	J9	J8	J7	cov	deamination	kinship	degree	program	RMSE
childD	founder3	0.069	0.925	0.006	1	no_deam	PO	1	lcmlkin	0.0589406481131654
childE	founder4	0.134	0.859	0.006	1	no_deam	PO	1	lcmlkin	0.1123580586043268
childF	founder4	0.129	0.867	0.004	1	no_deam	PO	1	lcmlkin	0.1069984423562636
childG	founder5	0.064	0.933	0.003	1	no_deam	PO	1	lcmlkin	0.0535225809043871
childA	childD	0.002	0.998	0.0	20	no_deam	PO	1	lcmlkin	0.0016329931618554
childA	childH	0.0	0.95	0.05	20	no_deam	PO	1	lcmlkin	0.0408248290463863
childA	founder0	0.001	0.998	0.001	20	no_deam	PO	1	lcmlkin	0.001414213562373
childA	founder1	0.001	0.998	0.0	20	no_deam	PO	1	lcmlkin	0.0012909944487358
childB	childE	0.002	0.998	0.0	20	no_deam	PO	1	lcmlkin	0.0016329931618554
childB	childF	0.002	0.998	0.0	20	no_deam	PO	1	lcmlkin	0.0016329931618554
childB	founder0	0.001	0.998	0.0	20	no_deam	PO	1	lcmlkin	0.0012909944487358
childB	founder1	0.002	0.998	0.0	20	no_deam	PO	1	lcmlkin	0.0016329931618554
childC	childG	0.0	0.998	0.002	20	no_deam	PO	1	lcmlkin	0.0016329931618554
childC	founder1	0.001	0.998	0.001	20	no_deam	PO	1	lcmlkin	0.001414213562373
childC	founder2	0.0	0.998	0.001	20	no_deam	PO	1	lcmlkin	0.0012909944487358
childD	founder3	0.0	0.998	0.002	20	no_deam	PO	1	lcmlkin	0.0016329931618554
childE	founder4	0.001	0.998	0.001	20	no_deam	PO	1	lcmlkin	0.001414213562373
childF	founder4	0.001	0.998	0.001	20	no_deam	PO	1	lcmlkin	0.001414213562373
childG	founder5	0.0	0.997	0.002	20	no_deam	PO	1	lcmlkin	0.0020816659994661
childA	childD	0.124	0.875	0.001	2	no_deam	PO	1	lcmlkin	0.1016562836228041
childA	childH	0.019	0.927	0.054	2	no_deam	PO	1	lcmlkin	0.0535599352750417
childA	founder0	0.099	0.9	0.001	2	no_deam	PO	1	lcmlkin	0.0812444869924517
childA	founder1	0.114	0.885	0.001	2	no_deam	PO	1	lcmlkin	0.0934915325934208
childB	childE	0.142	0.857	0.001	2	no_deam	PO	1	lcmlkin	0.1163529114375742
childB	childF	0.143	0.856	0.001	2	no_deam	PO	1	lcmlkin	0.1171693930455674
childB	founder0	0.098	0.902	0.001	2	no_deam	PO	1	lcmlkin	0.0800187478032492
childB	founder1	0.139	0.859	0.001	2	no_deam	PO	1	lcmlkin	0.1143138953350233
childC	childG	0.072	0.927	0.001	2	no_deam	PO	1	lcmlkin	0.0592002252247967
childC	founder1	0.091	0.908	0.001	2	no_deam	PO	1	lcmlkin	0.0747127833774113
childC	founder2	0.053	0.946	0.001	2	no_deam	PO	1	lcmlkin	0.0436882898116494
childD	founder3	0.042	0.957	0.001	2	no_deam	PO	1	lcmlkin	0.0347083083233203
childE	founder4	0.074	0.925	0.001	2	no_deam	PO	1	lcmlkin	0.0608331050224026
childF	founder4	0.086	0.913	0.001	2	no_deam	PO	1	lcmlkin	0.0706304938866115
childG	founder5	0.039	0.958	0.003	2	no_deam	PO	1	lcmlkin	0.0331360830515618
childA	childD	0.002	0.998	0.0	10	no_deam	PO	1	lcmlkin	0.0016329931618554
childA	childH	0.001	0.95	0.048	10	no_deam	PO	1	lcmlkin	0.0400208279108099
childA	founder0	0.002	0.998	0.0	10	no_deam	PO	1	lcmlkin	0.0016329931618554
childA	founder1	0.002	0.997	0.0	10	no_deam	PO	1	lcmlkin	0.0020816659994661
childB	childE	0.003	0.997	0.0	10	no_deam	PO	1	lcmlkin	0.0024494897427831
childB	childF	0.002	0.998	0.0	10	no_deam	PO	1	lcmlkin	0.0016329931618554
childB	founder0	0.002	0.998	0.0	10	no_deam	PO	1	lcmlkin	0.0016329931618554
childB	founder1	0.003	0.997	0.0	10	no_deam	PO	1	lcmlkin	0.0024494897427831
childC	childG	0.002	0.997	0.001	10	no_deam	PO	1	lcmlkin	0.0021602468994692
childC	founder1	0.002	0.998	0.001	10	no_deam	PO	1	lcmlkin	0.0017320508075688
childC	founder2	0.001	0.998	0.001	10	no_deam	PO	1	lcmlkin	0.001414213562373
childD	founder3	0.001	0.998	0.002	10	no_deam	PO	1	lcmlkin	0.0017320508075688
childE	founder4	0.001	0.998	0.001	10	no_deam	PO	1	lcmlkin	0.001414213562373
childF	founder4	0.002	0.998	0.001	10	no_deam	PO	1	lcmlkin	0.0017320508075688
childG	founder5	0.001	0.997	0.002	10	no_deam	PO	1	lcmlkin	0.0021602468994692
childA	childD	0.002	0.998	0.0	8	deam	PO	1	lcmlkin	0.0016329931618554
childA	childH	0.0	0.95	0.05	8	deam	PO	1	lcmlkin	0.0408248290463863
childA	founder0	0.001	0.998	0.0	8	deam	PO	1	lcmlkin	0.0012909944487358
childA	founder1	0.002	0.998	0.0	8	deam	PO	1	lcmlkin	0.0016329931618554
childB	childE	0.002	0.998	0.0	8	deam	PO	1	lcmlkin	0.0016329931618554
childB	childF	0.002	0.998	0.0	8	deam	PO	1	lcmlkin	0.0016329931618554
childB	founder0	0.001	0.998	0.0	8	deam	PO	1	lcmlkin	0.0012909944487358
childB	founder1	0.002	0.998	0.0	8	deam	PO	1	lcmlkin	0.0016329931618554
childC	childG	0.001	0.998	0.001	8	deam	PO	1	lcmlkin	0.001414213562373
childC	founder1	0.001	0.998	0.001	8	deam	PO	1	lcmlkin	0.001414213562373
childC	founder2	0.0	0.998	0.001	8	deam	PO	1	lcmlkin	0.0012909944487358
childD	founder3	0.0	0.998	0.002	8	deam	PO	1	lcmlkin	0.0016329931618554
childE	founder4	0.001	0.998	0.001	8	deam	PO	1	lcmlkin	0.001414213562373
childF	founder4	0.001	0.998	0.001	8	deam	PO	1	lcmlkin	0.001414213562373
childG	founder5	0.0	0.997	0.002	8	deam	PO	1	lcmlkin	0.0020816659994661
childA	childD	0.005	0.995	0.0	4	deam	PO	1	lcmlkin	0.0040824829046386
childA	childH	0.001	0.951	0.048	4	deam	PO	1	lcmlkin	0.0396063967897443
childA	founder0	0.005	0.995	0.0	4	deam	PO	1	lcmlkin	0.0040824829046386
childA	founder1	0.005	0.995	0.0	4	deam	PO	1	lcmlkin	0.0040824829046386
childB	childE	0.007	0.993	0.0	4	deam	PO	1	lcmlkin	0.005715476066494
childB	childF	0.009	0.991	0.0	4	deam	PO	1	lcmlkin	0.0073484692283495
childB	founder0	0.005	0.995	0.0	4	deam	PO	1	lcmlkin	0.0040824829046386
childB	founder1	0.008	0.992	0.0	4	deam	PO	1	lcmlkin	0.0065319726474218
childC	childG	0.003	0.996	0.001	4	deam	PO	1	lcmlkin	0.0029439202887759
childC	founder1	0.003	0.996	0.001	4	deam	PO	1	lcmlkin	0.0029439202887759
childC	founder2	0.002	0.997	0.001	4	deam	PO	1	lcmlkin	0.0021602468994692
childD	founder3	0.001	0.997	0.001	4	deam	PO	1	lcmlkin	0.0019148542155126
childE	founder4	0.003	0.997	0.0	4	deam	PO	1	lcmlkin	0.0024494897427831
childF	founder4	0.003	0.997	0.0	4	deam	PO	1	lcmlkin	0.0024494897427831
childG	founder5	0.001	0.997	0.002	4	deam	PO	1	lcmlkin	0.0021602468994692
childA	childD	0.148	0.851	0.001	1	deam	PO	1	lcmlkin	0.1212518041102894
childA	childH	0.027	0.927	0.046	1	deam	PO	1	lcmlkin	0.0521983396926249
childA	founder0	0.122	0.876	0.001	1	deam	PO	1	lcmlkin	0.1004340579684003
childA	founder1	0.144	0.856	0.001	1	deam	PO	1	lcmlkin	0.1175769251738338
childB	childE	0.183	0.816	0.001	1	deam	PO	1	lcmlkin	0.1498287911806895
childB	childF	0.181	0.818	0.002	1	deam	PO	1	lcmlkin	0.1481991902811888
childB	founder0	0.124	0.874	0.001	1	deam	PO	1	lcmlkin	0.1020669714778814
childB	founder1	0.142	0.857	0.001	1	deam	PO	1	lcmlkin	0.1163529114375742
childC	childG	0.087	0.912	0.002	1	deam	PO	1	lcmlkin	0.0714539478732047
childC	founder1	0.124	0.875	0.001	1	deam	PO	1	lcmlkin	0.1016562836228041
childC	founder2	0.063	0.936	0.001	1	deam	PO	1	lcmlkin	0.0518523544949182
childD	founder3	0.054	0.945	0.002	1	deam	PO	1	lcmlkin	0.0445159147571592
childE	founder4	0.083	0.916	0.001	1	deam	PO	1	lcmlkin	0.0681811313096714
childF	founder4	0.091	0.908	0.001	1	deam	PO	1	lcmlkin	0.0747127833774113
childG	founder5	0.056	0.942	0.002	1	deam	PO	1	lcmlkin	0.0465617869072912
childA	childD	0.002	0.998	0.0	20	deam	PO	1	lcmlkin	0.0016329931618554
childA	childH	0.0	0.95	0.05	20	deam	PO	1	lcmlkin	0.0408248290463863
childA	founder0	0.001	0.998	0.0	20	deam	PO	1	lcmlkin	0.0012909944487358
childA	founder1	0.002	0.998	0.0	20	deam	PO	1	lcmlkin	0.0016329931618554
childB	childE	0.002	0.998	0.0	20	deam	PO	1	lcmlkin	0.0016329931618554
childB	childF	0.002	0.998	0.0	20	deam	PO	1	lcmlkin	0.0016329931618554
childB	founder0	0.001	0.998	0.0	20	deam	PO	1	lcmlkin	0.0012909944487358
childB	founder1	0.002	0.998	0.0	20	deam	PO	1	lcmlkin	0.0016329931618554
childC	childG	0.001	0.998	0.001	20	deam	PO	1	lcmlkin	0.001414213562373
childC	founder1	0.001	0.998	0.0	20	deam	PO	1	lcmlkin	0.0012909944487358
childC	founder2	0.0	0.998	0.001	20	deam	PO	1	lcmlkin	0.0012909944487358
childD	founder3	0.0	0.998	0.002	20	deam	PO	1	lcmlkin	0.0016329931618554
childE	founder4	0.001	0.998	0.001	20	deam	PO	1	lcmlkin	0.001414213562373
childF	founder4	0.001	0.998	0.001	20	deam	PO	1	lcmlkin	0.001414213562373
childG	founder5	0.0	0.997	0.002	20	deam	PO	1	lcmlkin	0.0020816659994661
childA	childD	0.054	0.946	0.0	2	deam	PO	1	lcmlkin	0.0440908153700972
childA	childH	0.008	0.948	0.044	2	deam	PO	1	lcmlkin	0.0395979797464466
childA	founder0	0.035	0.965	0.0	2	deam	PO	1	lcmlkin	0.0285773803324704
childA	founder1	0.057	0.943	0.0	2	deam	PO	1	lcmlkin	0.0465403051128804
childB	childE	0.072	0.928	0.0	2	deam	PO	1	lcmlkin	0.0587877538267962
childB	childF	0.06	0.94	0.0	2	deam	PO	1	lcmlkin	0.0489897948556635
childB	founder0	0.042	0.958	0.0	2	deam	PO	1	lcmlkin	0.0342928563989645
childB	founder1	0.055	0.945	0.0	2	deam	PO	1	lcmlkin	0.0449073119510249
childC	childG	0.026	0.974	0.0	2	deam	PO	1	lcmlkin	0.0212289111041208
childC	founder1	0.035	0.965	0.0	2	deam	PO	1	lcmlkin	0.0285773803324704
childC	founder2	0.014	0.986	0.0	2	deam	PO	1	lcmlkin	0.0114309521329881
childD	founder3	0.006	0.993	0.001	2	deam	PO	1	lcmlkin	0.0053541261347363
childE	founder4	0.023	0.977	0.0	2	deam	PO	1	lcmlkin	0.0187794213613377
childF	founder4	0.03	0.97	0.0	2	deam	PO	1	lcmlkin	0.0244948974278317
childG	founder5	0.01	0.989	0.001	2	deam	PO	1	lcmlkin	0.0086023252670426
childA	childD	0.002	0.998	0.0	10	deam	PO	1	lcmlkin	0.0016329931618554
childA	childH	0.0	0.949	0.05	10	deam	PO	1	lcmlkin	0.0412350983184633
childA	founder0	0.001	0.998	0.001	10	deam	PO	1	lcmlkin	0.001414213562373
childA	founder1	0.001	0.998	0.0	10	deam	PO	1	lcmlkin	0.0012909944487358
childB	childE	0.002	0.998	0.0	10	deam	PO	1	lcmlkin	0.0016329931618554
childB	childF	0.002	0.998	0.0	10	deam	PO	1	lcmlkin	0.0016329931618554
childB	founder0	0.001	0.998	0.0	10	deam	PO	1	lcmlkin	0.0012909944487358
childB	founder1	0.002	0.998	0.0	10	deam	PO	1	lcmlkin	0.0016329931618554
childC	childG	0.001	0.998	0.001	10	deam	PO	1	lcmlkin	0.001414213562373
childC	founder1	0.001	0.998	0.001	10	deam	PO	1	lcmlkin	0.001414213562373
childC	founder2	0.0	0.998	0.002	10	deam	PO	1	lcmlkin	0.0016329931618554
childD	founder3	0.0	0.998	0.002	10	deam	PO	1	lcmlkin	0.0016329931618554
childE	founder4	0.001	0.998	0.001	10	deam	PO	1	lcmlkin	0.001414213562373
childF	founder4	0.001	0.998	0.001	10	deam	PO	1	lcmlkin	0.001414213562373
childG	founder5	0.0	0.997	0.002	10	deam	PO	1	lcmlkin	0.0020816659994661
childA	childD	9.3e-05	0.999865	1e-06	8	no_deam	PO	1	ngsrelateWithRealFreq	9.464847243000276e-05
childA	childH	0.0	0.776968	0.113789	8	no_deam	PO	1	ngsrelateWithRealFreq	0.1445581884513407
childA	founder0	0.0	0.999907	5.6e-05	8	no_deam	PO	1	ngsrelateWithRealFreq	6.26764176810859e-05
childA	founder1	0.0	1.0	0.0	8	no_deam	PO	1	ngsrelateWithRealFreq	0.0
childB	childE	0.0	1.0	0.0	8	no_deam	PO	1	ngsrelateWithRealFreq	0.0
childB	childF	0.0	1.0	0.0	8	no_deam	PO	1	ngsrelateWithRealFreq	0.0
childB	founder0	0.0	1.0	0.0	8	no_deam	PO	1	ngsrelateWithRealFreq	0.0
childB	founder1	0.0	1.0	0.0	8	no_deam	PO	1	ngsrelateWithRealFreq	0.0
childC	childG	0.0	1.0	0.0	8	no_deam	PO	1	ngsrelateWithRealFreq	0.0
childC	founder1	0.0	1.0	0.0	8	no_deam	PO	1	ngsrelateWithRealFreq	0.0
childC	founder2	0.0	1.0	0.0	8	no_deam	PO	1	ngsrelateWithRealFreq	0.0
childD	founder3	0.0	1.0	0.0	8	no_deam	PO	1	ngsrelateWithRealFreq	0.0
childE	founder4	0.0	1.0	0.0	8	no_deam	PO	1	ngsrelateWithRealFreq	0.0
childF	founder4	0.0	1.0	0.0	8	no_deam	PO	1	ngsrelateWithRealFreq	0.0
childG	founder5	0.0	1.0	0.0	8	no_deam	PO	1	ngsrelateWithRealFreq	0.0
childA	childD	0.001195	0.998793	1e-06	4	no_deam	PO	1	ngsrelateWithRealFreq	0.0009806248008285
childA	childH	3e-06	0.779096	0.111262	4	no_deam	PO	1	ngsrelateWithRealFreq	0.1428026725578575
childA	founder0	0.0	1.0	0.0	4	no_deam	PO	1	ngsrelateWithRealFreq	0.0
childA	founder1	0.0	1.0	0.0	4	no_deam	PO	1	ngsrelateWithRealFreq	0.0
childB	childE	0.0	1.0	0.0	4	no_deam	PO	1	ngsrelateWithRealFreq	0.0
childB	childF	0.00256	0.997435	3e-06	4	no_deam	PO	1	ngsrelateWithRealFreq	0.0020922742012779
childB	founder0	0.00119	0.998776	2.9e-05	4	no_deam	PO	1	ngsrelateWithRealFreq	0.0009857513209053
childB	founder1	0.0	1.0	0.0	4	no_deam	PO	1	ngsrelateWithRealFreq	0.0
childC	childG	0.001904	0.998057	2.4e-05	4	no_deam	PO	1	ngsrelateWithRealFreq	0.0015706729980064
childC	founder1	0.001064	0.998851	5.3e-05	4	no_deam	PO	1	ngsrelateWithRealFreq	0.0009046373122233
childC	founder2	2.2e-05	0.998447	0.0	4	no_deam	PO	1	ngsrelateWithRealFreq	0.0008967149305474
childD	founder3	0.0	1.0	0.0	4	no_deam	PO	1	ngsrelateWithRealFreq	0.0
childE	founder4	0.001172	0.998723	9.8e-05	4	no_deam	PO	1	ngsrelateWithRealFreq	0.0010023168161813
childF	founder4	0.000525	0.999403	4.1e-05	4	no_deam	PO	1	ngsrelateWithRealFreq	0.0004596067159358
childG	founder5	0.002164	0.997635	0.000186	4	no_deam	PO	1	ngsrelateWithRealFreq	0.0018538893350646
childA	childD	0.053163	0.9468	8e-06	1	no_deam	PO	1	ngsrelateWithRealFreq	0.0434225157915414
childA	childH	0.008584	0.786471	0.108902	1	no_deam	PO	1	ngsrelateWithRealFreq	0.1384773922595309
childA	founder0	0.016414	0.983435	0.000149	1	no_deam	PO	1	ngsrelateWithRealFreq	0.0134640363190241
childA	founder1	0.027953	0.972045	2e-06	1	no_deam	PO	1	ngsrelateWithRealFreq	0.0228243454670665
childB	childE	0.006272	0.993727	0.0	1	no_deam	PO	1	ngsrelateWithRealFreq	0.0051214748201405
childB	childF	0.0	1.0	0.0	1	no_deam	PO	1	ngsrelateWithRealFreq	0.0
childB	founder0	0.006617	0.993363	1.9e-05	1	no_deam	PO	1	ngsrelateWithRealFreq	0.0054109401216424
childB	founder1	0.01824	0.979104	0.002654	1	no_deam	PO	1	ngsrelateWithRealFreq	0.0160870976458361
childC	childG	0.024499	0.97548	1.1e-05	1	no_deam	PO	1	ngsrelateWithRealFreq	0.0200119257943857
childC	founder1	0.020919	0.979023	3.9e-05	1	no_deam	PO	1	ngsrelateWithRealFreq	0.0171040015883223
childC	founder2	0.031	0.963572	6e-06	1	no_deam	PO	1	ngsrelateWithRealFreq	0.0276164155289325
childD	founder3	0.01837	0.981515	0.0001	1	no_deam	PO	1	ngsrelateWithRealFreq	0.0150461747630419
childE	founder4	0.025982	0.97345	0.000565	1	no_deam	PO	1	ngsrelateWithRealFreq	0.0214498333249157
childF	founder4	0.0	1.0	0.0	1	no_deam	PO	1	ngsrelateWithRealFreq	0.0
childG	founder5	0.0	1.0	0.0	1	no_deam	PO	1	ngsrelateWithRealFreq	0.0
childA	childD	0.0	1.0	0.0	20	no_deam	PO	1	ngsrelateWithRealFreq	0.0
childA	childH	0.0	0.778003	0.113559	20	no_deam	PO	1	ngsrelateWithRealFreq	0.1439656376709386
childA	founder0	0.0	1.0	0.0	20	no_deam	PO	1	ngsrelateWithRealFreq	0.0
childA	founder1	0.0	1.0	0.0	20	no_deam	PO	1	ngsrelateWithRealFreq	0.0
childB	childE	0.0	1.0	0.0	20	no_deam	PO	1	ngsrelateWithRealFreq	0.0
childB	childF	0.0	1.0	0.0	20	no_deam	PO	1	ngsrelateWithRealFreq	0.0
childB	founder0	0.0	1.0	0.0	20	no_deam	PO	1	ngsrelateWithRealFreq	0.0
childB	founder1	0.0	1.0	0.0	20	no_deam	PO	1	ngsrelateWithRealFreq	0.0
childC	childG	0.0	1.0	0.0	20	no_deam	PO	1	ngsrelateWithRealFreq	0.0
childC	founder1	0.0	1.0	0.0	20	no_deam	PO	1	ngsrelateWithRealFreq	0.0
childC	founder2	0.0	1.0	0.0	20	no_deam	PO	1	ngsrelateWithRealFreq	0.0
childD	founder3	0.0	1.0	0.0	20	no_deam	PO	1	ngsrelateWithRealFreq	0.0
childE	founder4	0.0	1.0	0.0	20	no_deam	PO	1	ngsrelateWithRealFreq	0.0
childF	founder4	0.0	1.0	0.0	20	no_deam	PO	1	ngsrelateWithRealFreq	0.0
childG	founder5	0.0	1.0	0.0	20	no_deam	PO	1	ngsrelateWithRealFreq	0.0
childA	childD	0.018794	0.981203	3e-06	2	no_deam	PO	1	ngsrelateWithRealFreq	0.0153464616334406
childA	childH	0.004032	0.775319	0.114302	2	no_deam	PO	1	ngsrelateWithRealFreq	0.1455595593895044
childA	founder0	0.005549	0.99444	3e-06	2	no_deam	PO	1	ngsrelateWithRealFreq	0.0045352328128406
childA	founder1	0.011499	0.988475	2.2e-05	2	no_deam	PO	1	ngsrelateWithRealFreq	0.0093995232148586
childB	childE	0.013296	0.986678	2.1e-05	2	no_deam	PO	1	ngsrelateWithRealFreq	0.0108667649433183
childB	childF	0.003341	0.996657	0.0	2	no_deam	PO	1	ngsrelateWithRealFreq	0.0027287316956173
childB	founder0	0.011252	0.988738	2e-06	2	no_deam	PO	1	ngsrelateWithRealFreq	0.0091913029906899
childB	founder1	0.014415	0.98553	4.9e-05	2	no_deam	PO	1	ngsrelateWithRealFreq	0.0117923071816615
childC	childG	0.008555	0.991389	1.9e-05	2	no_deam	PO	1	ngsrelateWithRealFreq	0.0070080360301585
childC	founder1	0.005222	0.994767	1e-06	2	no_deam	PO	1	ngsrelateWithRealFreq	0.0042682382782595
childC	founder2	0.006509	0.992703	0.0	2	no_deam	PO	1	ngsrelateWithRealFreq	0.0056454491997242
childD	founder3	0.004652	0.995305	3e-06	2	no_deam	PO	1	ngsrelateWithRealFreq	0.0038159375431646
childE	founder4	0.002551	0.997441	0.0	2	no_deam	PO	1	ngsrelateWithRealFreq	0.0020861513208138
childF	founder4	0.007096	0.992878	4e-06	2	no_deam	PO	1	ngsrelateWithRealFreq	0.005804484358379
childG	founder5	0.0	1.0	0.0	2	no_deam	PO	1	ngsrelateWithRealFreq	0.0
childA	childD	0.0	1.0	0.0	10	no_deam	PO	1	ngsrelateWithRealFreq	0.0
childA	childH	0.0	0.777901	0.113644	10	no_deam	PO	1	ngsrelateWithRealFreq	0.144040416246043
childA	founder0	0.0	1.0	0.0	10	no_deam	PO	1	ngsrelateWithRealFreq	0.0
childA	founder1	0.0	1.0	0.0	10	no_deam	PO	1	ngsrelateWithRealFreq	0.0
childB	childE	0.0	0.999937	3.1e-05	10	no_deam	PO	1	ngsrelateWithRealFreq	4.053804797144054e-05
childB	childF	0.0	1.0	0.0	10	no_deam	PO	1	ngsrelateWithRealFreq	0.0
childB	founder0	0.0	1.0	0.0	10	no_deam	PO	1	ngsrelateWithRealFreq	0.0
childB	founder1	0.0	1.0	0.0	10	no_deam	PO	1	ngsrelateWithRealFreq	0.0
childC	childG	0.0	1.0	0.0	10	no_deam	PO	1	ngsrelateWithRealFreq	0.0
childC	founder1	0.0	1.0	0.0	10	no_deam	PO	1	ngsrelateWithRealFreq	0.0
childC	founder2	0.0	1.0	0.0	10	no_deam	PO	1	ngsrelateWithRealFreq	0.0
childD	founder3	0.0	1.0	0.0	10	no_deam	PO	1	ngsrelateWithRealFreq	0.0
childE	founder4	0.0	1.0	0.0	10	no_deam	PO	1	ngsrelateWithRealFreq	0.0
childF	founder4	0.0	1.0	0.0	10	no_deam	PO	1	ngsrelateWithRealFreq	0.0
childG	founder5	0.0	1.0	0.0	10	no_deam	PO	1	ngsrelateWithRealFreq	0.0
childA	childD	0.0	1.0	0.0	8	deam	PO	1	ngsrelateWithRealFreq	0.0
childA	childH	0.0	0.781388	0.112706	8	deam	PO	1	ngsrelateWithRealFreq	0.1420021701477364
childA	founder0	0.0	1.0	0.0	8	deam	PO	1	ngsrelateWithRealFreq	0.0
childA	founder1	0.0	0.9999	5.4e-05	8	deam	PO	1	ngsrelateWithRealFreq	6.561503892654944e-05
childB	childE	0.0	1.0	0.0	8	deam	PO	1	ngsrelateWithRealFreq	0.0
childB	childF	0.0	1.0	0.0	8	deam	PO	1	ngsrelateWithRealFreq	0.0
childB	founder0	0.0	1.0	0.0	8	deam	PO	1	ngsrelateWithRealFreq	0.0
childB	founder1	0.0	1.0	0.0	8	deam	PO	1	ngsrelateWithRealFreq	0.0
childC	childG	0.0	1.0	0.0	8	deam	PO	1	ngsrelateWithRealFreq	0.0
childC	founder1	0.0	1.0	0.0	8	deam	PO	1	ngsrelateWithRealFreq	0.0
childC	founder2	0.0	1.0	0.0	8	deam	PO	1	ngsrelateWithRealFreq	0.0
childD	founder3	0.0	1.0	0.0	8	deam	PO	1	ngsrelateWithRealFreq	0.0
childE	founder4	0.0	1.0	0.0	8	deam	PO	1	ngsrelateWithRealFreq	0.0
childF	founder4	0.0	1.0	0.0	8	deam	PO	1	ngsrelateWithRealFreq	0.0
childG	founder5	0.0	1.0	0.0	8	deam	PO	1	ngsrelateWithRealFreq	0.0
childA	childD	0.000235	0.999747	9e-06	4	deam	PO	1	ngsrelateWithRealFreq	0.0001994283497064
childA	childH	7e-06	0.789963	0.111669	4	deam	PO	1	ngsrelateWithRealFreq	0.137338398343896
childA	founder0	0.000931	0.998988	7.6e-05	4	deam	PO	1	ngsrelateWithRealFreq	0.0007951270338757
childA	founder1	0.0	1.0	0.0	4	deam	PO	1	ngsrelateWithRealFreq	0.0
childB	childE	2.4e-05	0.999918	2.2e-05	4	deam	PO	1	ngsrelateWithRealFreq	5.093787065306239e-05
childB	childF	0.000315	0.999625	5.7e-05	4	deam	PO	1	ngsrelateWithRealFreq	0.0002846629586019
childB	founder0	0.000795	0.999176	2.7e-05	4	deam	PO	1	ngsrelateWithRealFreq	0.0006612437775384
childB	founder1	0.0	1.0	0.0	4	deam	PO	1	ngsrelateWithRealFreq	0.0
childC	childG	0.000317	0.9996	7.6e-05	4	deam	PO	1	ngsrelateWithRealFreq	0.0002979177738906
childC	founder1	0.0	1.0	0.0	4	deam	PO	1	ngsrelateWithRealFreq	0.0
childC	founder2	0.0	0.99989	3.2e-05	4	deam	PO	1	ngsrelateWithRealFreq	6.614126296549426e-05
childD	founder3	0.0	1.0	0.0	4	deam	PO	1	ngsrelateWithRealFreq	0.0
childE	founder4	0.0	1.0	0.0	4	deam	PO	1	ngsrelateWithRealFreq	0.0
childF	founder4	0.0	1.0	0.0	4	deam	PO	1	ngsrelateWithRealFreq	0.0
childG	founder5	0.0	1.0	0.0	4	deam	PO	1	ngsrelateWithRealFreq	0.0
childA	childD	0.031637	0.968342	1.7e-05	1	deam	PO	1	ngsrelateWithRealFreq	0.025840078831149
childA	childH	0.007369	0.790757	0.108914	1	deam	PO	1	ngsrelateWithRealFreq	0.1362585711138935
childA	founder0	0.013218	0.986768	1.3e-05	1	deam	PO	1	ngsrelateWithRealFreq	0.010798171403838
childA	founder1	0.027944	0.972019	3.1e-05	1	deam	PO	1	ngsrelateWithRealFreq	0.0228312976562145
childB	childE	0.027295	0.972653	4.8e-05	1	deam	PO	1	ngsrelateWithRealFreq	0.0223075304026839
childB	childF	0.025322	0.974646	2.7e-05	1	deam	PO	1	ngsrelateWithRealFreq	0.0206884003650999
childB	founder0	0.023399	0.976595	3e-06	1	deam	PO	1	ngsrelateWithRealFreq	0.0191076532223783
childB	founder1	0.016727	0.983253	1.3e-05	1	deam	PO	1	ngsrelateWithRealFreq	0.0136657077753038
childC	childG	0.001815	0.998183	0.0	1	deam	PO	1	ngsrelateWithRealFreq	0.001482758015771
childC	founder1	0.01653	0.983455	8e-06	1	deam	PO	1	ngsrelateWithRealFreq	0.0135028143856506
childC	founder2	0.019675	0.980313	6e-06	1	deam	PO	1	ngsrelateWithRealFreq	0.0160694703293751
childD	founder3	0.012197	0.987784	1.2e-05	1	deam	PO	1	ngsrelateWithRealFreq	0.0099665709415692
childE	founder4	0.012726	0.987244	2.4e-05	1	deam	PO	1	ngsrelateWithRealFreq	0.0104029993751802
childF	founder4	0.008671	0.991321	4e-06	1	deam	PO	1	ngsrelateWithRealFreq	0.0070831089689956
childG	founder5	0.013972	0.985898	0.000123	1	deam	PO	1	ngsrelateWithRealFreq	0.0114615053839653
childA	childD	0.0	1.0	0.0	20	deam	PO	1	ngsrelateWithRealFreq	0.0
childA	childH	0.0	0.778118	0.113557	20	deam	PO	1	ngsrelateWithRealFreq	0.1439060042446689
childA	founder0	0.0	1.0	0.0	20	deam	PO	1	ngsrelateWithRealFreq	0.0
childA	founder1	0.0	1.0	0.0	20	deam	PO	1	ngsrelateWithRealFreq	0.0
childB	childE	0.0	1.0	0.0	20	deam	PO	1	ngsrelateWithRealFreq	0.0
childB	childF	0.0	1.0	0.0	20	deam	PO	1	ngsrelateWithRealFreq	0.0
childB	founder0	0.0	1.0	0.0	20	deam	PO	1	ngsrelateWithRealFreq	0.0
childB	founder1	0.0	1.0	0.0	20	deam	PO	1	ngsrelateWithRealFreq	0.0
childC	childG	0.0	1.0	0.0	20	deam	PO	1	ngsrelateWithRealFreq	0.0
childC	founder1	0.0	1.0	0.0	20	deam	PO	1	ngsrelateWithRealFreq	0.0
childC	founder2	0.0	1.0	0.0	20	deam	PO	1	ngsrelateWithRealFreq	0.0
childD	founder3	0.0	1.0	0.0	20	deam	PO	1	ngsrelateWithRealFreq	0.0
