a	b	J9	J8	J7	cov	deamination	kinship	degree	program	RMSE
childB	founder1	0.0	1.0	0.0	10	no_deam	PO	1	plink	0.0
childC	childG	0.0	1.0	0.0	10	no_deam	PO	1	plink	0.0
childC	founder1	0.0	1.0	0.0	10	no_deam	PO	1	plink	0.0
childC	founder2	0.0	1.0	0.0	10	no_deam	PO	1	plink	0.0
childD	founder3	0.0	1.0	0.0	10	no_deam	PO	1	plink	0.0
childE	founder4	0.0	1.0	0.0	10	no_deam	PO	1	plink	0.0
childF	founder4	0.0	1.0	0.0	10	no_deam	PO	1	plink	0.0
childG	founder5	0.0	1.0	0.0	10	no_deam	PO	1	plink	0.0
childA	childD	0.0	1.0	0.0	8	deam	PO	1	plink	0.0
childA	childH	0.0005	0.8866	0.1129	8	deam	PO	1	plink	0.0923872646346165
childA	founder0	0.0	1.0	0.0	8	deam	PO	1	plink	0.0
childA	founder1	0.0	1.0	0.0	8	deam	PO	1	plink	0.0
childB	childE	0.0	1.0	0.0	8	deam	PO	1	plink	0.0
childB	childF	0.0	1.0	0.0	8	deam	PO	1	plink	0.0
childB	founder0	0.0	1.0	0.0	8	deam	PO	1	plink	0.0
childB	founder1	0.0	1.0	0.0	8	deam	PO	1	plink	0.0
childC	childG	0.0	1.0	0.0	8	deam	PO	1	plink	0.0
childC	founder1	0.0	1.0	0.0	8	deam	PO	1	plink	0.0
childC	founder2	0.0	1.0	0.0	8	deam	PO	1	plink	0.0
childD	founder3	0.0	1.0	0.0	8	deam	PO	1	plink	0.0
childE	founder4	0.0	1.0	0.0	8	deam	PO	1	plink	0.0
childF	founder4	0.0	1.0	0.0	8	deam	PO	1	plink	0.0
childG	founder5	0.0	1.0	0.0	8	deam	PO	1	plink	0.0
childA	childD	0.0199	0.9801	0.0	4	deam	PO	1	plink	0.0162482819604617
childA	childH	0.0173	0.869	0.1137	4	deam	PO	1	plink	0.100644556070692
childA	founder0	0.0201	0.9799	0.0	4	deam	PO	1	plink	0.0164115812766472
childA	founder1	0.0159	0.9841	0.0	4	deam	PO	1	plink	0.0129822956367508
childB	childE	0.0192	0.9808	0.0	4	deam	PO	1	plink	0.0156767343538123
childB	childF	0.0201	0.9799	0.0	4	deam	PO	1	plink	0.0164115812766472
childB	founder0	0.0212	0.9788	0.0	4	deam	PO	1	plink	0.0173097275156677
childB	founder1	0.0183	0.9817	0.0	4	deam	PO	1	plink	0.0149418874309773
childC	childG	0.0186	0.9814	0.0	4	deam	PO	1	plink	0.0151868364052556
childC	founder1	0.0168	0.9832	0.0	4	deam	PO	1	plink	0.0137171425595858
childC	founder2	0.0172	0.9828	0.0	4	deam	PO	1	plink	0.0140437411919568
childD	founder3	0.0199	0.9801	0.0	4	deam	PO	1	plink	0.0162482819604617
childE	founder4	0.0174	0.9826	0.0	4	deam	PO	1	plink	0.0142070405081424
childF	founder4	0.021	0.979	0.0	4	deam	PO	1	plink	0.0171464281994822
childG	founder5	0.0159	0.9841	0.0	4	deam	PO	1	plink	0.0129822956367508
childA	childD	0.4975	0.4211	0.0814	1	deam	PO	1	plink	0.4431919899998194
childA	childH	0.4519	0.3771	0.1709	1	deam	PO	1	plink	0.4551281248176166
childA	founder0	0.4881	0.4221	0.0898	1	deam	PO	1	plink	0.4398007351820444
childA	founder1	0.4866	0.4304	0.0829	1	deam	PO	1	plink	0.4351613225766585
childB	childE	0.4866	0.4265	0.0869	1	deam	PO	1	plink	0.4371244750258977
childB	childF	0.4897	0.4254	0.0849	1	deam	PO	1	plink	0.4386263633967601
childB	founder0	0.4874	0.4339	0.0787	1	deam	PO	1	plink	0.4336748628485016
childB	founder1	0.474	0.4449	0.0811	1	deam	PO	1	plink	0.4240240637825483
childC	childG	0.4733	0.442	0.0848	1	deam	PO	1	plink	0.4252716504384776
childC	founder1	0.4827	0.433	0.0843	1	deam	PO	1	plink	0.4326641422627948
childC	founder2	0.4978	0.4164	0.0858	1	deam	PO	1	plink	0.445628933830229
childD	founder3	0.4895	0.4238	0.0867	1	deam	PO	1	plink	0.4393683268815205
childE	founder4	0.4728	0.4447	0.0825	1	deam	PO	1	plink	0.4237547167879079
childF	founder4	0.4701	0.4464	0.0834	1	deam	PO	1	plink	0.422067344547447
childG	founder5	0.4782	0.4397	0.0821	1	deam	PO	1	plink	0.4279220100283072
childA	childD	0.0	1.0	0.0	20	deam	PO	1	plink	0.0
childA	childH	0.0	0.886	0.114	20	deam	PO	1	plink	0.0930806102257607
childA	founder0	0.0	1.0	0.0	20	deam	PO	1	plink	0.0
childA	founder1	0.0	1.0	0.0	20	deam	PO	1	plink	0.0
childB	childE	0.0	1.0	0.0	20	deam	PO	1	plink	0.0
childB	childF	0.0	1.0	0.0	20	deam	PO	1	plink	0.0
childB	founder0	0.0	1.0	0.0	20	deam	PO	1	plink	0.0
childB	founder1	0.0	1.0	0.0	20	deam	PO	1	plink	0.0
childC	childG	0.0	1.0	0.0	20	deam	PO	1	plink	0.0
childC	founder1	0.0	1.0	0.0	20	deam	PO	1	plink	0.0
childC	founder2	0.0	1.0	0.0	20	deam	PO	1	plink	0.0
childD	founder3	0.0	1.0	0.0	20	deam	PO	1	plink	0.0
childE	founder4	0.0	1.0	0.0	20	deam	PO	1	plink	0.0
childF	founder4	0.0	1.0	0.0	20	deam	PO	1	plink	0.0
childG	founder5	0.0	1.0	0.0	20	deam	PO	1	plink	0.0
childA	childD	0.1902	0.8011	0.0087	2	deam	PO	1	plink	0.1589684874432665
childA	childH	0.1662	0.7045	0.1293	2	deam	PO	1	plink	0.2094923864965025
childA	founder0	0.1845	0.7934	0.0221	2	deam	PO	1	plink	0.1604288211845573
childA	founder1	0.1834	0.8012	0.0154	2	deam	PO	1	plink	0.1564120199984643
childB	childE	0.1813	0.8045	0.0142	2	deam	PO	1	plink	0.1541553112935133
childB	childF	0.1779	0.8062	0.0159	2	deam	PO	1	plink	0.1521618217556559
childB	founder0	0.177	0.8069	0.0161	2	deam	PO	1	plink	0.1515209776455612
childB	founder1	0.1813	0.8071	0.0116	2	deam	PO	1	plink	0.1529865571436479
childC	childG	0.1761	0.8044	0.0195	2	deam	PO	1	plink	0.1523710602443915
childC	founder1	0.181	0.7979	0.0211	2	deam	PO	1	plink	0.1571099614919436
childC	founder2	0.1788	0.8057	0.0155	2	deam	PO	1	plink	0.1527112525869219
childD	founder3	0.1863	0.7968	0.0169	2	deam	PO	1	plink	0.1594611133369721
childE	founder4	0.1805	0.7959	0.0236	2	deam	PO	1	plink	0.1578966117432543
childF	founder4	0.1861	0.7929	0.0209	2	deam	PO	1	plink	0.1612042493236453
childG	founder5	0.1857	0.7956	0.0187	2	deam	PO	1	plink	0.159805652799476
childA	childD	0.0	1.0	0.0	10	deam	PO	1	plink	0.0
childA	childH	0.0001	0.8863	0.1135	10	deam	PO	1	plink	0.0927540654993982
childA	founder0	0.0	1.0	0.0	10	deam	PO	1	plink	0.0
childA	founder1	0.0	1.0	0.0	10	deam	PO	1	plink	0.0
childB	childE	0.0	1.0	0.0	10	deam	PO	1	plink	0.0
childB	childF	0.0	1.0	0.0	10	deam	PO	1	plink	0.0
childB	founder0	0.0	1.0	0.0	10	deam	PO	1	plink	0.0
childB	founder1	0.0	1.0	0.0	10	deam	PO	1	plink	0.0
childC	childG	0.0	1.0	0.0	10	deam	PO	1	plink	0.0
childC	founder1	0.0	1.0	0.0	10	deam	PO	1	plink	0.0
childC	founder2	0.0	1.0	0.0	10	deam	PO	1	plink	0.0
childD	founder3	0.0	1.0	0.0	10	deam	PO	1	plink	0.0
childE	founder4	0.0	1.0	0.0	10	deam	PO	1	plink	0.0
childF	founder4	0.0	1.0	0.0	10	deam	PO	1	plink	0.0
childG	founder5	0.0	1.0	0.0	10	deam	PO	1	plink	0.0
childA	childD	0.0	1.0	0.0	8	no_deam	PO	1	plink	0.0
childA	childH	0.0087	0.8774	0.1139	8	no_deam	PO	1	plink	0.0967465072582295
childA	founder0	0.0116	0.9884	0.0	8	no_deam	PO	1	plink	0.0094713603387616
childA	founder1	0.0	1.0	0.0	8	no_deam	PO	1	plink	0.0
childB	childE	0.0	1.0	0.0	8	no_deam	PO	1	plink	0.0
childB	childF	0.0	1.0	0.0	8	no_deam	PO	1	plink	0.0
childB	founder0	0.0	1.0	0.0	8	no_deam	PO	1	plink	0.0
childB	founder1	0.0	1.0	0.0	8	no_deam	PO	1	plink	0.0
childC	childG	0.009	0.991	0.0	8	no_deam	PO	1	plink	0.0073484692283495
childC	founder1	0.0112	0.9888	0.0	8	no_deam	PO	1	plink	0.0091447617063905
childC	founder2	0.0	1.0	0.0	8	no_deam	PO	1	plink	0.0
childD	founder3	0.0	1.0	0.0	8	no_deam	PO	1	plink	0.0
childE	founder4	0.0094	0.9906	0.0	8	no_deam	PO	1	plink	0.0076750678607206
childF	founder4	0.0096	0.9904	0.0	8	no_deam	PO	1	plink	0.0078383671769061
childG	founder5	0.0	1.0	0.0	8	no_deam	PO	1	plink	0.0
childA	childD	0.1367	0.8606	0.0027	4	no_deam	PO	1	plink	0.1127335205990953
childA	childH	0.1199	0.7569	0.1232	4	no_deam	PO	1	plink	0.1719029377294058
childA	founder0	0.1325	0.8563	0.0112	4	no_deam	PO	1	plink	0.1130359529825209
childA	founder1	0.1301	0.8658	0.0041	4	no_deam	PO	1	plink	0.1079389642344227
childB	childE	0.1283	0.8644	0.0073	4	no_deam	PO	1	plink	0.1078603108963935
childB	childF	0.134	0.859	0.0069	4	no_deam	PO	1	plink	0.1123752790133725
childB	founder0	0.1285	0.8604	0.0111	4	no_deam	PO	1	plink	0.1097324321550682
childB	founder1	0.1272	0.8704	0.0023	4	no_deam	PO	1	plink	0.1048511484597729
childC	childG	0.136	0.8503	0.0137	4	no_deam	PO	1	plink	0.1170381419310246
childC	founder1	0.1271	0.8645	0.0084	4	no_deam	PO	1	plink	0.1073704180240845
childC	founder2	0.1395	0.8505	0.01	4	no_deam	PO	1	plink	0.1181954595856654
childD	founder3	0.1383	0.8533	0.0084	4	no_deam	PO	1	plink	0.1165022746559053
childE	founder4	0.1357	0.8506	0.0138	4	no_deam	PO	1	plink	0.1167979594570612
childF	founder4	0.1393	0.8456	0.015	4	no_deam	PO	1	plink	0.1203728236217239
childG	founder5	0.1326	0.8575	0.0099	4	no_deam	PO	1	plink	0.11252706341143
childA	childD	0.6966	0.1602	0.1431	1	no_deam	PO	1	plink	0.6353458926705462
childA	childH	0.6182	0.162	0.2198	1	no_deam	PO	1	plink	0.6144719358929259
childA	founder0	0.7034	0.1405	0.1561	1	no_deam	PO	1	plink	0.6475283829043069
childA	founder1	0.6203	0.2581	0.1216	1	no_deam	PO	1	plink	0.5627238102894409
childB	childE	0.6768	0.192	0.1312	1	no_deam	PO	1	plink	0.6132252658417351
childB	childF	0.6884	0.1647	0.1469	1	no_deam	PO	1	plink	0.6306610975793576
childB	founder0	0.6992	0.1419	0.1589	1	no_deam	PO	1	plink	0.6456173944372936
childB	founder1	0.6226	0.2646	0.1129	1	no_deam	PO	1	plink	0.5601161575959045
childC	childG	0.6703	0.1861	0.1436	1	no_deam	PO	1	plink	0.6143712938172378
childC	founder1	0.6242	0.2528	0.1231	1	no_deam	PO	1	plink	0.5665942375280567
childC	founder2	0.6052	0.2876	0.1072	1	no_deam	PO	1	plink	0.5432226799388994
childD	founder3	0.611	0.2721	0.1169	1	no_deam	PO	1	plink	0.552818541657206
childE	founder4	0.6111	0.2724	0.1165	1	no_deam	PO	1	plink	0.5526955822753306
childF	founder4	0.6162	0.2624	0.1213	1	no_deam	PO	1	plink	0.5593060849540855
childG	founder5	0.5873	0.3203	0.0924	1	no_deam	PO	1	plink	0.5213607644104672
childA	childD	0.0	1.0	0.0	20	no_deam	PO	1	plink	0.0
childA	childH	0.0	0.8874	0.1126	20	no_deam	PO	1	plink	0.0919375150124619
childA	founder0	0.0	1.0	0.0	20	no_deam	PO	1	plink	0.0
childA	founder1	0.0	1.0	0.0	20	no_deam	PO	1	plink	0.0
childB	childE	0.0	1.0	0.0	20	no_deam	PO	1	plink	0.0
childB	childF	0.0	1.0	0.0	20	no_deam	PO	1	plink	0.0
childB	founder0	0.0	1.0	0.0	20	no_deam	PO	1	plink	0.0
childB	founder1	0.0	1.0	0.0	20	no_deam	PO	1	plink	0.0
childC	childG	0.0	1.0	0.0	20	no_deam	PO	1	plink	0.0
childC	founder1	0.0	1.0	0.0	20	no_deam	PO	1	plink	0.0
childC	founder2	0.0	1.0	0.0	20	no_deam	PO	1	plink	0.0
childD	founder3	0.0	1.0	0.0	20	no_deam	PO	1	plink	0.0
childE	founder4	0.0	1.0	0.0	20	no_deam	PO	1	plink	0.0
childF	founder4	0.0	1.0	0.0	20	no_deam	PO	1	plink	0.0
childG	founder5	0.0	1.0	0.0	20	no_deam	PO	1	plink	0.0
childA	childD	0.4334	0.5013	0.0653	2	no_deam	PO	1	plink	0.3833194229360156
childA	childH	0.39	0.441	0.169	2	no_deam	PO	1	plink	0.4054388568781569
childA	founder0	0.4228	0.5129	0.0643	2	no_deam	PO	1	plink	0.3742373311148955
childA	founder1	0.4331	0.4946	0.0722	2	no_deam	PO	1	plink	0.3865305550664786
childB	childE	0.4294	0.4983	0.0723	2	no_deam	PO	1	plink	0.3835424965589428
childB	childF	0.4345	0.494	0.0715	2	no_deam	PO	1	plink	0.3872718683302468
childB	founder0	0.4099	0.5268	0.0633	2	no_deam	PO	1	plink	0.3632919578887849
childB	founder1	0.4372	0.4896	0.0732	2	no_deam	PO	1	plink	0.3903034033500946
childC	childG	0.4255	0.5056	0.0688	2	no_deam	PO	1	plink	0.3786885483701172
childC	founder1	0.4266	0.5009	0.0725	2	no_deam	PO	1	plink	0.3813767253866794
childC	founder2	0.4344	0.4952	0.0705	2	no_deam	PO	1	plink	0.3866508545617523
childD	founder3	0.4419	0.4798	0.0783	2	no_deam	PO	1	plink	0.3966587702295261
childE	founder4	0.4259	0.4952	0.0789	2	no_deam	PO	1	plink	0.3840308407754078
childF	founder4	0.4509	0.4679	0.0812	2	no_deam	PO	1	plink	0.4053947294510212
childG	founder5	0.4267	0.4987	0.0745	2	no_deam	PO	1	plink	0.3825026492282984
childA	childD	0.0	1.0	0.0	10	no_deam	PO	1	plink	0.0
childA	childH	0.0032	0.8837	0.1131	10	no_deam	PO	1	plink	0.0936794890393124
