a	b	J9	J8	J7	cov	deamination	kinship	degree	program	RMSE
childD	childE	0.889	0.0952	0.0158	4	no_deam	FC	3	plink	0.120462552964258
childD	childF	0.8897	0.0953	0.015	4	no_deam	FC	3	plink	0.1206554046309848
childD	childE	1.0	0.0	0.0	1	no_deam	FC	3	plink	0.2041241452319315
childD	childF	1.0	0.0	0.0	1	no_deam	FC	3	plink	0.2041241452319315
childD	childE	0.7537	0.2463	0.0	20	no_deam	FC	3	plink	0.0030210373494326
childD	childF	0.7503	0.2497	0.0	20	no_deam	FC	3	plink	0.0002449489742783
childD	childE	1.0	0.0	0.0	2	no_deam	FC	3	plink	0.2041241452319315
childD	childF	1.0	0.0	0.0	2	no_deam	FC	3	plink	0.2041241452319315
childD	childE	0.7564	0.2436	0.0	10	no_deam	FC	3	plink	0.0052255781179374
childD	childF	0.753	0.247	0.0	10	no_deam	FC	3	plink	0.0024494897427831
