a	b	program	observed	valueObserved	theo	valueTheo	cov	true	valueTrue
childB	childC	ngsrelate_trueFreq	J7	0.000129	J7	0.0	2.0	J7	0.0061780954702245
childB	childC	ngsrelate_trueFreq	J7	8e-06	J7	0.0	1.0	J7	0.0061780954702245
childB	childC	ngsrelate_trueFreq	J7	1e-05	J7	0.0	2.0	J7	0.0061780954702245
childB	childC	ngsrelate_trueFreq	J7	1.3e-05	J7	0.0	1.0	J7	0.0061780954702245
childB	childC	ngsrelate_trueFreq	J7	1.3e-05	J7	0.0	2.0	J7	0.0061780954702245
childB	childC	ngsrelate_trueFreq	J7	0.001268	J7	0.0	1.0	J7	0.0061780954702245
childB	childC	ngsrelate_trueFreq	J7	9.3e-05	J7	0.0	2.0	J7	0.0061780954702245
childB	childC	ngsrelate_trueFreq	J7	2.6e-05	J7	0.0	1.0	J7	0.0061780954702245
childB	childC	ngsrelate_trueFreq	J7	0.0	J7	0.0	2.0	J7	0.0061780954702245
childB	childC	ngsrelate_trueFreq	J7	0.000808	J7	0.0	1.0	J7	0.0061780954702245
childB	childC	ngsrelate_trueFreq	J7	3e-05	J7	0.0	2.0	J7	0.0061780954702245
childB	childC	ngsrelate_trueFreq	J7	4.1e-05	J7	0.0	1.0	J7	0.0061780954702245
childB	childC	ngsrelate_trueFreq	J7	0.000419	J7	0.0	2.0	J7	0.0061780954702245
childB	childC	ngsrelate_trueFreq	J7	0.000197	J7	0.0	1.0	J7	0.0061780954702245
childB	childC	ngsrelate_trueFreq	J7	4.9e-05	J7	0.0	2.0	J7	0.0061780954702245
childB	childC	ngsrelate_trueFreq	J7	0.010285	J7	0.0	1.0	J7	0.0061780954702245
childB	childC	ngsrelate_trueFreq	J7	2.3e-05	J7	0.0	2.0	J7	0.0061780954702245
childB	childC	ngsrelate_trueFreq	J7	0.000513	J7	0.0	1.0	J7	0.0061780954702245
childB	childC	ngsrelate_trueFreq	J7	6e-06	J7	0.0	2.0	J7	0.0061780954702245
childB	childC	plink	J7	0.0	J7	0.0	10.0	J7	0.0061780954702245
childB	childC	plink	J7	0.0	J7	0.0	10.0	J7	0.0061780954702245
childB	childC	plink	J7	0.0	J7	0.0	10.0	J7	0.0061780954702245
childB	childC	plink	J7	0.0	J7	0.0	10.0	J7	0.0061780954702245
childB	childC	plink	J7	0.0	J7	0.0	10.0	J7	0.0061780954702245
childB	childC	plink	J7	0.0	J7	0.0	10.0	J7	0.0061780954702245
childB	childC	plink	J7	0.0	J7	0.0	10.0	J7	0.0061780954702245
childB	childC	plink	J7	0.0	J7	0.0	10.0	J7	0.0061780954702245
childB	childC	plink	J7	0.0	J7	0.0	10.0	J7	0.0061780954702245
childB	childC	plink	J7	0.0	J7	0.0	10.0	J7	0.0061780954702245
childB	childC	plink	J7	0.0	J7	0.0	10.0	J7	0.0061780954702245
childB	childC	plink	J7	0.0	J7	0.0	10.0	J7	0.0061780954702245
childB	childC	plink	J7	0.0	J7	0.0	10.0	J7	0.0061780954702245
childB	childC	plink	J7	0.0	J7	0.0	10.0	J7	0.0061780954702245
childB	childC	plink	J7	0.0	J7	0.0	10.0	J7	0.0061780954702245
childB	childC	plink	J7	0.0	J7	0.0	10.0	J7	0.0061780954702245
childB	childC	plink	J7	0.0	J7	0.0	10.0	J7	0.0061780954702245
childB	childC	ngsrelate_trueFreq	J7	0.000136	J7	0.0	10.0	J7	0.0061780954702245
childB	childC	ngsrelate_trueFreq	J7	5e-06	J7	0.0	10.0	J7	0.0061780954702245
childB	childC	ngsrelate_trueFreq	J7	2.6e-05	J7	0.0	10.0	J7	0.0061780954702245
childB	childC	ngsrelate_trueFreq	J7	2.8e-05	J7	0.0	10.0	J7	0.0061780954702245
childB	childC	ngsrelate_trueFreq	J7	2.6e-05	J7	0.0	10.0	J7	0.0061780954702245
childB	childC	ngsrelate_trueFreq	J7	8e-06	J7	0.0	10.0	J7	0.0061780954702245
childB	childC	ngsrelate_trueFreq	J7	6e-06	J7	0.0	10.0	J7	0.0061780954702245
childB	childC	ngsrelate_trueFreq	J7	2e-06	J7	0.0	10.0	J7	0.0061780954702245
childB	childC	ngsrelate_trueFreq	J7	1e-05	J7	0.0	10.0	J7	0.0061780954702245
childB	childC	ngsrelate_trueFreq	J7	7e-06	J7	0.0	10.0	J7	0.0061780954702245
childB	childC	ngsrelate_trueFreq	J7	4e-06	J7	0.0	10.0	J7	0.0061780954702245
childB	childC	ngsrelate_trueFreq	J7	3.6e-05	J7	0.0	10.0	J7	0.0061780954702245
childB	childC	ngsrelate_trueFreq	J7	0.0	J7	0.0	10.0	J7	0.0061780954702245
childB	childC	ngsrelate_trueFreq	J7	1.3e-05	J7	0.0	10.0	J7	0.0061780954702245
childB	childC	ngsrelate_trueFreq	J7	3e-06	J7	0.0	10.0	J7	0.0061780954702245
childB	childC	ngsrelate_trueFreq	J7	8e-06	J7	0.0	10.0	J7	0.0061780954702245
childB	childC	ngsrelate_trueFreq	J7	3.7e-05	J7	0.0	10.0	J7	0.0061780954702245
